seed,pattern,structure,pattern_length,first_occurrence_step,num_occurrences,occurrence_positions,example_1,example_2,example_3
10,motive_3→motive_3→motive_6→motive_6→motive_3→motive_3→motive_1→motive_1→motive_5→motive_5→motive_3→motive_3→motive_1→motive_1→motive_6→motive_6→motive_3→motive_3→motive_1→motive_1→motive_6,A→A→B→B→A→A→C→C→D→D→A→A→C→C→B→B→A→A→C→C→B,21,8,2,"[8, 830]",motive_3→motive_3→motive_6→motive_6→motive_3→motive_3→motive_1→motive_1→motive_5→motive_5→motive_3→motive_3→motive_1→motive_1→motive_6→motive_6→motive_3→motive_3→motive_1→motive_1→motive_6,motive_3→motive_3→motive_1→motive_1→motive_3→motive_3→motive_6→motive_6→motive_5→motive_5→motive_3→motive_3→motive_6→motive_6→motive_1→motive_1→motive_3→motive_3→motive_6→motive_6→motive_1,
11,motive_7→motive_7→motive_8→motive_8→motive_2→motive_2→motive_7→motive_7→motive_2→motive_2→motive_1→motive_1→motive_7→motive_7→motive_2→motive_2→motive_8→motive_8→motive_7→motive_7→motive_2,A→A→B→B→C→C→A→A→C→C→D→D→A→A→C→C→B→B→A→A→C,21,2,3,"[2, 456, 524]",motive_7→motive_7→motive_8→motive_8→motive_2→motive_2→motive_7→motive_7→motive_2→motive_2→motive_1→motive_1→motive_7→motive_7→motive_2→motive_2→motive_8→motive_8→motive_7→motive_7→motive_2,motive_2→motive_2→motive_8→motive_8→motive_7→motive_7→motive_2→motive_2→motive_7→motive_7→motive_1→motive_1→motive_2→motive_2→motive_7→motive_7→motive_8→motive_8→motive_2→motive_2→motive_7,motive_2→motive_2→motive_8→motive_8→motive_7→motive_7→motive_2→motive_2→motive_7→motive_7→motive_1→motive_1→motive_2→motive_2→motive_7→motive_7→motive_8→motive_8→motive_2→motive_2→motive_7
12,motive_1→motive_1→motive_6→motive_6→motive_4→motive_4→motive_5→motive_5→motive_2→motive_2→motive_1→motive_1→motive_6→motive_6→motive_4→motive_4→motive_5→motive_5→motive_2→motive_2→motive_1,A→A→B→B→C→C→D→D→E→E→A→A→B→B→C→C→D→D→E→E→A,21,264,3,"[264, 266, 268]",motive_1→motive_1→motive_6→motive_6→motive_4→motive_4→motive_5→motive_5→motive_2→motive_2→motive_1→motive_1→motive_6→motive_6→motive_4→motive_4→motive_5→motive_5→motive_2→motive_2→motive_1,motive_6→motive_6→motive_4→motive_4→motive_5→motive_5→motive_2→motive_2→motive_1→motive_1→motive_6→motive_6→motive_4→motive_4→motive_5→motive_5→motive_2→motive_2→motive_1→motive_1→motive_6,motive_4→motive_4→motive_5→motive_5→motive_2→motive_2→motive_1→motive_1→motive_6→motive_6→motive_4→motive_4→motive_5→motive_5→motive_2→motive_2→motive_1→motive_1→motive_6→motive_6→motive_4
13,motive_6→motive_6→motive_4→motive_4→motive_6→motive_6→motive_7→motive_7→motive_4→motive_4→motive_6→motive_6→motive_4→motive_4→motive_3→motive_3→motive_4→motive_4→motive_6→motive_6→motive_4,A→A→B→B→A→A→C→C→B→B→A→A→B→B→D→D→B→B→A→A→B,21,2,11,"[2, 36, 70, 140, 280, 338, 420, 478, 554, 588]",motive_6→motive_6→motive_4→motive_4→motive_6→motive_6→motive_7→motive_7→motive_4→motive_4→motive_6→motive_6→motive_4→motive_4→motive_3→motive_3→motive_4→motive_4→motive_6→motive_6→motive_4,motive_6→motive_6→motive_4→motive_4→motive_6→motive_6→motive_7→motive_7→motive_4→motive_4→motive_6→motive_6→motive_4→motive_4→motive_3→motive_3→motive_4→motive_4→motive_6→motive_6→motive_4,motive_6→motive_6→motive_4→motive_4→motive_6→motive_6→motive_7→motive_7→motive_4→motive_4→motive_6→motive_6→motive_4→motive_4→motive_3→motive_3→motive_4→motive_4→motive_6→motive_6→motive_4
14,motive_2→motive_2→motive_4→motive_4→motive_7→motive_7→motive_4→motive_4→motive_1→motive_1→motive_7→motive_7→motive_3→motive_3→motive_5→motive_5→motive_2→motive_2→motive_4→motive_4→motive_7,A→A→B→B→C→C→B→B→D→D→C→C→E→E→F→F→A→A→B→B→C,21,8,2,"[8, 548]",motive_2→motive_2→motive_4→motive_4→motive_7→motive_7→motive_4→motive_4→motive_1→motive_1→motive_7→motive_7→motive_3→motive_3→motive_5→motive_5→motive_2→motive_2→motive_4→motive_4→motive_7,motive_1→motive_1→motive_4→motive_4→motive_7→motive_7→motive_4→motive_4→motive_3→motive_3→motive_7→motive_7→motive_5→motive_5→motive_2→motive_2→motive_1→motive_1→motive_4→motive_4→motive_7,
15,motive_7→motive_7→motive_1→motive_1→motive_6→motive_6→motive_7→motive_7→motive_1→motive_1→motive_6→motive_6→motive_7→motive_7→motive_1→motive_1→motive_8→motive_8→motive_6→motive_6→motive_1,A→A→B→B→C→C→A→A→B→B→C→C→A→A→B→B→D→D→C→C→B,21,36,2,"[36, 624]",motive_7→motive_7→motive_1→motive_1→motive_6→motive_6→motive_7→motive_7→motive_1→motive_1→motive_6→motive_6→motive_7→motive_7→motive_1→motive_1→motive_8→motive_8→motive_6→motive_6→motive_1,motive_7→motive_7→motive_6→motive_6→motive_1→motive_1→motive_7→motive_7→motive_6→motive_6→motive_1→motive_1→motive_7→motive_7→motive_6→motive_6→motive_8→motive_8→motive_1→motive_1→motive_6,
16,motive_3→motive_3→motive_2→motive_2→motive_1→motive_1→motive_6→motive_6→motive_2→motive_2→motive_3→motive_3→motive_1→motive_1→motive_6→motive_6→motive_2→motive_2→motive_1→motive_1→motive_3,A→A→B→B→C→C→D→D→B→B→A→A→C→C→D→D→B→B→C→C→A,21,0,3,"[0, 50, 766]",motive_3→motive_3→motive_2→motive_2→motive_1→motive_1→motive_6→motive_6→motive_2→motive_2→motive_3→motive_3→motive_1→motive_1→motive_6→motive_6→motive_2→motive_2→motive_1→motive_1→motive_3,motive_3→motive_3→motive_2→motive_2→motive_6→motive_6→motive_1→motive_1→motive_2→motive_2→motive_3→motive_3→motive_6→motive_6→motive_1→motive_1→motive_2→motive_2→motive_6→motive_6→motive_3,motive_3→motive_3→motive_1→motive_1→motive_6→motive_6→motive_2→motive_2→motive_1→motive_1→motive_3→motive_3→motive_6→motive_6→motive_2→motive_2→motive_1→motive_1→motive_6→motive_6→motive_3
17,motive_2→motive_2→motive_5→motive_5→motive_8→motive_8→motive_5→motive_5→motive_2→motive_2→motive_1→motive_1→motive_8→motive_8→motive_7→motive_7→motive_5→motive_5→motive_2→motive_2→motive_8,A→A→B→B→C→C→B→B→A→A→D→D→C→C→E→E→B→B→A→A→C,21,6,2,"[6, 70]",motive_2→motive_2→motive_5→motive_5→motive_8→motive_8→motive_5→motive_5→motive_2→motive_2→motive_1→motive_1→motive_8→motive_8→motive_7→motive_7→motive_5→motive_5→motive_2→motive_2→motive_8,motive_2→motive_2→motive_5→motive_5→motive_8→motive_8→motive_5→motive_5→motive_2→motive_2→motive_7→motive_7→motive_8→motive_8→motive_1→motive_1→motive_5→motive_5→motive_2→motive_2→motive_8,
18,motive_3→motive_3→motive_4→motive_4→motive_3→motive_3→motive_4→motive_4→motive_3→motive_3→motive_4→motive_4→motive_3→motive_3→motive_4→motive_4→motive_3→motive_3→motive_4→motive_4→motive_3,A→A→B→B→A→A→B→B→A→A→B→B→A→A→B→B→A→A→B→B→A,21,6,274,"[6, 8, 10, 12, 14, 16, 18, 20, 22, 24]",motive_3→motive_3→motive_4→motive_4→motive_3→motive_3→motive_4→motive_4→motive_3→motive_3→motive_4→motive_4→motive_3→motive_3→motive_4→motive_4→motive_3→motive_3→motive_4→motive_4→motive_3,motive_4→motive_4→motive_3→motive_3→motive_4→motive_4→motive_3→motive_3→motive_4→motive_4→motive_3→motive_3→motive_4→motive_4→motive_3→motive_3→motive_4→motive_4→motive_3→motive_3→motive_4,motive_3→motive_3→motive_4→motive_4→motive_3→motive_3→motive_4→motive_4→motive_3→motive_3→motive_4→motive_4→motive_3→motive_3→motive_4→motive_4→motive_3→motive_3→motive_4→motive_4→motive_3
19,motive_2→motive_2→motive_3→motive_3→motive_2→motive_2→motive_3→motive_3→motive_2→motive_2→motive_8→motive_8→motive_2→motive_2→motive_3→motive_3→motive_2→motive_2→motive_3→motive_3→motive_2,A→A→B→B→A→A→B→B→A→A→C→C→A→A→B→B→A→A→B→B→A,21,16,3,"[16, 522, 688]",motive_2→motive_2→motive_3→motive_3→motive_2→motive_2→motive_3→motive_3→motive_2→motive_2→motive_8→motive_8→motive_2→motive_2→motive_3→motive_3→motive_2→motive_2→motive_3→motive_3→motive_2,motive_2→motive_2→motive_3→motive_3→motive_2→motive_2→motive_3→motive_3→motive_2→motive_2→motive_8→motive_8→motive_2→motive_2→motive_3→motive_3→motive_2→motive_2→motive_3→motive_3→motive_2,motive_2→motive_2→motive_3→motive_3→motive_2→motive_2→motive_3→motive_3→motive_2→motive_2→motive_8→motive_8→motive_2→motive_2→motive_3→motive_3→motive_2→motive_2→motive_3→motive_3→motive_2
20,motive_4→motive_4→motive_1→motive_1→motive_8→motive_8→motive_5→motive_5→motive_4→motive_4→motive_1→motive_1→motive_8→motive_8→motive_5→motive_5→motive_4→motive_4→motive_7→motive_7→motive_4,A→A→B→B→C→C→D→D→A→A→B→B→C→C→D→D→A→A→E→E→A,21,22,2,"[22, 960]",motive_4→motive_4→motive_1→motive_1→motive_8→motive_8→motive_5→motive_5→motive_4→motive_4→motive_1→motive_1→motive_8→motive_8→motive_5→motive_5→motive_4→motive_4→motive_7→motive_7→motive_4,motive_4→motive_4→motive_1→motive_1→motive_5→motive_5→motive_8→motive_8→motive_4→motive_4→motive_1→motive_1→motive_5→motive_5→motive_8→motive_8→motive_4→motive_4→motive_7→motive_7→motive_4,
21,motive_6→motive_6→motive_8→motive_8→motive_3→motive_3→motive_8→motive_8→motive_3→motive_3→motive_8→motive_8→motive_6→motive_6→motive_3→motive_3→motive_8→motive_8→motive_3→motive_3→motive_6,A→A→B→B→C→C→B→B→C→C→B→B→A→A→C→C→B→B→C→C→A,21,2,11,"[2, 378, 558, 608, 638, 678, 762, 782, 802, 872]",motive_6→motive_6→motive_8→motive_8→motive_3→motive_3→motive_8→motive_8→motive_3→motive_3→motive_8→motive_8→motive_6→motive_6→motive_3→motive_3→motive_8→motive_8→motive_3→motive_3→motive_6,motive_6→motive_6→motive_8→motive_8→motive_3→motive_3→motive_8→motive_8→motive_3→motive_3→motive_8→motive_8→motive_6→motive_6→motive_3→motive_3→motive_8→motive_8→motive_3→motive_3→motive_6,motive_6→motive_6→motive_8→motive_8→motive_3→motive_3→motive_8→motive_8→motive_3→motive_3→motive_8→motive_8→motive_6→motive_6→motive_3→motive_3→motive_8→motive_8→motive_3→motive_3→motive_6
22,motive_6→motive_6→motive_7→motive_7→motive_8→motive_8→motive_4→motive_4→motive_5→motive_5→motive_1→motive_1→motive_8→motive_8→motive_4→motive_4→motive_5→motive_5→motive_8→motive_8→motive_4,A→A→B→B→C→C→D→D→E→E→F→F→C→C→D→D→E→E→C→C→D,21,24,2,"[24, 400]",motive_6→motive_6→motive_7→motive_7→motive_8→motive_8→motive_4→motive_4→motive_5→motive_5→motive_1→motive_1→motive_8→motive_8→motive_4→motive_4→motive_5→motive_5→motive_8→motive_8→motive_4,motive_5→motive_5→motive_1→motive_1→motive_6→motive_6→motive_3→motive_3→motive_8→motive_8→motive_7→motive_7→motive_6→motive_6→motive_3→motive_3→motive_8→motive_8→motive_6→motive_6→motive_3,
23,motive_5→motive_5→motive_3→motive_3→motive_4→motive_4→motive_3→motive_3→motive_5→motive_5→motive_4→motive_4→motive_3→motive_3→motive_4→motive_4→motive_5→motive_5→motive_3→motive_3→motive_4,A→A→B→B→C→C→B→B→A→A→C→C→B→B→C→C→A→A→B→B→C,21,0,14,"[0, 8, 52, 74, 96, 118, 140, 162, 184, 206]",motive_5→motive_5→motive_3→motive_3→motive_4→motive_4→motive_3→motive_3→motive_5→motive_5→motive_4→motive_4→motive_3→motive_3→motive_4→motive_4→motive_5→motive_5→motive_3→motive_3→motive_4,motive_5→motive_5→motive_4→motive_4→motive_3→motive_3→motive_4→motive_4→motive_5→motive_5→motive_3→motive_3→motive_4→motive_4→motive_3→motive_3→motive_5→motive_5→motive_4→motive_4→motive_3,motive_5→motive_5→motive_4→motive_4→motive_3→motive_3→motive_4→motive_4→motive_5→motive_5→motive_3→motive_3→motive_4→motive_4→motive_3→motive_3→motive_5→motive_5→motive_4→motive_4→motive_3
24,motive_1→motive_1→motive_2→motive_2→motive_1→motive_1→motive_2→motive_2→motive_7→motive_7→motive_1→motive_1→motive_2→motive_2→motive_1→motive_1→motive_7→motive_7→motive_2→motive_2→motive_1,A→A→B→B→A→A→B→B→C→C→A→A→B→B→A→A→C→C→B→B→A,21,10,27,"[10, 44, 64, 82, 150, 168, 206, 226, 248, 282]",motive_1→motive_1→motive_2→motive_2→motive_1→motive_1→motive_2→motive_2→motive_7→motive_7→motive_1→motive_1→motive_2→motive_2→motive_1→motive_1→motive_7→motive_7→motive_2→motive_2→motive_1,motive_2→motive_2→motive_1→motive_1→motive_2→motive_2→motive_1→motive_1→motive_7→motive_7→motive_2→motive_2→motive_1→motive_1→motive_2→motive_2→motive_7→motive_7→motive_1→motive_1→motive_2,motive_2→motive_2→motive_1→motive_1→motive_2→motive_2→motive_1→motive_1→motive_7→motive_7→motive_2→motive_2→motive_1→motive_1→motive_2→motive_2→motive_7→motive_7→motive_1→motive_1→motive_2
25,motive_8→motive_8→motive_7→motive_7→motive_5→motive_5→motive_8→motive_8→motive_7→motive_7→motive_8→motive_8→motive_5→motive_5→motive_7→motive_7→motive_8→motive_8→motive_7→motive_7→motive_8,A→A→B→B→C→C→A→A→B→B→A→A→C→C→B→B→A→A→B→B→A,21,0,17,"[0, 130, 290, 334, 354, 424, 444, 494, 534, 584]",motive_8→motive_8→motive_7→motive_7→motive_5→motive_5→motive_8→motive_8→motive_7→motive_7→motive_8→motive_8→motive_5→motive_5→motive_7→motive_7→motive_8→motive_8→motive_7→motive_7→motive_8,motive_8→motive_8→motive_7→motive_7→motive_5→motive_5→motive_8→motive_8→motive_7→motive_7→motive_8→motive_8→motive_5→motive_5→motive_7→motive_7→motive_8→motive_8→motive_7→motive_7→motive_8,motive_8→motive_8→motive_7→motive_7→motive_5→motive_5→motive_8→motive_8→motive_7→motive_7→motive_8→motive_8→motive_5→motive_5→motive_7→motive_7→motive_8→motive_8→motive_7→motive_7→motive_8
26,motive_2→motive_2→motive_1→motive_1→motive_8→motive_8→motive_6→motive_6→motive_8→motive_8→motive_2→motive_2→motive_8→motive_8→motive_1→motive_1→motive_7→motive_7→motive_2→motive_2→motive_6,A→A→B→B→C→C→D→D→C→C→A→A→C→C→B→B→E→E→A→A→D,21,38,2,"[38, 590]",motive_2→motive_2→motive_1→motive_1→motive_8→motive_8→motive_6→motive_6→motive_8→motive_8→motive_2→motive_2→motive_8→motive_8→motive_1→motive_1→motive_7→motive_7→motive_2→motive_2→motive_6,motive_8→motive_8→motive_6→motive_6→motive_2→motive_2→motive_1→motive_1→motive_2→motive_2→motive_8→motive_8→motive_2→motive_2→motive_6→motive_6→motive_7→motive_7→motive_8→motive_8→motive_1,
27,motive_2→motive_2→motive_4→motive_4→motive_6→motive_6→motive_2→motive_2→motive_6→motive_6→motive_4→motive_4→motive_2→motive_2→motive_6→motive_6→motive_2→motive_2→motive_4→motive_4→motive_6,A→A→B→B→C→C→A→A→C→C→B→B→A→A→C→C→A→A→B→B→C,21,6,17,"[6, 14, 54, 336, 344, 352, 474, 482, 508, 516]",motive_2→motive_2→motive_4→motive_4→motive_6→motive_6→motive_2→motive_2→motive_6→motive_6→motive_4→motive_4→motive_2→motive_2→motive_6→motive_6→motive_2→motive_2→motive_4→motive_4→motive_6,motive_6→motive_6→motive_4→motive_4→motive_2→motive_2→motive_6→motive_6→motive_2→motive_2→motive_4→motive_4→motive_6→motive_6→motive_2→motive_2→motive_6→motive_6→motive_4→motive_4→motive_2,motive_6→motive_6→motive_4→motive_4→motive_2→motive_2→motive_6→motive_6→motive_2→motive_2→motive_4→motive_4→motive_6→motive_6→motive_2→motive_2→motive_6→motive_6→motive_4→motive_4→motive_2
28,motive_2→motive_2→motive_8→motive_8→motive_4→motive_4→motive_2→motive_2→motive_8→motive_8→motive_7→motive_7→motive_4→motive_4→motive_8→motive_8→motive_2→motive_2→motive_4→motive_4→motive_6,A→A→B→B→C→C→A→A→B→B→D→D→C→C→B→B→A→A→C→C→E,21,8,2,"[8, 378]",motive_2→motive_2→motive_8→motive_8→motive_4→motive_4→motive_2→motive_2→motive_8→motive_8→motive_7→motive_7→motive_4→motive_4→motive_8→motive_8→motive_2→motive_2→motive_4→motive_4→motive_6,motive_2→motive_2→motive_8→motive_8→motive_4→motive_4→motive_2→motive_2→motive_8→motive_8→motive_7→motive_7→motive_4→motive_4→motive_8→motive_8→motive_2→motive_2→motive_4→motive_4→motive_6,
29,motive_2→motive_2→motive_6→motive_6→motive_4→motive_4→motive_5→motive_5→motive_2→motive_2→motive_8→motive_8→motive_4→motive_4→motive_2→motive_2→motive_6→motive_6→motive_4→motive_4→motive_5,A→A→B→B→C→C→D→D→A→A→E→E→C→C→A→A→B→B→C→C→D,21,52,2,"[52, 416]",motive_2→motive_2→motive_6→motive_6→motive_4→motive_4→motive_5→motive_5→motive_2→motive_2→motive_8→motive_8→motive_4→motive_4→motive_2→motive_2→motive_6→motive_6→motive_4→motive_4→motive_5,motive_4→motive_4→motive_8→motive_8→motive_2→motive_2→motive_5→motive_5→motive_4→motive_4→motive_6→motive_6→motive_2→motive_2→motive_4→motive_4→motive_8→motive_8→motive_2→motive_2→motive_5,
30,motive_2→motive_2→motive_5→motive_5→motive_6→motive_6→motive_8→motive_8→motive_2→motive_2→motive_5→motive_5→motive_6→motive_6→motive_5→motive_5→motive_8→motive_8→motive_2→motive_2→motive_6,A→A→B→B→C→C→D→D→A→A→B→B→C→C→B→B→D→D→A→A→C,21,0,2,"[0, 308]",motive_2→motive_2→motive_5→motive_5→motive_6→motive_6→motive_8→motive_8→motive_2→motive_2→motive_5→motive_5→motive_6→motive_6→motive_5→motive_5→motive_8→motive_8→motive_2→motive_2→motive_6,motive_2→motive_2→motive_5→motive_5→motive_6→motive_6→motive_8→motive_8→motive_2→motive_2→motive_5→motive_5→motive_6→motive_6→motive_5→motive_5→motive_8→motive_8→motive_2→motive_2→motive_6,
