structural_pattern,num_simulations,simulation_ids
A→A→B→B→C→C→D→D→A→A→E→E→F→F→G→G→H→H→D→D→C,1,439
A→A→B→B→C→C→D→D→E→E→F→F→G→G→C→C→A→A→H→H→D,1,443
A→A→B→B→C→C→D→D→E→E→F→F→G→G→C→C→H→H→F→F→G,1,444
A→A→B→B→C→C→D→D→E→E→A→A→F→F→C→C→E→E→G→G→H,1,448
A→A→B→B→C→C→D→D→E→E→A→A→F→F→G→G→H→H→D→D→A,1,450
A→A→B→B→C→C→D→D→A→A→B→B→E→E→F→F→C→C→A→A→B,1,454
A→A→B→B→C→C→D→D→E→E→F→F→G→G→C→C→H→H→D→D→E,1,457
A→A→B→B→C→C→D→D→E→E→F→F→G→G→C→C→E→E→D→D→B,1,459
A→A→B→B→C→C→D→D→E→E→F→F→B→B→G→G→H→H→B→B→D,1,460
A→A→B→B→C→C→D→D→E→E→F→F→B→B→D→D→C→C→A→A→G,1,462
A→A→B→B→C→C→D→D→E→E→F→F→G→G→B→B→C→C→H→H→E,1,464
A→A→B→B→C→C→D→D→E→E→F→F→G→G→C→C→A→A→H→H→E,1,467
A→A→B→B→C→C→D→D→E→E→F→F→G→G→H→H→E→E→F→F→G,1,470
A→A→B→B→C→C→D→D→E→E→F→F→B→B→A→A→D→D→C→C→G,1,475
A→A→B→B→C→C→D→D→E→E→F→F→C→C→B→B→A→A→D→D→E,1,476
A→A→B→B→C→C→D→D→E→E→F→F→A→A→C→C→E→E→D→D→F,1,479
A→A→B→B→C→C→D→D→A→A→E→E→B→B→F→F→C→C→D→D→A,1,484
A→A→B→B→C→C→D→D→E→E→F→F→G→G→B→B→H→H→C→C→D,1,487
A→A→B→B→C→C→D→D→A→A→E→E→F→F→C→C→G→G→A→A→D,1,488
A→A→B→B→C→C→D→D→A→A→E→E→F→F→D→D→A→A→G→G→B,1,489
A→A→B→B→C→C→D→D→E→E→F→F→A→A→B→B→G→G→D→D→H,1,490
A→A→B→B→C→C→D→D→E→E→F→F→G→G→H→H→C→C→A→A→E,1,492
A→A→B→B→C→C→A→A→D→D→E→E→F→F→G→G→H→H→E→E→D,1,495
A→A→B→B→C→C→D→D→E→E→F→F→B→B→D→D→C→C→E→E→B,1,497
A→A→B→B→C→C→D→D→E→E→F→F→G→G→A→A→B→B→H→H,1,501
A→A→B→B→C→C→D→D→E→E→F→F→B→B→A→A→C→C→G→G→H,1,502
A→A→B→B→C→C→D→D→E→E→F→F→B→B→G→G→C→C→B→B→D,1,503
A→A→B→B→C→C→D→D→E→E→B→B→A→A→C→C→F→F→G→G→H,1,506
A→A→B→B→C→C→D→D→B→B→E→E→F→F→G→G→A→A→D→D→C,1,508
A→A→B→B→C→C→D→D→E→E→F→F→G→G→H→H→D→D→E→E→F,1,510
A→A→B→B→C→C→D→D→A→A→E→E→F→F→B→B→D→D→A→A→C,1,511
A→A→B→B→C→C→D→D→E→E→F→F→A→A→G→G→B→B→C→C→A,1,515
A→A→B→B→C→C→D→D→E→E→F→F→B→B→G→G→A→A→C→C→H,1,516
A→A→B→B→C→C→D→D→E→E→F→F→G→G→H→H→C→C→E→E→A,1,518
A→A→B→B→C→C→D→D→E→E→F→F→B→B→C→C→A→A→D→D→B,1,520
A→A→B→B→C→C→D→D→E→E→F→F→G→G→C→C→A→A→B→B→G,1,523
A→A→B→B→C→C→D→D→E→E→F→F→A→A→B→B→G→G→E→E→F,1,524
A→A→B→B→C→C→D→D→E→E→A→A→F→F→G→G→C→C→A→A→B,1,525
A→A→B→B→C→C→D→D→A→A→E→E→F→F→B→B→C→C→A→A→G,1,527
A→A→B→B→C→C→D→D→E→E→B→B→A→A→F→F→G→G→C→C→B,1,530
A→A→B→B→C→C→D→D→E→E→F→F→B→B→G→G→H→H→C→C→A,1,532
A→A→B→B→C→C→D→D→E→E→F→F→A→A→B→B→D→D→G→G→H,1,533
A→A→B→B→C→C→D→D→A→A→E→E→F→F→G→G→C→C→D→D→B,1,535
A→A→B→B→C→C→D→D→E→E→F→F→B→B→C→C→G→G→A→A→H,1,537
A→A→B→B→C→C→D→D→E→E→F→F→G→G→D→D→B→B→C→C→A,1,540
A→A→B→B→C→C→D→D→E→E→F→F→G→G→H→H→B→B→D→D→F,1,542
A→A→B→B→C→C→D→D→E→E→F→F→A→A→C→C→D→D→E→E→G,1,544
A→A→B→B→C→C→D→D→A→A→E→E→F→F→C→C→D→D→A→A→B,1,547
A→A→B→B→C→C→D→D→E→E→F→F→G→G→H→H→A→A→F→F→D,1,551
A→A→B→B→C→C→D→D→E→E→F→F→A→A→G→G→C→C→D→D→B,1,552
A→A→B→B→C→C→D→D→E→E→A→A→F→F→G→G→H→H→A→A→E,1,555
A→A→B→B→C→C→D→D→E→E→F→F→G→G→A→A→C→C→H→H→D,1,559
A→A→B→B→C→C→D→D→E→E→F→F→G→G→A→A→D→D→E→E→B,1,560
A→A→B→B→C→C→D→D→E→E→F→F→A→A→C→C→D→D→G→G→B,1,562
A→A→B→B→C→C→D→D→E→E→A→A→B→B→F→F→C→C→D→D→E,1,565
A→A→B→B→C→C→D→D→E→E→F→F→G→G→A→A→E→E→B→B→C,1,568
A→A→B→B→C→C→D→D→E→E→F→F→G→G→B→B→A→A→F→F→D,1,570
A→A→B→B→C→C→D→D→E→E→F→F→B→B→A→A→D→D→G→G→F,1,580
A→A→B→B→C→C→D→D→E→E→A→A→F→F→G→G→B→B→A→A→E,1,582
A→A→B→B→C→C→D→D→E→E→B→B→A→A→C→C→F→F→G→G→D,1,583
A→A→B→B→C→C→D→D→E→E→F→F→A→A→C→C→D→D→B→B→E,1,586
A→A→B→B→C→C→D→D→E→E→F→F→B→B→A→A→G→G→H→H→D,1,592
A→A→B→B→C→C→D→D→E→E→F→F→G→G→C→C→A→A→B→B→E,1,594
A→A→B→B→C→C→D→D→E→E→F→F→G→G→E→E→F→F→G→G→D,1,597
A→A→B→B→C→C→D→D→E→E→F→F→G→G→C→C→B→B→E→E→D,1,598
A→A→B→B→C→C→D→D→A→A→E→E→F→F→G→G→H→H→B→B→D,1,601
A→A→B→B→C→C→D→D→E→E→A→A→B→B→F→F→G→G→C→C→B,1,603
A→A→B→B→C→C→D→D→E→E→F→F→A→A→D→D→E→E→G→G→C,1,606
A→A→B→B→C→C→D→D→E→E→B→B→F→F→A→A→G→G→C→C→E,1,613
A→A→B→B→C→C→D→D→E→E→F→F→G→G→H→H→A→A→C→C→G,1,616
A→A→B→B→C→C→D→D→E→E→F→F→G→G→A→A→H→H→D→D→E,1,624
A→A→B→B→C→C→D→D→E→E→F→F→G→G→H→H→C→C→B→B→F,1,626
A→A→B→B→C→C→D→D→E→E→A→A→F→F→G→G→H→H→C→C→A,1,627
A→A→B→B→C→C→D→D→E→E→F→F→G→G→C→C→B→B→H→H→D,1,628
A→A→B→B→C→C→D→D→E→E→F→F→G→G→B→B→E→E→H→H→A,1,630
A→A→B→B→C→C→D→D→E→E→F→F→B→B→G→G→A→A→D→D→C,1,638
A→A→B→B→C→C→D→D→E→E→A→A→F→F→B→B→C→C→G→G→A,1,641
A→A→B→B→C→C→D→D→A→A→E→E→F→F→B→B→D→D→A→A→E,1,644
A→A→B→B→C→C→D→D→E→E→F→F→A→A→G→G→B→B→F→F→H,1,645
A→A→B→B→C→C→D→D→E→E→F→F→A→A→G→G→H→H→C→C→A,1,647
A→A→B→B→C→C→D→D→E→E→A→A→F→F→G→G→B→B→D→D→E,1,655
A→A→B→B→C→C→D→D→E→E→A→A→B→B→F→F→C→C→D→D→A,1,669
A→A→B→B→C→C→D→D→E→E→F→F→G→G→C→C→D→D→A→A→H,1,670
A→A→B→B→C→C→D→D→E→E→F→F→B→B→A→A→G→G→D→D→E,1,675
A→A→B→B→C→C→D→D→E→E→F→F→G→G→A→A→H→H→E→E→D,1,676
A→A→B→B→C→C→D→D→A→A→E→E→C→C→F→F→G→G→A→A→D,1,685
A→A→B→B→C→C→D→D→A→A→E→E→C→C→B→B→F→F→G→G→A,1,692
A→A→B→B→C→C→D→D→E→E→F→F→G→G→A→A→H→H→E→E→C,1,693
A→A→B→B→C→C→D→D→E→E→A→A→F→F→D→D→E→E→A→A→C,1,694
A→A→B→B→C→C→D→D→E→E→A→A→F→F→G→G→H→H→B→B→D,1,700
A→A→B→B→C→C→D→D→E→E→F→F→A→A→C→C→G→G→D→D→H,1,701
A→A→B→B→C→C→D→D→E→E→F→F→B→B→G→G→H→H→A→A→E,1,705
A→A→B→B→C→C→D→D→E→E→F→F→B→B→A→A→C→C→G→G→D,1,708
A→A→B→B→C→C→D→D→E→E→F→F→A→A→B→B→C→C→E→E→G,1,713
A→A→B→B→C→C→D→D→E→E→F→F→G→G→A→A→C→C→B→B→H,1,714
A→A→B→B→C→C→D→D→E→E→F→F→A→A→B→B→E→E→C→C→D,1,715
A→A→B→B→C→C→D→D→E→E→F→F→A→A→G→G→H→H→B→B→E,1,717
A→A→B→B→C→C→D→D→E→E→F→F→G→G→D→D→E→E→A→A→B,1,718
A→A→B→B→C→C→D→D→E→E→A→A→F→F→G→G→B→B→C→C→E,1,721
A→A→B→B→C→C→D→D→E→E→B→B→F→F→A→A→C→C→G→G→H,1,724
A→A→B→B→C→C→D→D→E→E→A→A→F→F→B→B→C→C→G→G→E,1,727
A→A→B→B→C→C→D→D→E→E→A→A→F→F→G→G→C→C→B→B→H,1,728
A→A→B→B→C→C→D→D→E→E→F→F→G→G→A→A→H→H→E→E→B,1,729
A→A→B→B→C→C→D→D→A→A→E→E→F→F→B→B→G→G→D→D→A,1,730
A→A→B→B→C→C→D→D→E→E→F→F→A→A→D→D→C→C→E→E→G,1,731
A→A→B→B→C→C→D→D→A→A→B→B→C→C→E→E→F→F→G→G→A,1,734
A→A→B→B→C→C→D→D→E→E→B→B→F→F→G→G→A→A→C→C→B,1,741
A→A→B→B→C→C→D→D→E→E→F→F→G→G→B→B→E→E→D→D→A,1,748
A→A→B→B→C→C→D→D→E→E→F→F→A→A→C→C→B→B→E→E→F,1,750
A→A→B→B→C→C→D→D→E→E→F→F→G→G→C→C→H→H→D→D→B,1,756
A→A→B→B→C→C→D→D→E→E→F→F→A→A→C→C→D→D→G→G→E,1,757
A→A→B→B→C→C→D→D→A→A→E→E→F→F→G→G→D→D→A→A→C,1,758
A→A→B→B→C→C→D→D→E→E→F→F→G→G→H→H→B→B→A→A→F,1,763
A→A→B→B→C→C→D→D→E→E→F→F→B→B→G→G→D→D→C→C→B,1,766
A→A→B→B→C→C→D→D→E→E→F→F→A→A→B→B→G→G→D→D→C,1,770
A→A→B→B→C→C→D→D→E→E→A→A→F→F→B→B→C→C→G→G→D,1,771
A→A→B→B→C→C→D→D→A→A→E→E→F→F→G→G→B→B→A→A→C,1,775
A→A→B→B→C→C→D→D→E→E→F→F→G→G→C→C→D→D→A→A→B,1,778
A→A→B→B→C→C→D→D→E→E→A→A→F→F→B→B→D→D→E→E→A,1,779
A→A→B→B→C→C→D→D→E→E→A→A→B→B→D→D→C→C→A→A→B,1,780
A→A→B→B→C→C→D→D→E→E→B→B→F→F→G→G→H→H→D→D→A,1,781
A→A→B→B→C→C→D→D→E→E→F→F→G→G→B→B→D→D→A→A→F,1,785
A→A→B→B→C→C→D→D→E→E→F→F→B→B→C→C→G→G→E→E→A,1,786
A→A→B→B→C→C→D→D→E→E→F→F→G→G→A→A→B→B→D→D→H,1,787
A→A→B→B→C→C→D→D→E→E→A→A→C→C→F→F→D→D→E→E→A,1,789
A→A→B→B→C→C→D→D→E→E→F→F→B→B→G→G→H→H→C→C→B,1,794
A→A→B→B→C→C→D→D→E→E→F→F→G→G→B→B→D→D→C→C→A,1,795
A→A→B→B→C→C→D→D→E→E→F→F→A→A→C→C→G→G→B→B→F,1,796
A→A→B→B→C→C→D→D→E→E→F→F→G→G→B→B→D→D→E→E→C,1,797
A→A→B→B→C→C→D→D→A→A→E→E→B→B→F→F→D→D→A→A,1,798
A→A→B→B→C→C→D→D→E→E→F→F→G→G→A→A→C→C→H→H→E,1,800
A→A→B→B→C→C→D→D→E→E→A→A→B→B→F→F→D→D→C→C→E,1,801
A→A→B→B→C→C→D→D→E→E→A→A→B→B→F→F→D→D→G→G→A,1,804
A→A→B→B→C→C→D→D→E→E→F→F→A→A→C→C→B→B→D→D→A,1,810
A→A→B→B→C→C→D→D→E→E→F→F→A→A→G→G→C→C→D→D→H,1,811
A→A→B→B→C→C→D→D→E→E→F→F→A→A→B→B→C→C→G→G→D,1,812
A→A→B→B→C→C→D→D→E→E→F→F→B→B→E→E→F→F→D→D→C,1,820
A→A→B→B→C→C→D→D→E→E→A→A→B→B→F→F→G→G→A→A→C,1,822
A→A→B→B→C→C→D→D→E→E→F→F→B→B→A→A→C→C→G→G→B,1,823
A→A→B→B→C→C→D→D→E→E→C→C→B→B→A→A→D→D→F→F→C,1,825
A→A→B→B→C→C→D→D→E→E→F→F→G→G→C→C→A→A→B→B→F,1,827
A→A→B→B→C→C→D→D→E→E→F→F→A→A→D→D→B→B→C→C→E,1,828
A→A→B→B→C→C→D→D→E→E→F→F→B→B→A→A→C→C→G→G→E,1,830
A→A→B→B→C→C→D→D→E→E→B→B→A→A→F→F→G→G→D→D→B,1,834
A→A→B→B→C→C→D→D→E→E→A→A→F→F→G→G→B→B→E→E→D,1,838
A→A→B→B→C→C→D→D→E→E→A→A→B→B→F→F→G→G→C→C→D,1,840
A→A→B→B→C→C→D→D→A→A→B→B→E→E→F→F→G→G→H→H→C,1,841
A→A→B→B→C→C→D→D→E→E→F→F→G→G→A→A→B→B→E→E→H,1,843
A→A→B→B→C→C→D→D→E→E→A→A→F→F→B→B→G→G→D→D→A,1,845
A→A→B→B→C→C→D→D→A→A→E→E→F→F→B→B→D→D→A→A→G,1,846
A→A→B→B→C→C→D→D→A→A→E→E→F→F→B→B→G→G→H→H→C,1,854
A→A→B→B→C→C→D→D→E→E→A→A→F→F→G→G→B→B→H→H→D,1,856
A→A→B→B→C→C→D→D→E→E→A→A→F→F→B→B→C→C→D→D→E,1,858
A→A→B→B→C→C→D→D→E→E→F→F→G→G→B→B→A→A→D→D→F,1,861
A→A→B→B→C→C→D→D→E→E→F→F→G→G→A→A→H→H→D→D→G,1,862
A→A→B→B→C→C→D→D→E→E→F→F→G→G→C→C→D→D→H→H→B,1,863
A→A→B→B→C→C→D→D→E→E→F→F→G→G→H→H→B→B→C→C→F,1,864
A→A→B→B→C→C→D→D→E→E→F→F→B→B→G→G→C→C→A→A→H,1,865
A→A→B→B→C→C→D→D→E→E→F→F→B→B→C→C→G→G→A→A→E,1,866
A→A→B→B→C→C→D→D→E→E→F→F→C→C→D→D→B→B→A→A→G,1,869
A→A→B→B→C→C→D→D→E→E→F→F→G→G→H→H→E→E→F→F→C,1,872
A→A→B→B→C→C→D→D→E→E→F→F→G→G→B→B→C→C→A→A→E,1,878
A→A→B→B→C→C→D→D→E→E→A→A→F→F→G→G→D→D→B→B→A,1,879
A→A→B→B→C→C→D→D→A→A→E→E→F→F→G→G→C→C→B→B→A,1,887
A→A→B→B→C→C→D→D→A→A→E→E→F→F→G→G→B→B→E→E→H,1,899
A→A→B→B→C→C→D→D→E→E→F→F→G→G→B→B→H→H→A→A→D,1,900
A→A→B→B→C→C→D→D→E→E→F→F→A→A→C→C→G→G→D→D→F,1,902
A→A→B→B→C→C→D→D→E→E→B→B→F→F→G→G→H→H→C→C→B,1,904
A→A→B→B→C→C→D→D→A→A→B→B→E→E→C→C→F→F→D→D→G,1,906
A→A→B→B→C→C→D→D→A→A→E→E→F→F→B→B→A→A→G→G→D,1,907
A→A→B→B→C→C→D→D→E→E→C→C→D→D→F→F→B→B→A→A→G,1,909
A→A→B→B→C→C→D→D→E→E→F→F→B→B→C→C→D→D→G→G→E,1,910
A→A→B→B→C→C→D→D→E→E→F→F→B→B→G→G→H→H→A→A→B,1,918
A→A→B→B→C→C→D→D→E→E→A→A→B→B→F→F→E→E→A→A→B,1,920
A→A→B→B→C→C→D→D→E→E→F→F→B→B→G→G→E→E→D→D→A,1,921
A→A→B→B→C→C→D→D→E→E→F→F→G→G→B→B→C→C→E→E→D,1,929
A→A→B→B→C→C→D→D→E→E→F→F→A→A→C→C→B→B→F→F→A,1,933
A→A→B→B→C→C→D→D→E→E→A→A→F→F→C→C→G→G→B→B→A,1,944
A→A→B→B→C→C→D→D→E→E→F→F→G→G→B→B→A→A→E→E→C,1,948
A→A→B→B→C→C→D→D→E→E→F→F→A→A→B→B→G→G→H→H→A,1,952
A→A→B→B→C→C→D→D→A→A→E→E→F→F→B→B→G→G→A→A→D,1,956
A→A→B→B→C→C→D→D→E→E→F→F→A→A→C→C→E→E→F→F→A,1,974
A→A→B→B→C→C→D→D→E→E→F→F→G→G→B→B→A→A→H→H→F,1,976
A→A→B→B→C→C→D→D→E→E→A→A→F→F→G→G→H→H→E→E→B,1,977
A→A→B→B→C→C→D→D→E→E→A→A→B→B→C→C→F→F→G→G→H,1,980
A→A→B→B→C→C→D→D→E→E→A→A→B→B→F→F→G→G→C→C→A,1,985
A→A→B→B→C→C→D→D→E→E→B→B→F→F→A→A→G→G→C→C→H,1,987
A→A→B→B→C→C→D→D→E→E→F→F→A→A→G→G→B→B→H→H→F,1,988
A→A→B→B→C→C→D→D→E→E→F→F→G→G→A→A→C→C→F→F→E,1,989
A→A→B→B→C→C→D→D→A→A→E→E→B→B→F→F→G→G→C→C→A,1,992
A→A→B→B→C→C→D→D→A→A→E→E→F→F→G→G→A→A→B→B→D,1,995
A→A→B→B→C→C→D→D→E→E→F→F→G→G→A→A→D→D→B→B→F,1,996
