seed,n_motives,steps,decay_rate,growth_rate,inter_mean,inter_sd,sat_mean,sat_sd,has_pattern,pattern_length,pattern_occurrences
695,8,1000,0.38415169310404934,1,0.2,0.3,0.2,0.3,True,21,2
696,8,1000,0.40734368224283396,1,0.2,0.3,0.2,0.3,True,21,3
697,8,1000,0.27512412844398176,1,0.2,0.3,0.2,0.3,True,21,2
698,8,1000,0.345882843762081,1,0.2,0.3,0.2,0.3,True,21,2
699,8,1000,0.3500213279229672,1,0.2,0.3,0.2,0.3,True,21,2
700,8,1000,0.388221140754412,1,0.2,0.3,0.2,0.3,True,21,2
701,8,1000,0.34178977964519736,1,0.2,0.3,0.2,0.3,True,21,106
702,8,1000,0.36094270272867784,1,0.2,0.3,0.2,0.3,True,21,2
703,8,1000,0.318132901631564,1,0.2,0.3,0.2,0.3,True,21,14
704,8,1000,0.3277415376259935,1,0.2,0.3,0.2,0.3,True,21,45
705,8,1000,0.31045261942058705,1,0.2,0.3,0.2,0.3,True,21,5
706,8,1000,0.3743436774676646,1,0.2,0.3,0.2,0.3,True,21,36
707,8,1000,0.2954208570223205,1,0.2,0.3,0.2,0.3,True,21,18
708,8,1000,0.3209138979877801,1,0.2,0.3,0.2,0.3,True,21,3
709,8,1000,0.324995397841792,1,0.2,0.3,0.2,0.3,True,21,19
710,8,1000,0.3630866790092949,1,0.2,0.3,0.2,0.3,True,21,13
711,8,1000,0.35926826721562083,1,0.2,0.3,0.2,0.3,True,21,3
712,8,1000,0.37489627816662807,1,0.2,0.3,0.2,0.3,True,21,2
713,8,1000,0.3088247984966922,1,0.2,0.3,0.2,0.3,True,21,2
714,8,1000,0.31165193039367345,1,0.2,0.3,0.2,0.3,True,21,6
715,8,1000,0.3673092822773352,1,0.2,0.3,0.2,0.3,True,21,4
716,8,1000,0.3818612740406964,1,0.2,0.3,0.2,0.3,True,21,3
717,8,1000,0.35804697090360765,1,0.2,0.3,0.2,0.3,True,21,5
718,8,1000,0.2817588620667572,1,0.2,0.3,0.2,0.3,True,21,2
719,8,1000,0.36229889335478527,1,0.2,0.3,0.2,0.3,True,21,2
720,8,1000,0.3726543611944096,1,0.2,0.3,0.2,0.3,True,21,2
721,8,1000,0.3400716132459059,1,0.2,0.3,0.2,0.3,True,21,2
722,8,1000,0.37814081498494545,1,0.2,0.3,0.2,0.3,True,21,21
723,8,1000,0.36639859968864075,1,0.2,0.3,0.2,0.3,True,21,2
724,8,1000,0.2556451689832517,1,0.2,0.3,0.2,0.3,True,21,3
725,8,1000,0.3982537393288477,1,0.2,0.3,0.2,0.3,True,21,18
726,8,1000,0.35133507054181784,1,0.2,0.3,0.2,0.3,True,21,18
727,8,1000,0.2867583809926369,1,0.2,0.3,0.2,0.3,True,21,3
728,8,1000,0.33408308110150003,1,0.2,0.3,0.2,0.3,True,14,2
729,8,1000,0.2773461922410278,1,0.2,0.3,0.2,0.3,True,21,2
730,8,1000,0.36981065303455524,1,0.2,0.3,0.2,0.3,True,21,34
731,8,1000,0.3297630018384667,1,0.2,0.3,0.2,0.3,True,21,72
732,8,1000,0.3744424690864383,1,0.2,0.3,0.2,0.3,True,21,34
733,8,1000,0.3069556644847964,1,0.2,0.3,0.2,0.3,True,21,62
734,8,1000,0.35164484178697897,1,0.2,0.3,0.2,0.3,True,21,137
735,8,1000,0.37060276631170114,1,0.2,0.3,0.2,0.3,True,21,2
736,8,1000,0.403242051518309,1,0.2,0.3,0.2,0.3,True,21,2
737,8,1000,0.39436586908218246,1,0.2,0.3,0.2,0.3,True,21,2
738,8,1000,0.4441837117410537,1,0.2,0.3,0.2,0.3,True,21,3
739,8,1000,0.3371946791153585,1,0.2,0.3,0.2,0.3,True,21,8
740,8,1000,0.415075092921545,1,0.2,0.3,0.2,0.3,True,21,10
741,8,1000,0.36785611947333247,1,0.2,0.3,0.2,0.3,True,21,6
742,8,1000,0.35144690687290164,1,0.2,0.3,0.2,0.3,True,21,57
743,8,1000,0.37027271746506535,1,0.2,0.3,0.2,0.3,True,21,4
744,8,1000,0.31677038422861287,1,0.2,0.3,0.2,0.3,True,21,9
745,8,1000,0.36007793724721876,1,0.2,0.3,0.2,0.3,True,21,2
746,8,1000,0.3342376402056989,1,0.2,0.3,0.2,0.3,True,21,11
747,8,1000,0.34351901593463186,1,0.2,0.3,0.2,0.3,True,21,29
748,8,1000,0.32623814570061455,1,0.2,0.3,0.2,0.3,True,21,2
749,8,1000,0.37923745327131037,1,0.2,0.3,0.2,0.3,True,21,10
750,8,1000,0.3932996228557067,1,0.2,0.3,0.2,0.3,True,21,3
751,8,1000,0.40003542003561804,1,0.2,0.3,0.2,0.3,True,21,3
752,8,1000,0.3395623244481073,1,0.2,0.3,0.2,0.3,True,21,7
753,8,1000,0.28542306278696294,1,0.2,0.3,0.2,0.3,True,21,2
754,8,1000,0.4350686575381489,1,0.2,0.3,0.2,0.3,True,21,6
755,8,1000,0.39639781142126623,1,0.2,0.3,0.2,0.3,True,21,2
756,8,1000,0.28130620782258553,1,0.2,0.3,0.2,0.3,True,21,2
757,8,1000,0.32636532824147146,1,0.2,0.3,0.2,0.3,True,21,2
758,8,1000,0.31429322275449645,1,0.2,0.3,0.2,0.3,True,21,97
759,8,1000,0.45022376520224433,1,0.2,0.3,0.2,0.3,True,21,8
760,8,1000,0.38221552929242264,1,0.2,0.3,0.2,0.3,True,21,104
761,8,1000,0.41513827195367675,1,0.2,0.3,0.2,0.3,True,21,2
762,8,1000,0.39398107622038625,1,0.2,0.3,0.2,0.3,True,21,8
763,8,1000,0.4063908855244014,1,0.2,0.3,0.2,0.3,True,21,7
764,8,1000,0.4099337836085648,1,0.2,0.3,0.2,0.3,True,21,2
765,8,1000,0.35500513653394933,1,0.2,0.3,0.2,0.3,True,21,72
766,8,1000,0.33260032397656947,1,0.2,0.3,0.2,0.3,True,21,2
767,8,1000,0.3030793280378154,1,0.2,0.3,0.2,0.3,True,21,27
768,8,1000,0.32065123774284804,1,0.2,0.3,0.2,0.3,True,21,2
769,8,1000,0.364758632092613,1,0.2,0.3,0.2,0.3,True,21,18
770,8,1000,0.334959820584714,1,0.2,0.3,0.2,0.3,True,21,56
771,8,1000,0.3502163407851908,1,0.2,0.3,0.2,0.3,True,21,17
772,8,1000,0.3444449406559787,1,0.2,0.3,0.2,0.3,True,21,2
773,8,1000,0.3688340769180937,1,0.2,0.3,0.2,0.3,True,21,4
774,8,1000,0.4174479888339634,1,0.2,0.3,0.2,0.3,True,21,2
775,8,1000,0.3302685786594464,1,0.2,0.3,0.2,0.3,True,21,4
776,8,1000,0.35911796961675735,1,0.2,0.3,0.2,0.3,True,21,2
777,8,1000,0.34409827255360304,1,0.2,0.3,0.2,0.3,True,21,4
778,8,1000,0.3350011668503553,1,0.2,0.3,0.2,0.3,True,21,5
779,8,1000,0.3638256103477276,1,0.2,0.3,0.2,0.3,True,21,4
780,8,1000,0.35045509998421664,1,0.2,0.3,0.2,0.3,True,21,24
781,8,1000,0.4021565579316791,1,0.2,0.3,0.2,0.3,True,21,5
782,8,1000,0.4029909582160539,1,0.2,0.3,0.2,0.3,True,21,60
783,8,1000,0.3418589294188555,1,0.2,0.3,0.2,0.3,True,21,2
784,8,1000,0.35358215851637137,1,0.2,0.3,0.2,0.3,True,21,3
785,8,1000,0.3144041405524721,1,0.2,0.3,0.2,0.3,True,21,3
786,8,1000,0.3710340547820313,1,0.2,0.3,0.2,0.3,True,21,4
787,8,1000,0.380013266273147,1,0.2,0.3,0.2,0.3,True,21,4
788,8,1000,0.35981282598493586,1,0.2,0.3,0.2,0.3,True,21,7
789,8,1000,0.3401245771839009,1,0.2,0.3,0.2,0.3,True,21,5
790,8,1000,0.37885449951361644,1,0.2,0.3,0.2,0.3,True,21,2
791,8,1000,0.33395862004193766,1,0.2,0.3,0.2,0.3,True,21,2
792,8,1000,0.29411253339307414,1,0.2,0.3,0.2,0.3,True,21,120
793,8,1000,0.4243737884618266,1,0.2,0.3,0.2,0.3,True,21,3
794,8,1000,0.4247981729236859,1,0.2,0.3,0.2,0.3,True,21,2
795,8,1000,0.3154091265656727,1,0.2,0.3,0.2,0.3,True,21,2
796,8,1000,0.2659789761579024,1,0.2,0.3,0.2,0.3,True,20,2
797,8,1000,0.35177085409781034,1,0.2,0.3,0.2,0.3,True,21,3
798,8,1000,0.3866455341814111,1,0.2,0.3,0.2,0.3,True,21,14
799,8,1000,0.3286168277154104,1,0.2,0.3,0.2,0.3,True,21,3
800,8,1000,0.2582048312993895,1,0.2,0.3,0.2,0.3,True,21,60
801,8,1000,0.3334201975863397,1,0.2,0.3,0.2,0.3,True,21,2
802,8,1000,0.3388354354745555,1,0.2,0.3,0.2,0.3,True,21,26
803,8,1000,0.29784786115322043,1,0.2,0.3,0.2,0.3,True,21,6
804,8,1000,0.37323255826688145,1,0.2,0.3,0.2,0.3,True,21,13
805,8,1000,0.29880323109953016,1,0.2,0.3,0.2,0.3,True,21,2
806,8,1000,0.39541387867498273,1,0.2,0.3,0.2,0.3,True,21,2
807,8,1000,0.3630101329751439,1,0.2,0.3,0.2,0.3,True,21,3
808,8,1000,0.3597379344628923,1,0.2,0.3,0.2,0.3,True,21,2
809,8,1000,0.34738363117123666,1,0.2,0.3,0.2,0.3,True,21,20
810,8,1000,0.3802084377788214,1,0.2,0.3,0.2,0.3,True,21,19
811,8,1000,0.40742281938405384,1,0.2,0.3,0.2,0.3,True,21,84
812,8,1000,0.2940458536205029,1,0.2,0.3,0.2,0.3,True,21,11
813,8,1000,0.32691501326306716,1,0.2,0.3,0.2,0.3,True,21,2
814,8,1000,0.3182381555188893,1,0.2,0.3,0.2,0.3,True,21,11
815,8,1000,0.34161842520441266,1,0.2,0.3,0.2,0.3,True,21,14
816,8,1000,0.2470858453692664,1,0.2,0.3,0.2,0.3,True,21,11
817,8,1000,0.40015615278105343,1,0.2,0.3,0.2,0.3,True,21,8
818,8,1000,0.3932187315337926,1,0.2,0.3,0.2,0.3,True,21,3
819,8,1000,0.226657603732495,1,0.2,0.3,0.2,0.3,True,21,33
820,8,1000,0.4470898661523117,1,0.2,0.3,0.2,0.3,True,21,15
821,8,1000,0.29310625869276447,1,0.2,0.3,0.2,0.3,True,21,2
822,8,1000,0.39371978969085397,1,0.2,0.3,0.2,0.3,True,21,119
823,8,1000,0.3518875367970063,1,0.2,0.3,0.2,0.3,True,21,2
824,8,1000,0.30345712472719305,1,0.2,0.3,0.2,0.3,True,21,3
825,8,1000,0.34560275066605717,1,0.2,0.3,0.2,0.3,True,21,3
826,8,1000,0.3119930703130474,1,0.2,0.3,0.2,0.3,True,21,3
827,8,1000,0.32076856050869157,1,0.2,0.3,0.2,0.3,True,21,3
828,8,1000,0.3383121491024544,1,0.2,0.3,0.2,0.3,True,21,30
829,8,1000,0.30518241930410767,1,0.2,0.3,0.2,0.3,True,21,66
830,8,1000,0.36105454263149334,1,0.2,0.3,0.2,0.3,True,21,5
831,8,1000,0.33162786800896404,1,0.2,0.3,0.2,0.3,True,21,9
832,8,1000,0.2839145321515436,1,0.2,0.3,0.2,0.3,True,21,2
833,8,1000,0.3161793886257896,1,0.2,0.3,0.2,0.3,True,21,3
834,8,1000,0.3029596312597875,1,0.2,0.3,0.2,0.3,True,21,161
835,8,1000,0.3452112075656739,1,0.2,0.3,0.2,0.3,True,21,4
836,8,1000,0.3789280645924843,1,0.2,0.3,0.2,0.3,True,21,162
837,8,1000,0.276278706402838,1,0.2,0.3,0.2,0.3,True,21,3
838,8,1000,0.40176186000486347,1,0.2,0.3,0.2,0.3,True,21,3
839,8,1000,0.3617119935737506,1,0.2,0.3,0.2,0.3,True,21,2
840,8,1000,0.3677115919906767,1,0.2,0.3,0.2,0.3,True,21,2
841,8,1000,0.37272268748404197,1,0.2,0.3,0.2,0.3,True,21,15
842,8,1000,0.32084539097095843,1,0.2,0.3,0.2,0.3,True,21,2
843,8,1000,0.36256451454173194,1,0.2,0.3,0.2,0.3,True,21,54
844,8,1000,0.37651247402354915,1,0.2,0.3,0.2,0.3,True,21,4
845,8,1000,0.3728784213378509,1,0.2,0.3,0.2,0.3,True,21,13
846,8,1000,0.3568784866504422,1,0.2,0.3,0.2,0.3,True,21,65
847,8,1000,0.34944735661838394,1,0.2,0.3,0.2,0.3,True,21,2
848,8,1000,0.3154163684650367,1,0.2,0.3,0.2,0.3,True,16,2
849,8,1000,0.28749364850711057,1,0.2,0.3,0.2,0.3,True,21,3
850,8,1000,0.29936178708707034,1,0.2,0.3,0.2,0.3,True,21,55
851,8,1000,0.40064323975461885,1,0.2,0.3,0.2,0.3,True,21,5
852,8,1000,0.29376270149924577,1,0.2,0.3,0.2,0.3,True,21,11
853,8,1000,0.4470004223278096,1,0.2,0.3,0.2,0.3,True,21,2
854,8,1000,0.40055670024609213,1,0.2,0.3,0.2,0.3,True,21,94
855,8,1000,0.2967888819443293,1,0.2,0.3,0.2,0.3,True,21,3
856,8,1000,0.3996417503024997,1,0.2,0.3,0.2,0.3,True,21,72
857,8,1000,0.3886941167234446,1,0.2,0.3,0.2,0.3,True,21,2
858,8,1000,0.4086638596321438,1,0.2,0.3,0.2,0.3,True,21,2
859,8,1000,0.2653919458210479,1,0.2,0.3,0.2,0.3,True,21,4
860,8,1000,0.33960054065241313,1,0.2,0.3,0.2,0.3,True,21,2
861,8,1000,0.2987283951242575,1,0.2,0.3,0.2,0.3,True,21,2
862,8,1000,0.33234888484133085,1,0.2,0.3,0.2,0.3,True,21,2
863,8,1000,0.34156455908667765,1,0.2,0.3,0.2,0.3,True,21,242
864,8,1000,0.28191822342201084,1,0.2,0.3,0.2,0.3,True,21,2
865,8,1000,0.31169147460003516,1,0.2,0.3,0.2,0.3,True,21,79
866,8,1000,0.3498438347843397,1,0.2,0.3,0.2,0.3,True,21,19
867,8,1000,0.283824296716502,1,0.2,0.3,0.2,0.3,True,21,2
868,8,1000,0.3339460095239494,1,0.2,0.3,0.2,0.3,True,21,2
869,8,1000,0.3003993069847202,1,0.2,0.3,0.2,0.3,True,21,2
870,8,1000,0.39056961442604726,1,0.2,0.3,0.2,0.3,True,21,54
871,8,1000,0.3172113491528638,1,0.2,0.3,0.2,0.3,True,21,4
872,8,1000,0.3918961089422815,1,0.2,0.3,0.2,0.3,True,21,3
873,8,1000,0.29751279046797446,1,0.2,0.3,0.2,0.3,True,21,2
874,8,1000,0.31766314403056883,1,0.2,0.3,0.2,0.3,True,21,8
875,8,1000,0.39471061891134923,1,0.2,0.3,0.2,0.3,True,21,2
876,8,1000,0.2855987227457252,1,0.2,0.3,0.2,0.3,True,21,85
877,8,1000,0.37331940554126636,1,0.2,0.3,0.2,0.3,True,21,2
878,8,1000,0.33520715711669435,1,0.2,0.3,0.2,0.3,True,21,14
879,8,1000,0.3704876840352365,1,0.2,0.3,0.2,0.3,True,21,2
880,8,1000,0.3242203996020199,1,0.2,0.3,0.2,0.3,True,21,12
881,8,1000,0.24414159776113561,1,0.2,0.3,0.2,0.3,True,21,4
882,8,1000,0.351306650275543,1,0.2,0.3,0.2,0.3,True,21,24
883,8,1000,0.36023214336014503,1,0.2,0.3,0.2,0.3,True,21,8
884,8,1000,0.31349968810356266,1,0.2,0.3,0.2,0.3,True,21,53
885,8,1000,0.3838445153023354,1,0.2,0.3,0.2,0.3,True,21,117
886,8,1000,0.35665646400216866,1,0.2,0.3,0.2,0.3,True,21,3
887,8,1000,0.3346708396943204,1,0.2,0.3,0.2,0.3,True,21,3
888,8,1000,0.3408867504390156,1,0.2,0.3,0.2,0.3,True,21,5
889,8,1000,0.2957720460343909,1,0.2,0.3,0.2,0.3,True,21,2
890,8,1000,0.3859427566803489,1,0.2,0.3,0.2,0.3,True,21,107
891,8,1000,0.2976914827251252,1,0.2,0.3,0.2,0.3,True,21,72
892,8,1000,0.3935077683325046,1,0.2,0.3,0.2,0.3,True,21,2
893,8,1000,0.3486789400749542,1,0.2,0.3,0.2,0.3,True,21,67
894,8,1000,0.27919303444709975,1,0.2,0.3,0.2,0.3,True,21,6
895,8,1000,0.37252308102342646,1,0.2,0.3,0.2,0.3,True,21,3
896,8,1000,0.3810946776577647,1,0.2,0.3,0.2,0.3,True,21,2
897,8,1000,0.38649422318043186,1,0.2,0.3,0.2,0.3,True,21,3
898,8,1000,0.37256974341721466,1,0.2,0.3,0.2,0.3,True,21,6
899,8,1000,0.33136368946713135,1,0.2,0.3,0.2,0.3,True,21,21
900,8,1000,0.31339795624314487,1,0.2,0.3,0.2,0.3,True,21,2
901,8,1000,0.34453081579822037,1,0.2,0.3,0.2,0.3,True,21,237
902,8,1000,0.3421069253046043,1,0.2,0.3,0.2,0.3,True,21,17
903,8,1000,0.3689312160932384,1,0.2,0.3,0.2,0.3,True,21,2
904,8,1000,0.3337776717507821,1,0.2,0.3,0.2,0.3,True,21,19
905,8,1000,0.36370094310419615,1,0.2,0.3,0.2,0.3,True,21,6
906,8,1000,0.3716213917519148,1,0.2,0.3,0.2,0.3,True,21,3
907,8,1000,0.3794949719040995,1,0.2,0.3,0.2,0.3,True,21,3
908,8,1000,0.46151005535210304,1,0.2,0.3,0.2,0.3,True,21,13
909,8,1000,0.359851566466026,1,0.2,0.3,0.2,0.3,True,21,54
910,8,1000,0.3982763392741043,1,0.2,0.3,0.2,0.3,True,21,2
911,8,1000,0.3571842248616402,1,0.2,0.3,0.2,0.3,True,21,5
912,8,1000,0.31455881962335663,1,0.2,0.3,0.2,0.3,True,21,21
913,8,1000,0.28300679047423294,1,0.2,0.3,0.2,0.3,True,21,2
914,8,1000,0.35286404127765153,1,0.2,0.3,0.2,0.3,True,21,6
915,8,1000,0.3574606748315717,1,0.2,0.3,0.2,0.3,True,21,3
916,8,1000,0.3398123407437882,1,0.2,0.3,0.2,0.3,True,21,78
917,8,1000,0.36444887459679826,1,0.2,0.3,0.2,0.3,True,21,2
918,8,1000,0.31900012294006047,1,0.2,0.3,0.2,0.3,True,21,69
919,8,1000,0.3145490922222688,1,0.2,0.3,0.2,0.3,True,21,2
920,8,1000,0.3327225607650063,1,0.2,0.3,0.2,0.3,True,21,86
921,8,1000,0.3554469121337486,1,0.2,0.3,0.2,0.3,True,21,7
922,8,1000,0.2818694678864833,1,0.2,0.3,0.2,0.3,True,21,2
923,8,1000,0.3450566644464637,1,0.2,0.3,0.2,0.3,True,21,2
924,8,1000,0.2689916958558249,1,0.2,0.3,0.2,0.3,True,21,5
925,8,1000,0.37708899799093987,1,0.2,0.3,0.2,0.3,True,21,2
926,8,1000,0.3594637705828646,1,0.2,0.3,0.2,0.3,True,21,2
927,8,1000,0.3691644392626349,1,0.2,0.3,0.2,0.3,True,21,62
928,8,1000,0.40308128327024456,1,0.2,0.3,0.2,0.3,True,21,2
929,8,1000,0.3310972271098918,1,0.2,0.3,0.2,0.3,True,21,16
930,8,1000,0.386996601716948,1,0.2,0.3,0.2,0.3,True,21,2
931,8,1000,0.31371067531537644,1,0.2,0.3,0.2,0.3,True,21,4
932,8,1000,0.26646693720176484,1,0.2,0.3,0.2,0.3,True,21,3
933,8,1000,0.3578407284917298,1,0.2,0.3,0.2,0.3,True,21,2
934,8,1000,0.3587556703713955,1,0.2,0.3,0.2,0.3,True,21,2
935,8,1000,0.3374189226970577,1,0.2,0.3,0.2,0.3,True,21,3
936,8,1000,0.3719001454062936,1,0.2,0.3,0.2,0.3,True,21,3
937,8,1000,0.354991865642396,1,0.2,0.3,0.2,0.3,True,21,2
938,8,1000,0.36960900685199427,1,0.2,0.3,0.2,0.3,True,21,2
939,8,1000,0.343765773529117,1,0.2,0.3,0.2,0.3,True,21,5
940,8,1000,0.28219442613157397,1,0.2,0.3,0.2,0.3,True,21,3
941,8,1000,0.23641464074431706,1,0.2,0.3,0.2,0.3,True,21,3
942,8,1000,0.3229384536151084,1,0.2,0.3,0.2,0.3,True,21,14
943,8,1000,0.34761533252298193,1,0.2,0.3,0.2,0.3,True,21,3
944,8,1000,0.27486168593415666,1,0.2,0.3,0.2,0.3,True,21,14
945,8,1000,0.30839037021363813,1,0.2,0.3,0.2,0.3,True,21,5
946,8,1000,0.42503292653489194,1,0.2,0.3,0.2,0.3,True,21,50
947,8,1000,0.34006171821400966,1,0.2,0.3,0.2,0.3,True,21,2
948,8,1000,0.34850803274214126,1,0.2,0.3,0.2,0.3,True,21,6
949,8,1000,0.3279074207947482,1,0.2,0.3,0.2,0.3,True,21,4
950,8,1000,0.3310655707364333,1,0.2,0.3,0.2,0.3,True,21,8
951,8,1000,0.30673473526213424,1,0.2,0.3,0.2,0.3,True,21,4
952,8,1000,0.29791927482318326,1,0.2,0.3,0.2,0.3,True,21,2
953,8,1000,0.29363605695087697,1,0.2,0.3,0.2,0.3,True,21,212
954,8,1000,0.3977206465543191,1,0.2,0.3,0.2,0.3,True,21,3
955,8,1000,0.2862709524902019,1,0.2,0.3,0.2,0.3,True,21,2
956,8,1000,0.3115425471084979,1,0.2,0.3,0.2,0.3,True,21,2
957,8,1000,0.36483059748623725,1,0.2,0.3,0.2,0.3,True,21,5
958,8,1000,0.34820848283314587,1,0.2,0.3,0.2,0.3,True,21,19
959,8,1000,0.2792534062900079,1,0.2,0.3,0.2,0.3,True,21,44
960,8,1000,0.4452017075497861,1,0.2,0.3,0.2,0.3,True,21,2
961,8,1000,0.3489864774768129,1,0.2,0.3,0.2,0.3,True,21,45
962,8,1000,0.40051174353401586,1,0.2,0.3,0.2,0.3,True,21,3
963,8,1000,0.42024637371597595,1,0.2,0.3,0.2,0.3,True,21,2
964,8,1000,0.36885568422005227,1,0.2,0.3,0.2,0.3,True,21,2
965,8,1000,0.37890349270308427,1,0.2,0.3,0.2,0.3,True,21,2
966,8,1000,0.35566589521676384,1,0.2,0.3,0.2,0.3,True,21,3
967,8,1000,0.2962368076175266,1,0.2,0.3,0.2,0.3,True,21,2
968,8,1000,0.3078436316691486,1,0.2,0.3,0.2,0.3,True,21,6
969,8,1000,0.3578627729022004,1,0.2,0.3,0.2,0.3,True,21,55
970,8,1000,0.3646945193846484,1,0.2,0.3,0.2,0.3,True,21,2
971,8,1000,0.34933671635592767,1,0.2,0.3,0.2,0.3,True,21,2
972,8,1000,0.35514883979334827,1,0.2,0.3,0.2,0.3,True,21,4
973,8,1000,0.3166697605446558,1,0.2,0.3,0.2,0.3,True,21,4
974,8,1000,0.25729595709934544,1,0.2,0.3,0.2,0.3,True,21,2
975,8,1000,0.2915045085938335,1,0.2,0.3,0.2,0.3,True,21,7
976,8,1000,0.33843503567474154,1,0.2,0.3,0.2,0.3,True,21,2
977,8,1000,0.2379538838593326,1,0.2,0.3,0.2,0.3,True,21,4
978,8,1000,0.3559031400095022,1,0.2,0.3,0.2,0.3,True,21,56
979,8,1000,0.32359617790627354,1,0.2,0.3,0.2,0.3,True,21,2
980,8,1000,0.3440865249140797,1,0.2,0.3,0.2,0.3,True,21,11
981,8,1000,0.31531257973863813,1,0.2,0.3,0.2,0.3,True,21,243
982,8,1000,0.32675852992205595,1,0.2,0.3,0.2,0.3,True,21,7
983,8,1000,0.40521295896467796,1,0.2,0.3,0.2,0.3,True,21,5
984,8,1000,0.34718751403131715,1,0.2,0.3,0.2,0.3,True,21,54
985,8,1000,0.4018269932351097,1,0.2,0.3,0.2,0.3,True,21,4
986,8,1000,0.3713958978624298,1,0.2,0.3,0.2,0.3,True,21,4
987,8,1000,0.37340759719367345,1,0.2,0.3,0.2,0.3,True,21,2
988,8,1000,0.2814744973463323,1,0.2,0.3,0.2,0.3,True,21,4
989,8,1000,0.38041419830947704,1,0.2,0.3,0.2,0.3,True,21,40
990,8,1000,0.22413700674262144,1,0.2,0.3,0.2,0.3,True,21,50
991,8,1000,0.31566353982671147,1,0.2,0.3,0.2,0.3,True,21,2
992,8,1000,0.3193071727607553,1,0.2,0.3,0.2,0.3,True,21,3
993,8,1000,0.26126232219282114,1,0.2,0.3,0.2,0.3,True,21,79
994,8,1000,0.35540411306844405,1,0.2,0.3,0.2,0.3,True,21,2
995,8,1000,0.312832785945846,1,0.2,0.3,0.2,0.3,True,21,4
996,8,1000,0.34914445558192136,1,0.2,0.3,0.2,0.3,True,21,3
997,8,1000,0.3282273180071004,1,0.2,0.3,0.2,0.3,True,21,6
998,8,1000,0.32019887983005113,1,0.2,0.3,0.2,0.3,True,21,239
999,8,1000,0.38050176471219593,1,0.2,0.3,0.2,0.3,True,21,46
