seed,n_motives,steps,decay_rate,growth_rate,inter_mean,inter_sd,sat_mean,sat_sd,has_pattern,pattern_length,pattern_occurrences
116,8,1000,0.3643542883196302,1,0.2,0.3,0.2,0.3,True,21,3
117,8,1000,0.43910842699270713,1,0.2,0.3,0.2,0.3,True,21,5
118,8,1000,0.3751865507588811,1,0.2,0.3,0.2,0.3,True,21,3
119,8,1000,0.3455879819967463,1,0.2,0.3,0.2,0.3,True,21,2
120,8,1000,0.36106342968727867,1,0.2,0.3,0.2,0.3,True,21,4
121,8,1000,0.3515652369323098,1,0.2,0.3,0.2,0.3,True,21,95
122,8,1000,0.2474567929400266,1,0.2,0.3,0.2,0.3,True,21,6
123,8,1000,0.38720733050727,1,0.2,0.3,0.2,0.3,True,21,4
124,8,1000,0.3566251707992034,1,0.2,0.3,0.2,0.3,True,21,2
125,8,1000,0.290082524924214,1,0.2,0.3,0.2,0.3,True,21,31
126,8,1000,0.31095124359265963,1,0.2,0.3,0.2,0.3,True,21,2
127,8,1000,0.3139697647411899,1,0.2,0.3,0.2,0.3,True,21,4
128,8,1000,0.34769961185948395,1,0.2,0.3,0.2,0.3,True,21,6
129,8,1000,0.28132458070487665,1,0.2,0.3,0.2,0.3,True,21,4
130,8,1000,0.3979488386640631,1,0.2,0.3,0.2,0.3,True,21,2
131,8,1000,0.3290347529948467,1,0.2,0.3,0.2,0.3,True,21,56
132,8,1000,0.32055656275190053,1,0.2,0.3,0.2,0.3,True,21,2
133,8,1000,0.2958412333157163,1,0.2,0.3,0.2,0.3,True,21,5
134,8,1000,0.38453994533045915,1,0.2,0.3,0.2,0.3,True,21,4
135,8,1000,0.34894351532223394,1,0.2,0.3,0.2,0.3,True,21,4
136,8,1000,0.2852362785088437,1,0.2,0.3,0.2,0.3,True,21,2
137,8,1000,0.3766267312573743,1,0.2,0.3,0.2,0.3,True,21,2
138,8,1000,0.3313593241652824,1,0.2,0.3,0.2,0.3,True,21,5
139,8,1000,0.2934831267511275,1,0.2,0.3,0.2,0.3,True,21,13
140,8,1000,0.3642836272341833,1,0.2,0.3,0.2,0.3,True,21,2
141,8,1000,0.3124312505080235,1,0.2,0.3,0.2,0.3,True,21,7
142,8,1000,0.35375767107419087,1,0.2,0.3,0.2,0.3,True,21,18
143,8,1000,0.2865757479545513,1,0.2,0.3,0.2,0.3,True,21,3
144,8,1000,0.33212176535575344,1,0.2,0.3,0.2,0.3,True,21,4
145,8,1000,0.3558701244214296,1,0.2,0.3,0.2,0.3,True,21,14
146,8,1000,0.3917414489693484,1,0.2,0.3,0.2,0.3,True,21,2
147,8,1000,0.3016443249897923,1,0.2,0.3,0.2,0.3,True,21,22
148,8,1000,0.392354750805903,1,0.2,0.3,0.2,0.3,True,21,17
149,8,1000,0.2981837563711086,1,0.2,0.3,0.2,0.3,True,21,12
150,8,1000,0.33234797108199077,1,0.2,0.3,0.2,0.3,True,21,6
151,8,1000,0.39339786375719077,1,0.2,0.3,0.2,0.3,True,21,7
152,8,1000,0.2806800162189334,1,0.2,0.3,0.2,0.3,True,21,2
153,8,1000,0.3558345525550006,1,0.2,0.3,0.2,0.3,True,21,8
154,8,1000,0.3824306605556469,1,0.2,0.3,0.2,0.3,True,21,4
155,8,1000,0.320939801438624,1,0.2,0.3,0.2,0.3,True,21,16
156,8,1000,0.3169478474585365,1,0.2,0.3,0.2,0.3,True,21,4
157,8,1000,0.30310201712716767,1,0.2,0.3,0.2,0.3,True,21,4
158,8,1000,0.3645752624496657,1,0.2,0.3,0.2,0.3,True,21,120
159,8,1000,0.3148963570815634,1,0.2,0.3,0.2,0.3,True,21,25
160,8,1000,0.3616796205787795,1,0.2,0.3,0.2,0.3,True,21,3
161,8,1000,0.36671674157346734,1,0.2,0.3,0.2,0.3,True,21,2
162,8,1000,0.3386119556656321,1,0.2,0.3,0.2,0.3,True,21,8
163,8,1000,0.37265632048206687,1,0.2,0.3,0.2,0.3,True,21,6
164,8,1000,0.343104023947677,1,0.2,0.3,0.2,0.3,True,21,3
165,8,1000,0.27631817447249507,1,0.2,0.3,0.2,0.3,True,21,2
166,8,1000,0.3161125979281477,1,0.2,0.3,0.2,0.3,True,21,2
167,8,1000,0.35860093708022883,1,0.2,0.3,0.2,0.3,True,21,3
168,8,1000,0.38398228644318344,1,0.2,0.3,0.2,0.3,True,21,2
169,8,1000,0.3197904512417196,1,0.2,0.3,0.2,0.3,True,21,2
170,8,1000,0.349352667101781,1,0.2,0.3,0.2,0.3,True,21,21
171,8,1000,0.376729994816339,1,0.2,0.3,0.2,0.3,True,21,5
172,8,1000,0.31490892942945553,1,0.2,0.3,0.2,0.3,True,21,108
173,8,1000,0.40718765666174545,1,0.2,0.3,0.2,0.3,True,21,47
174,8,1000,0.300595580126424,1,0.2,0.3,0.2,0.3,True,21,6
175,8,1000,0.3304683364337147,1,0.2,0.3,0.2,0.3,True,21,16
176,8,1000,0.34626837021850093,1,0.2,0.3,0.2,0.3,True,21,5
177,8,1000,0.3928252011441938,1,0.2,0.3,0.2,0.3,True,21,2
178,8,1000,0.3393649432766085,1,0.2,0.3,0.2,0.3,True,21,8
179,8,1000,0.4468679536454116,1,0.2,0.3,0.2,0.3,True,21,3
180,8,1000,0.30519900091505103,1,0.2,0.3,0.2,0.3,True,21,8
181,8,1000,0.3307519799268385,1,0.2,0.3,0.2,0.3,True,21,25
182,8,1000,0.35932732336994455,1,0.2,0.3,0.2,0.3,True,21,2
183,8,1000,0.38041973077441826,1,0.2,0.3,0.2,0.3,True,21,2
184,8,1000,0.43098764454811656,1,0.2,0.3,0.2,0.3,True,21,79
185,8,1000,0.3471730244520564,1,0.2,0.3,0.2,0.3,True,21,3
186,8,1000,0.3956254603941568,1,0.2,0.3,0.2,0.3,True,21,2
187,8,1000,0.27429941718982076,1,0.2,0.3,0.2,0.3,True,21,8
188,8,1000,0.3799174906406132,1,0.2,0.3,0.2,0.3,True,21,2
189,8,1000,0.2847646883066031,1,0.2,0.3,0.2,0.3,True,21,10
190,8,1000,0.37925950993215257,1,0.2,0.3,0.2,0.3,True,21,2
191,8,1000,0.3250967739954132,1,0.2,0.3,0.2,0.3,True,21,9
192,8,1000,0.3543900728443938,1,0.2,0.3,0.2,0.3,True,21,37
193,8,1000,0.34742344393860053,1,0.2,0.3,0.2,0.3,True,21,3
194,8,1000,0.30539847668148123,1,0.2,0.3,0.2,0.3,True,21,175
195,8,1000,0.39229211920994256,1,0.2,0.3,0.2,0.3,True,21,10
196,8,1000,0.32450285269897833,1,0.2,0.3,0.2,0.3,True,21,2
197,8,1000,0.41210130295256525,1,0.2,0.3,0.2,0.3,True,21,4
198,8,1000,0.27429284451932767,1,0.2,0.3,0.2,0.3,True,21,2
199,8,1000,0.333659274810097,1,0.2,0.3,0.2,0.3,True,21,12
200,8,1000,0.3889028986330449,1,0.2,0.3,0.2,0.3,True,21,5
201,8,1000,0.39694226855535764,1,0.2,0.3,0.2,0.3,True,21,8
202,8,1000,0.3067722011626491,1,0.2,0.3,0.2,0.3,True,21,2
203,8,1000,0.373831211297107,1,0.2,0.3,0.2,0.3,True,21,62
204,8,1000,0.40803034828878937,1,0.2,0.3,0.2,0.3,True,21,2
205,8,1000,0.3329976873474348,1,0.2,0.3,0.2,0.3,True,21,11
206,8,1000,0.31925681967228325,1,0.2,0.3,0.2,0.3,True,21,188
207,8,1000,0.36025250913204443,1,0.2,0.3,0.2,0.3,True,21,7
208,8,1000,0.31953121687054203,1,0.2,0.3,0.2,0.3,True,21,81
209,8,1000,0.38104305735475175,1,0.2,0.3,0.2,0.3,True,21,3
210,8,1000,0.2647557511058106,1,0.2,0.3,0.2,0.3,True,21,245
211,8,1000,0.38753790691923257,1,0.2,0.3,0.2,0.3,True,21,21
212,8,1000,0.37320098972732024,1,0.2,0.3,0.2,0.3,True,21,4
213,8,1000,0.3199564364848044,1,0.2,0.3,0.2,0.3,True,21,5
214,8,1000,0.3028767397222123,1,0.2,0.3,0.2,0.3,True,21,7
215,8,1000,0.35042895482073994,1,0.2,0.3,0.2,0.3,True,21,33
216,8,1000,0.3815216370443345,1,0.2,0.3,0.2,0.3,True,21,2
217,8,1000,0.4084434472651482,1,0.2,0.3,0.2,0.3,True,21,6
218,8,1000,0.36411780323410387,1,0.2,0.3,0.2,0.3,True,21,2
219,8,1000,0.3730262808761284,1,0.2,0.3,0.2,0.3,True,21,4
220,8,1000,0.2603356386241334,1,0.2,0.3,0.2,0.3,True,21,15
221,8,1000,0.3722714549070009,1,0.2,0.3,0.2,0.3,True,21,3
222,8,1000,0.34228649853884674,1,0.2,0.3,0.2,0.3,True,21,2
223,8,1000,0.3018000769163023,1,0.2,0.3,0.2,0.3,True,21,3
224,8,1000,0.3045548105657992,1,0.2,0.3,0.2,0.3,True,21,2
225,8,1000,0.36576837053993044,1,0.2,0.3,0.2,0.3,True,21,50
226,8,1000,0.3871945773772687,1,0.2,0.3,0.2,0.3,True,18,2
227,8,1000,0.32090110501913455,1,0.2,0.3,0.2,0.3,True,21,45
228,8,1000,0.3142860109061276,1,0.2,0.3,0.2,0.3,True,21,2
229,8,1000,0.3819808241566439,1,0.2,0.3,0.2,0.3,True,21,3
230,8,1000,0.3345688631248857,1,0.2,0.3,0.2,0.3,True,21,70
231,8,1000,0.32089418695796873,1,0.2,0.3,0.2,0.3,True,21,2
232,8,1000,0.31565936250180066,1,0.2,0.3,0.2,0.3,True,21,2
233,8,1000,0.38343580286077056,1,0.2,0.3,0.2,0.3,True,21,54
234,8,1000,0.3594369233291011,1,0.2,0.3,0.2,0.3,True,21,2
235,8,1000,0.31421829983463834,1,0.2,0.3,0.2,0.3,True,21,8
236,8,1000,0.352111689751983,1,0.2,0.3,0.2,0.3,True,21,2
237,8,1000,0.32745707539436925,1,0.2,0.3,0.2,0.3,True,21,8
238,8,1000,0.35854813148651116,1,0.2,0.3,0.2,0.3,True,21,2
239,8,1000,0.4264534275853382,1,0.2,0.3,0.2,0.3,True,21,5
240,8,1000,0.32460718374986397,1,0.2,0.3,0.2,0.3,True,21,2
241,8,1000,0.32495244890465014,1,0.2,0.3,0.2,0.3,True,21,2
242,8,1000,0.3800675509701995,1,0.2,0.3,0.2,0.3,True,21,2
243,8,1000,0.33918411149188604,1,0.2,0.3,0.2,0.3,True,21,91
244,8,1000,0.3437794347702622,1,0.2,0.3,0.2,0.3,True,21,5
245,8,1000,0.30318263141916646,1,0.2,0.3,0.2,0.3,True,21,2
246,8,1000,0.43730112649376884,1,0.2,0.3,0.2,0.3,True,21,5
247,8,1000,0.3146962788918331,1,0.2,0.3,0.2,0.3,True,21,3
248,8,1000,0.41245892436272363,1,0.2,0.3,0.2,0.3,True,21,9
249,8,1000,0.2691521326490334,1,0.2,0.3,0.2,0.3,True,21,73
250,8,1000,0.2980481991222283,1,0.2,0.3,0.2,0.3,True,21,5
251,8,1000,0.30976321732112005,1,0.2,0.3,0.2,0.3,True,21,195
252,8,1000,0.36770621762179506,1,0.2,0.3,0.2,0.3,True,21,6
253,8,1000,0.3942749846453199,1,0.2,0.3,0.2,0.3,True,21,71
254,8,1000,0.36240012834479224,1,0.2,0.3,0.2,0.3,True,21,22
255,8,1000,0.34654954179430775,1,0.2,0.3,0.2,0.3,True,21,2
256,8,1000,0.33697453958499146,1,0.2,0.3,0.2,0.3,True,21,2
257,8,1000,0.31756950875770595,1,0.2,0.3,0.2,0.3,True,21,25
258,8,1000,0.3103753713620544,1,0.2,0.3,0.2,0.3,True,21,45
259,8,1000,0.32777018796761753,1,0.2,0.3,0.2,0.3,True,21,2
260,8,1000,0.350472013283658,1,0.2,0.3,0.2,0.3,True,21,3
261,8,1000,0.33991171556860983,1,0.2,0.3,0.2,0.3,True,21,3
262,8,1000,0.33037966077299974,1,0.2,0.3,0.2,0.3,True,21,3
263,8,1000,0.35167679480637715,1,0.2,0.3,0.2,0.3,True,21,2
264,8,1000,0.3565950274390565,1,0.2,0.3,0.2,0.3,True,21,2
265,8,1000,0.37561366496250687,1,0.2,0.3,0.2,0.3,True,21,11
266,8,1000,0.4034643481233547,1,0.2,0.3,0.2,0.3,True,21,106
267,8,1000,0.3441781331578576,1,0.2,0.3,0.2,0.3,True,21,3
268,8,1000,0.3362618821003422,1,0.2,0.3,0.2,0.3,True,21,2
269,8,1000,0.308713367766264,1,0.2,0.3,0.2,0.3,True,21,2
270,8,1000,0.29013322330273483,1,0.2,0.3,0.2,0.3,True,21,7
271,8,1000,0.371578322622489,1,0.2,0.3,0.2,0.3,True,21,120
272,8,1000,0.3315943972626389,1,0.2,0.3,0.2,0.3,True,21,28
273,8,1000,0.30623914057333007,1,0.2,0.3,0.2,0.3,True,21,4
274,8,1000,0.2444188624918228,1,0.2,0.3,0.2,0.3,True,21,2
275,8,1000,0.4226381079198295,1,0.2,0.3,0.2,0.3,True,21,63
276,8,1000,0.3465482595377653,1,0.2,0.3,0.2,0.3,True,21,3
277,8,1000,0.3374282029410106,1,0.2,0.3,0.2,0.3,True,21,2
278,8,1000,0.39610245202962463,1,0.2,0.3,0.2,0.3,True,21,2
279,8,1000,0.38590574614795375,1,0.2,0.3,0.2,0.3,True,21,5
280,8,1000,0.3698116900163054,1,0.2,0.3,0.2,0.3,True,21,20
281,8,1000,0.24509599379155356,1,0.2,0.3,0.2,0.3,True,21,4
282,8,1000,0.3306841067098562,1,0.2,0.3,0.2,0.3,True,21,2
283,8,1000,0.3299177612688903,1,0.2,0.3,0.2,0.3,True,21,2
284,8,1000,0.3568365376358255,1,0.2,0.3,0.2,0.3,True,21,2
285,8,1000,0.2977732119016046,1,0.2,0.3,0.2,0.3,True,21,20
286,8,1000,0.3264277177991057,1,0.2,0.3,0.2,0.3,True,21,2
287,8,1000,0.40531695921821115,1,0.2,0.3,0.2,0.3,True,21,243
288,8,1000,0.3962149994753607,1,0.2,0.3,0.2,0.3,True,21,62
289,8,1000,0.37698790278899985,1,0.2,0.3,0.2,0.3,True,21,10
290,8,1000,0.35538924450003645,1,0.2,0.3,0.2,0.3,True,21,4
291,8,1000,0.36914799074643184,1,0.2,0.3,0.2,0.3,True,21,5
292,8,1000,0.2787477599846274,1,0.2,0.3,0.2,0.3,True,21,153
293,8,1000,0.31789494523330025,1,0.2,0.3,0.2,0.3,True,21,3
294,8,1000,0.28969947128256684,1,0.2,0.3,0.2,0.3,True,21,22
295,8,1000,0.26829459813047346,1,0.2,0.3,0.2,0.3,True,21,6
296,8,1000,0.355150232504767,1,0.2,0.3,0.2,0.3,True,21,3
297,8,1000,0.37692470879670065,1,0.2,0.3,0.2,0.3,True,21,39
298,8,1000,0.34819931740699933,1,0.2,0.3,0.2,0.3,True,21,2
299,8,1000,0.2751227617871243,1,0.2,0.3,0.2,0.3,True,21,2
300,8,1000,0.3681046886720979,1,0.2,0.3,0.2,0.3,True,21,8
301,8,1000,0.3716830740095674,1,0.2,0.3,0.2,0.3,True,21,2
302,8,1000,0.29392011097639364,1,0.2,0.3,0.2,0.3,True,21,2
303,8,1000,0.3454408934019509,1,0.2,0.3,0.2,0.3,True,21,2
304,8,1000,0.27954767391037416,1,0.2,0.3,0.2,0.3,True,21,19
305,8,1000,0.41999019831204987,1,0.2,0.3,0.2,0.3,True,21,62
306,8,1000,0.3527143428087527,1,0.2,0.3,0.2,0.3,True,21,2
307,8,1000,0.37277451954447755,1,0.2,0.3,0.2,0.3,True,21,95
308,8,1000,0.3139570385664171,1,0.2,0.3,0.2,0.3,True,21,2
309,8,1000,0.3332686818294897,1,0.2,0.3,0.2,0.3,True,21,3
310,8,1000,0.37072055374497104,1,0.2,0.3,0.2,0.3,True,21,3
311,8,1000,0.2966064296693301,1,0.2,0.3,0.2,0.3,True,21,2
312,8,1000,0.3349974239335135,1,0.2,0.3,0.2,0.3,True,21,31
313,8,1000,0.3029008801375456,1,0.2,0.3,0.2,0.3,True,21,27
314,8,1000,0.3202024142257587,1,0.2,0.3,0.2,0.3,True,21,3
315,8,1000,0.32455572249087733,1,0.2,0.3,0.2,0.3,True,21,3
316,8,1000,0.3695802336913885,1,0.2,0.3,0.2,0.3,True,21,2
317,8,1000,0.32065650470587265,1,0.2,0.3,0.2,0.3,True,21,6
318,8,1000,0.3596419858377398,1,0.2,0.3,0.2,0.3,True,21,6
319,8,1000,0.31577985468423136,1,0.2,0.3,0.2,0.3,True,21,3
320,8,1000,0.2976823831220741,1,0.2,0.3,0.2,0.3,True,21,10
321,8,1000,0.315920705784167,1,0.2,0.3,0.2,0.3,True,21,11
322,8,1000,0.3309244641995824,1,0.2,0.3,0.2,0.3,True,21,2
323,8,1000,0.3811484546552597,1,0.2,0.3,0.2,0.3,True,21,5
324,8,1000,0.3621499985638334,1,0.2,0.3,0.2,0.3,True,21,4
325,8,1000,0.4312612709770565,1,0.2,0.3,0.2,0.3,True,21,78
326,8,1000,0.2990853896277977,1,0.2,0.3,0.2,0.3,True,21,72
327,8,1000,0.28438449825501116,1,0.2,0.3,0.2,0.3,True,21,4
328,8,1000,0.37556683451046596,1,0.2,0.3,0.2,0.3,True,21,8
329,8,1000,0.33287517619381884,1,0.2,0.3,0.2,0.3,True,21,5
330,8,1000,0.31615621009616085,1,0.2,0.3,0.2,0.3,True,21,3
331,8,1000,0.3335650207362168,1,0.2,0.3,0.2,0.3,True,21,14
332,8,1000,0.33581443278478346,1,0.2,0.3,0.2,0.3,True,21,4
333,8,1000,0.3273805697361628,1,0.2,0.3,0.2,0.3,True,21,3
334,8,1000,0.35169093642126686,1,0.2,0.3,0.2,0.3,True,21,8
335,8,1000,0.3457014374026076,1,0.2,0.3,0.2,0.3,True,21,2
336,8,1000,0.3173900216460249,1,0.2,0.3,0.2,0.3,True,21,2
337,8,1000,0.36523660956440274,1,0.2,0.3,0.2,0.3,True,21,51
338,8,1000,0.3334543042349306,1,0.2,0.3,0.2,0.3,True,21,38
339,8,1000,0.30815249111126597,1,0.2,0.3,0.2,0.3,True,21,12
340,8,1000,0.31521252121995663,1,0.2,0.3,0.2,0.3,True,21,2
341,8,1000,0.38431864023624346,1,0.2,0.3,0.2,0.3,True,21,2
342,8,1000,0.3254559610103378,1,0.2,0.3,0.2,0.3,True,21,2
343,8,1000,0.35544514975207164,1,0.2,0.3,0.2,0.3,True,21,53
344,8,1000,0.4240320918717521,1,0.2,0.3,0.2,0.3,True,21,9
345,8,1000,0.3525211671979077,1,0.2,0.3,0.2,0.3,True,21,10
346,8,1000,0.3317625969358615,1,0.2,0.3,0.2,0.3,True,21,4
