structural_pattern,num_simulations,simulation_ids
A→A→B→B→C→C→A→A→B→B→C→C→A→A→B→B→A→A→C→C→B,4,"39,644,749,961"
A→A→B→B→C→C→B→B→A→A→B→B→C→C→B→B→A→A→C→C→B,4,"110,142,256,635"
A→A→B→B→A→A→C→C→D→D→C→C→A→A→B→B→A→A→C→C→D,4,"122,331,405,825"
A→A→B→B→C→C→B→B→C→C→B→B→A→A→B→B→C→C→B→B→C,4,"312,601,938,998"
A→A→B→B→A→A→B→B→A→A→B→B→A→A→B→B→C→C→A→A→B,4,"354,798,878,966"
A→A→B→B→C→C→B→B→C→C→B→B→A→A→C→C→B→B→C→C→B,4,"368,453,539,805"
A→A→B→B→A→A→B→B→C→C→A→A→B→B→A→A→B→B→C→C→B,3,"13,858,972"
A→A→B→B→C→C→B→B→A→A→C→C→B→B→A→A→B→B→C→C→A,3,"58,420,869"
A→A→B→B→C→C→B→B→C→C→B→B→C→C→D→D→B→B→C→C→B,3,"69,237,849"
A→A→B→B→A→A→B→B→C→C→B→B→A→A→B→B→A→A→C→C→B,3,"95,232,265"
A→A→B→B→A→A→B→B→C→C→B→B→A→A→B→B→C→C→B→B→A,3,"101,499,992"
A→A→B→B→C→C→D→D→A→A→B→B→C→C→A→A→B→B→A→A→B,3,"119,492,940"
A→A→B→B→C→C→B→B→A→A→B→B→A→A→B→B→A→A→B→B→C,3,"163,432,529"
A→A→B→B→C→C→A→A→B→B→C→C→A→A→C→C→B→B→A→A→C,3,"197,379,704"
A→A→B→B→C→C→A→A→B→B→C→C→B→B→A→A→C→C→B→B→C,3,"259,433,556"
A→A→B→B→C→C→B→B→C→C→B→B→C→C→B→B→C→C→A→A→B,3,"280,425,770"
A→A→B→B→C→C→A→A→B→B→A→A→C→C→B→B→A→A→B→B→C,3,"335,599,898"
A→A→B→B→C→C→A→A→B→B→C→C→B→B→A→A→B→B→A→A→C,3,"351,541,970"
A→A→B→B→C→C→B→B→C→C→B→B→C→C→B→B→A→A→C→C→B,3,"385,706,919"
A→A→B→B→C→C→D→D→A→A→B→B→C→C→D→D→A→A→B→B→C,3,"391,686,724"
A→A→B→B→A→A→C→C→B→B→A→A→C→C→A→A→B→B→C→C→A,3,"444,614,987"
A→A→B→B→A→A→C→C→B→B→A→A→B→B→A→A→C→C→B→B→A,3,"458,678,771"
A→A→B→B→C→C→B→B→A→A→B→B→C→C→B→B→A→A→B→B→A,3,"495,519,603"
A→A→B→B→C→C→A→A→B→B→A→A→C→C→A→A→C→C→A→A→B,3,"540,717,926"
A→A→B→B→A→A→C→C→B→B→A→A→C→C→B→B→A→A→C→C→B,3,"673,731,844"
A→A→B→B→A→A→C→C→B→B→A→A→B→B→C→C→A→A→B→B→C,2,"26,763"
A→A→B→B→C→C→B→B→A→A→C→C→B→B→C→C→A→A→B→B→C,2,"63,424"
A→A→B→B→C→C→A→A→B→B→A→A→C→C→A→A→C→C→B→B→A,2,"175,293"
A→A→B→B→C→C→B→B→A→A→C→C→B→B→A→A→B→B→A→A→C,2,"178,179"
A→A→B→B→A→A→C→C→B→B→A→A→C→C→A→A→B→B→A→A→C,2,"186,600"
A→A→B→B→C→C→A→A→B→B→C→C→B→B→A→A→B→B→C→C→A,2,"199,490"
A→A→B→B→A→A→C→C→A→A→B→B→A→A→B→B→C→C→A→A→B,2,"200,501"
A→A→B→B→A→A→C→C→A→A→C→C→A→A→C→C→A→A→C→C→A,2,"201,803"
A→A→B→B→A→A→B→B→C→C→A→A→B→B→C→C→B→B→A→A→B,2,"204,804"
A→A→B→B→C→C→B→B→A→A→B→B→D→D→C→C→B→B→A→A→B,2,"207,618"
A→A→B→B→C→C→B→B→C→C→A→A→B→B→C→C→B→B→A→A→B,2,"224,267"
A→A→B→B→C→C→D→D→B→B→C→C→D→D→B→B→C→C→D→D→B,2,"225,273"
A→A→B→B→C→C→B→B→C→C→D→D→B→B→C→C→B→B→C→C→B,2,"228,488"
A→A→B→B→C→C→B→B→C→C→A→A→D→D→B→B→C→C→A→A→B,2,"243,923"
A→A→B→B→C→C→B→B→C→C→B→B→C→C→B→B→A→A→B→B→C,2,"255,558"
A→A→B→B→C→C→B→B→C→C→B→B→A→A→D→D→A→A→D→D→A,2,"269,769"
A→A→B→B→A→A→B→B→C→C→A→A→B→B→A→A→C→C→B→B→A,2,"309,409"
A→A→B→B→C→C→D→D→A→A→B→B→A→A→B→B→C→C→D→D→A,2,"336,944"
A→A→B→B→C→C→A→A→C→C→B→B→A→A→C→C→B→B→C→C→A,2,"369,978"
A→A→B→B→C→C→B→B→A→A→B→B→A→A→B→B→A→A→B→B→A,2,"406,860"
A→A→B→B→A→A→C→C→A→A→B→B→A→A→C→C→B→B→A→A→C,2,"429,708"
A→A→B→B→A→A→B→B→C→C→D→D→B→B→A→A→B→B→A→A→B,2,"435,867"
A→A→B→B→C→C→A→A→C→C→A→A→C→C→A→A→C→C→A→A→C,2,"450,462"
A→A→B→B→C→C→A→A→B→B→A→A→C→C→B→B→A→A→C→C→B,2,"472,559"
A→A→B→B→A→A→C→C→D→D→B→B→A→A→C→C→D→D→B→B→A,2,"524,625"
A→A→B→B→C→C→A→A→B→B→D→D→C→C→B→B→A→A→B→B→C,2,"567,932"
A→A→B→B→C→C→D→D→B→B→C→C→D→D→C→C→B→B→D→D→C,2,"570,745"
A→A→B→B→A→A→B→B→C→C→B→B→A→A→B→B→A→A→B→B→C,2,"605,675"
A→A→B→B→C→C→A→A→B→B→A→A→B→B→C→C→B→B→A→A→B,2,"631,777"
A→A→B→B→C→C→B→B→A→A→B→B→A→A→B→B→C→C→A→A→B,2,"641,975"
A→A→B→B→A→A→B→B→A→A→B→B→A→A→B→B→A→A→C→C→D,2,"680,766"
A→A→B→B→A→A→C→C→B→B→A→A→C→C→A→A→B→B→A→A→B,2,"693,995"
A→A→B→B→C→C→D→D→A→A→B→B→A→A→C→C→D→D→B→B→A,2,"768,852"
A→A→B→B→C→C→D→D→B→B→A→A→C→C→B→B→A→A→B→B→C,1,3
A→A→B→B→C→C→D→D→A→A→C→C→D→D→C→C→D→D→A→A→C,1,4
A→A→B→B→C→C→D→D→B→B→C→C→B→B→D→D→C→C→B→B→A,1,5
A→A→B→B→A→A→C→C→A→A→C→C→B→B→A→A→B→B→A→A→C,1,10
A→A→B→B→C→C→A→A→B→B→D→D→B→B→A→A→B→B→D→D→B,1,12
A→A→B→B→C→C→D→D→B→B→A→A→C→C→B→B→D→D→A→A→B,1,16
A→A→B→B→C→C→D→D→A→A→C→C→D→D→A→A→B→B→C→C→D,1,17
A→A→B→B→C→C→B→B→C→C→D→D→E→E→D→D→E→E→D→D→E,1,22
A→A→B→B→C→C→A→A→B→B→C→C→B→B→A→A→B→B→C→C→D,1,33
A→A→B→B→C→C→B→B→C→C→B→B→C→C→D→D→C→C→B→B→C,1,41
A→A→B→B→C→C→D→D→B→B→A→A→B→B→C→C→A→A→B→B→D,1,44
A→A→B→B→C→C→D→D→A→A→B→B→C→C→A→A→D→D→C→C→A,1,45
A→A→B→B→A→A→B→B→A→A→B→B→A→A→B→B→C→C→B→B→C,1,49
A→A→B→B→C→C→D→D→E→E→C→C→D→D→C→C→B→B→D→D→C,1,50
A→A→B→B→A→A→B→B→A→A→C→C→A→A→B→B→A→A→B→B→A,1,54
A→A→B→B→A→A→C→C→D→D→A→A→B→B→A→A→C→C→D→D→A,1,56
A→A→B→B→C→C→D→D→C→C→B→B→D→D→C→C→D→D→C→C→B,1,67
A→A→B→B→C→C→A→A→B→B→D→D→A→A→B→B→A→A→B→B→C,1,72
A→A→B→B→C→C→D→D→E→E→F→F→G→G→A→A→B→B→C→C→A,1,76
A→A→B→B→C→C→D→D→C→C→D→D→A→A→C→C→D→D→C→C→D,1,77
A→A→B→B→C→C→A→A→B→B→A→A→C→C→A→A→B→B→D→D→A,1,81
A→A→B→B→C→C→B→B→A→A→B→B→C→C→B→B→C→C→B→B→A,1,84
A→A→B→B→C→C→D→D→C→C→B→B→A→A→B→B→A→A→B→B→C,1,85
A→A→B→B→A→A→C→C→B→B→A→A→B→B→C→C→D→D→A→A→B,1,87
A→A→B→B→C→C→D→D→A→A→D→D→C→C→B→B→C→C→D→D→A,1,88
A→A→B→B→A→A→C→C→D→D→A→A→C→C→A→A→B→B→A→A→C,1,93
A→A→B→B→C→C→D→D→C→C→B→B→A→A→E→E→C→C→F→F→E,1,96
A→A→B→B→C→C→A→A→C→C→A→A→B→B→D→D→A→A→C→C→A,1,103
A→A→B→B→C→C→D→D→A→A→B→B→C→C→D→D→E→E→C→C→D,1,106
A→A→B→B→C→C→A→A→B→B→C→C→A→A→B→B→C→C→D→D→C,1,112
A→A→B→B→C→C→A→A→D→D→C→C→B→B→A→A→C→C→B→B→A,1,118
A→A→B→B→C→C→D→D→C→C→D→D→A→A→B→B→C→C→D→D→C,1,120
A→A→B→B→A→A→B→B→C→C→A→A→B→B→A→A→C→C→A→A→B,1,123
A→A→B→B→C→C→A→A→B→B→C→C→D→D→C→C→B→B→A→A→B,1,133
A→A→B→B→C→C→B→B→C→C→B→B→D→D→C→C→B→B→C→C→B,1,136
A→A→B→B→C→C→B→B→C→C→D→D→A→A→B→B→C→C→B→B→C,1,148
A→A→B→B→C→C→D→D→E→E→A→A→D→D→E→E→A→A→E→E→D,1,156
A→A→B→B→A→A→C→C→B→B→A→A→C→C→D→D→B→B→C→C→A,1,159
A→A→B→B→C→C→D→D→C→C→B→B→D→D→C→C→A→A→B→B→D,1,165
A→A→B→B→C→C→B→B→D→D→A→A→B→B→C→C→A→A→B→B→D,1,166
A→A→B→B→A→A→B→B→A→A→C→C→A→A→D→D→C→C→A→A→B,1,168
A→A→B→B→C→C→B→B→D→D→E→E→B→B→D→D→E→E→D→D→F,1,171
A→A→B→B→C→C→A→A→D→D→C→C→A→A→B→B→D→D→A→A→C,1,176
A→A→B→B→A→A→C→C→A→A→B→B→C→C→A→A→C→C→B→B→A,1,180
A→A→B→B→A→A→B→B→A→A→C→C→D→D→E→E→D→D→E→E→D,1,198
A→A→B→B→C→C→A→A→C→C→A→A→B→B→C→C→A→A→B→B→C,1,209
A→A→B→B→A→A→C→C→A→A→C→C→A→A→B→B→A→A→C→C→A,1,212
A→A→B→B→C→C→B→B→A→A→B→B→A→A→B→B→A→A→C→C→B,1,213
A→A→B→B→C→C→D→D→E→E→D→D→E→E→D→D→E→E→D→D→E,1,214
A→A→B→B→C→C→A→A→D→D→A→A→B→B→D→D→A→A→C→C→A,1,223
A→A→B→B→C→C→B→B→C→C→B→B→A→A→B→B→A→A→D→D→B,1,226
A→A→B→B→C→C→D→D→C→C→E→E→C→C→D→D→C→C→E→E→C,1,227
A→A→B→B→C→C→B→B→A→A→B→B→C→C→A→A→B→B→A→A→B,1,230
A→A→B→B→C→C→D→D→E→E→D→D→E→E→C→C→D→D→E→E→D,1,234
A→A→B→B→C→C→D→D→B→B→C→C→A→A→B→B→D→D→C→C→B,1,240
A→A→B→B→C→C→B→B→A→A→D→D→A→A→D→D→A→A→B→B→C,1,241
A→A→B→B→A→A→C→C→D→D→C→C→A→A→D→D→C→C→A→A→D,1,249
A→A→B→B→C→C→D→D→A→A→D→D→C→C→B→B→C→C→B→B→C,1,250
A→A→B→B→A→A→B→B→A→A→B→B→A→A→C→C→A→A→B→B→A,1,262
A→A→B→B→C→C→D→D→B→B→C→C→B→B→A→A→D→D→B→B→C,1,263
A→A→B→B→C→C→D→D→E→E→B→B→C→C→D→D→E→E→B→B→C,1,272
A→A→B→B→C→C→D→D→E→E→A→A→B→B→C→C→D→D→E→E→A,1,274
A→A→B→B→C→C→B→B→C→C→B→B→A→A→B→B→C→C→B→B→A,1,278
A→A→B→B→C→C→D→D→A→A→B→B→C→C→D→D→B→B→A→A→C,1,282
A→A→B→B→C→C→A→A→B→B→C→C→A→A→B→B→C→C→D→D→A,1,283
A→A→B→B→C→C→A→A→D→D→C→C→B→B→A→A→C→C→A→A→B,1,290
A→A→B→B→C→C→D→D→A→A→B→B→A→A→D→D→A→A→B→B→C,1,291
A→A→B→B→A→A→C→C→D→D→B→B→A→A→B→B→A→A→C→C→D,1,295
A→A→B→B→C→C→A→A→B→B→A→A→B→B→A→A→C→C→A→A→B,1,300
A→A→B→B→C→C→A→A→B→B→A→A→C→C→A→A→B→B→A→A→B,1,301
A→A→B→B→C→C→D→D→C→C→A→A→D→D→C→C→D→D→C→C→D,1,303
A→A→B→B→C→C→A→A→C→C→A→A→C→C→A→A→C→C→A→A→B,1,308
A→A→B→B→A→A→B→B→C→C→D→D→C→C→D→D→C→C→D→D→C,1,310
A→A→B→B→C→C→D→D→A→A→B→B→C→C→A→A→D→D→C→C→B,1,311
A→A→B→B→C→C→A→A→B→B→C→C→A→A→B→B→A→A→C→C→A,1,318
A→A→B→B→A→A→B→B→A→A→B→B→A→A→B→B→C→C→B→B→A,1,320
A→A→B→B→C→C→A→A→C→C→B→B→A→A→C→C→A→A→C→C→B,1,322
A→A→B→B→A→A→C→C→B→B→A→A→C→C→B→B→A→A→C→C→D,1,324
A→A→B→B→A→A→B→B→A→A→C→C→D→D→C→C→D→D→C→C→D,1,329
A→A→B→B→C→C→D→D→A→A→B→B→C→C→B→B→A→A→C→C→B,1,333
A→A→B→B→C→C→A→A→B→B→A→A→D→D→C→C→A→A→B→B→A,1,342
A→A→B→B→A→A→C→C→B→B→A→A→D→D→B→B→A→A→E→E→D,1,347
A→A→B→B→C→C→A→A→D→D→A→A→B→B→C→C→E→E→C→C→A,1,363
A→A→B→B→C→C→D→D→B→B→C→C→B→B→C→C→B→B→C→C→B,1,374
A→A→B→B→C→C→B→B→C→C→A→A→B→B→C→C→B→B→A→A→C,1,375
A→A→B→B→A→A→C→C→B→B→A→A→B→B→A→A→B→B→A→A→C,1,376
A→A→B→B→A→A→C→C→D→D→E→E→D→D→C→C→E→E→D→D→E,1,387
A→A→B→B→C→C→D→D→C→C→A→A→B→B→C→C→D→D→B→B→A,1,392
A→A→B→B→C→C→D→D→B→B→E→E→D→D→B→B→E→E→D→D→B,1,393
A→A→B→B→C→C→A→A→B→B→D→D→C→C→A→A→B→B→A→A→C,1,401
A→A→B→B→C→C→B→B→A→A→B→B→C→C→D→D→B→B→C→C→B,1,410
A→A→B→B→A→A→C→C→B→B→A→A→C→C→D→D→C→C→A→A→B,1,411
A→A→B→B→C→C→B→B→D→D→A→A→B→B→C→C→B→B→D→D→C,1,412
A→A→B→B→C→C→D→D→B→B→A→A→B→B→A→A→C→C→B→B→A,1,414
A→A→B→B→C→C→D→D→B→B→C→C→B→B→A→A→C→C→B→B→D,1,416
A→A→B→B→C→C→A→A→D→D→C→C→D→D→C→C→A→A→B→B→A,1,421
A→A→B→B→C→C→B→B→A→A→C→C→B→B→C→C→B→B→A→A→C,1,438
A→A→B→B→A→A→C→C→B→B→A→A→C→C→A→A→C→C→A→A→B,1,441
A→A→B→B→A→A→B→B→C→C→B→B→A→A→C→C→B→B→A→A→B,1,443
A→A→B→B→C→C→D→D→C→C→D→D→C→C→D→D→C→C→B→B→A,1,445
A→A→B→B→A→A→C→C→B→B→A→A→B→B→A→A→B→B→C→C→A,1,452
A→A→B→B→C→C→B→B→A→A→C→C→D→D→C→C→B→B→A→A→C,1,454
A→A→B→B→C→C→D→D→C→C→A→A→B→B→C→C→D→D→A→A→B,1,465
A→A→B→B→C→C→D→D→B→B→C→C→A→A→B→B→C→C→D→D→B,1,466
A→A→B→B→C→C→A→A→D→D→B→B→C→C→B→B→A→A→C→C→B,1,468
A→A→B→B→C→C→D→D→C→C→B→B→A→A→B→B→C→C→D→D→C,1,469
A→A→B→B→A→A→B→B→C→C→D→D→C→C→B→B→D→D→A→A→B,1,470
A→A→B→B→C→C→B→B→A→A→C→C→B→B→C→C→D→D→B→B→C,1,471
A→A→B→B→C→C→D→D→C→C→A→A→E→E→A→A→E→E→F→F→A,1,485
A→A→B→B→C→C→A→A→B→B→C→C→A→A→B→B→C→C→A→A→D,1,491
A→A→B→B→A→A→C→C→B→B→A→A→B→B→A→A→C→C→D→D→B,1,496
A→A→B→B→C→C→D→D→B→B→C→C→D→D→C→C→B→B→A→A→B,1,497
A→A→B→B→C→C→A→A→D→D→C→C→D→D→C→C→A→A→B→B→E,1,498
A→A→B→B→C→C→A→A→C→C→A→A→B→B→D→D→A→A→B→B→C,1,500
A→A→B→B→C→C→B→B→C→C→D→D→B→B→C→C→B→B→C→C→D,1,502
A→A→B→B→A→A→B→B→C→C→A→A→B→B→D→D→A→A→B→B→A,1,506
A→A→B→B→A→A→B→B→A→A→C→C→D→D→A→A→B→B→A→A→B,1,509
A→A→B→B→C→C→B→B→A→A→B→B→A→A→C→C→B→B→C→C→B,1,511
A→A→B→B→A→A→C→C→D→D→C→C→A→A→C→C→B→B→A→A→C,1,514
A→A→B→B→C→C→B→B→A→A→D→D→B→B→A→A→B→B→D→D→B,1,518
A→A→B→B→C→C→B→B→D→D→E→E→F→F→B→B→D→D→B→B→D,1,521
A→A→B→B→C→C→B→B→C→C→A→A→B→B→D→D→B→B→C→C→B,1,523
A→A→B→B→C→C→A→A→C→C→A→A→B→B→C→C→A→A→D→D→C,1,526
A→A→B→B→C→C→D→D→C→C→B→B→A→A→B→B→C→C→B→B→C,1,532
A→A→B→B→C→C→D→D→B→B→C→C→B→B→C→C→D→D→B→B→C,1,536
A→A→B→B→C→C→A→A→D→D→B→B→C→C→B→B→C→C→A→A→C,1,544
A→A→B→B→A→A→C→C→D→D→A→A→B→B→C→C→A→A→D→D→B,1,545
A→A→B→B→A→A→B→B→C→C→B→B→A→A→B→B→C→C→D→D→E,1,560
A→A→B→B→A→A→C→C→D→D→A→A→B→B→C→C→A→A→B→B→C,1,577
A→A→B→B→A→A→C→C→B→B→A→A→B→B→C→C→A→A→B→B→A,1,580
A→A→B→B→C→C→B→B→A→A→B→B→C→C→A→A→B→B→D→D→A,1,583
A→A→B→B→C→C→A→A→B→B→A→A→B→B→C→C→D→D→C→C→B,1,584
A→A→B→B→A→A→C→C→D→D→A→A→C→C→D→D→A→A→C→C→D,1,586
A→A→B→B→C→C→A→A→B→B→C→C→A→A→D→D→B→B→A→A→C,1,587
A→A→B→B→A→A→B→B→A→A→C→C→D→D→A→A→B→B→C→C→A,1,588
A→A→B→B→A→A→B→B→C→C→B→B→A→A→D→D→B→B→A→A→B,1,590
A→A→B→B→C→C→B→B→A→A→D→D→B→B→A→A→B→B→C→C,1,591
A→A→B→B→C→C→D→D→B→B→D→D→C→C→B→B→D→D→C→C→E,1,594
A→A→B→B→A→A→C→C→B→B→C→C→A→A→B→B→C→C→B→B→A,1,597
A→A→B→B→C→C→B→B→A→A→B→B→C→C→A→A→B→B→D→D→B,1,609
A→A→B→B→C→C→A→A→B→B→C→C→D→D→C→C→B→B→C→C→A,1,613
A→A→B→B→C→C→A→A→B→B→A→A→B→B→A→A→C→C→D→D→C,1,615
A→A→B→B→A→A→C→C→A→A→C→C→A→A→B→B→A→A→C→C→B,1,622
A→A→B→B→A→A→C→C→A→A→C→C→B→B→A→A→D→D→B→B→A,1,623
A→A→B→B→C→C→D→D→C→C→B→B→A→A→D→D→C→C→B→B→A,1,624
A→A→B→B→C→C→A→A→B→B→C→C→B→B→A→A→C→C→B→B→D,1,628
A→A→B→B→A→A→B→B→A→A→C→C→D→D→C→C→E→E→D→D→C,1,630
A→A→B→B→A→A→B→B→A→A→B→B→C→C→D→D→A→A→B→B→A,1,632
A→A→B→B→A→A→B→B→A→A→B→B→A→A→C→C→D→D→C→C→D,1,637
A→A→B→B→A→A→C→C→A→A→B→B→C→C→A→A→C→C→A→A→B,1,648
A→A→B→B→C→C→A→A→B→B→D→D→C→C→A→A→B→B→A→A→B,1,652
A→A→B→B→C→C→D→D→B→B→C→C→B→B→A→A→D→D→C→C→B,1,653
A→A→B→B→C→C→A→A→B→B→C→C→A→A→B→B→A→A→C→C→D,1,657
A→A→B→B→C→C→B→B→D→D→B→B→D→D→B→B→D→D→B→B→D,1,658
A→A→B→B→C→C→A→A→C→C→A→A→B→B→A→A→C→C→B→B→A,1,663
A→A→B→B→C→C→B→B→A→A→B→B→C→C→D→D→C→C→B→B→A,1,665
A→A→B→B→C→C→A→A→C→C→D→D→A→A→C→C→B→B→A→A→C,1,669
A→A→B→B→C→C→D→D→E→E→A→A→B→B→C→C→D→D,1,674
A→A→B→B→C→C→D→D→E→E→D→D→C→C→E→E→D→D→C→C→E,1,681
A→A→B→B→C→C→D→D→A→A→B→B→C→C→B→B→A→A→D→D→A,1,687
A→A→B→B→C→C→A→A→B→B→D→D→B→B→A→A→C→C→B→B→A,1,692
A→A→B→B→C→C→A→A→C→C→A→A→B→B→C→C→A→A→C→C→B,1,696
A→A→B→B→C→C→B→B→A→A→D→D→A→A→C→C→B→B→A→A→D,1,697
A→A→B→B→A→A→C→C→D→D→E→E→F→F→E→E→F→F→G→G→B,1,705
A→A→B→B→C→C→D→D→E→E→B→B→C→C→D→D→B→B→E→E→D,1,713
A→A→B→B→C→C→D→D→A→A→C→C→A→A→D→D→B→B→C→C→A,1,719
A→A→B→B→C→C→A→A→B→B→A→A→B→B→C→C→D→D→A→A→B,1,721
A→A→B→B→C→C→B→B→A→A→D→D→A→A→D→D→A→A→D→D→A,1,725
A→A→B→B→C→C→B→B→C→C→B→B→C→C→B→B→C→C→D→D→B,1,727
A→A→B→B→C→C→D→D→C→C→B→B→C→C→D→D→A→A→B→B→C,1,735
A→A→B→B→A→A→C→C→A→A→B→B→D→D→B→B→A→A→C→C→A,1,737
