seed,pattern,structure,pattern_length,first_occurrence_step,num_occurrences,occurrence_positions,example_1,example_2,example_3
10,motive_4→motive_4→motive_5→motive_5→motive_6→motive_6→motive_3→motive_3→motive_1→motive_1→motive_2→motive_2→motive_7→motive_7→motive_3→motive_3→motive_6→motive_6→motive_5→motive_5,A→A→B→B→C→C→D→D→E→E→F→F→G→G→D→D→C→C→B→B,20,0,2,"[0, 88]",motive_4→motive_4→motive_5→motive_5→motive_6→motive_6→motive_3→motive_3→motive_1→motive_1→motive_2→motive_2→motive_7→motive_7→motive_3→motive_3→motive_6→motive_6→motive_5→motive_5,motive_8→motive_8→motive_5→motive_5→motive_6→motive_6→motive_3→motive_3→motive_1→motive_1→motive_4→motive_4→motive_7→motive_7→motive_3→motive_3→motive_6→motive_6→motive_5→motive_5,
11,motive_8→motive_8→motive_2→motive_2→motive_7→motive_7→motive_1→motive_1→motive_5→motive_5→motive_4→motive_4→motive_2→motive_2→motive_8→motive_8→motive_7→motive_7→motive_1→motive_1→motive_6,A→A→B→B→C→C→D→D→E→E→F→F→B→B→A→A→C→C→D→D→G,21,42,2,"[42, 168]",motive_8→motive_8→motive_2→motive_2→motive_7→motive_7→motive_1→motive_1→motive_5→motive_5→motive_4→motive_4→motive_2→motive_2→motive_8→motive_8→motive_7→motive_7→motive_1→motive_1→motive_6,motive_5→motive_5→motive_1→motive_1→motive_2→motive_2→motive_7→motive_7→motive_8→motive_8→motive_4→motive_4→motive_1→motive_1→motive_5→motive_5→motive_2→motive_2→motive_7→motive_7→motive_6,
12,motive_7→motive_7→motive_2→motive_2→motive_1→motive_1→motive_4→motive_4→motive_6→motive_6→motive_5→motive_5→motive_3→motive_3→motive_2→motive_2→motive_4→motive_4→motive_1→motive_1→motive_6,A→A→B→B→C→C→D→D→E→E→F→F→G→G→B→B→D→D→C→C→E,21,30,2,"[30, 130]",motive_7→motive_7→motive_2→motive_2→motive_1→motive_1→motive_4→motive_4→motive_6→motive_6→motive_5→motive_5→motive_3→motive_3→motive_2→motive_2→motive_4→motive_4→motive_1→motive_1→motive_6,motive_8→motive_8→motive_4→motive_4→motive_1→motive_1→motive_2→motive_2→motive_6→motive_6→motive_3→motive_3→motive_5→motive_5→motive_4→motive_4→motive_2→motive_2→motive_1→motive_1→motive_6,
13,motive_3→motive_3→motive_4→motive_4→motive_6→motive_6→motive_1→motive_1→motive_7→motive_7→motive_8→motive_8→motive_3→motive_3→motive_4→motive_4→motive_6→motive_6→motive_5→motive_5→motive_2,A→A→B→B→C→C→D→D→E→E→F→F→A→A→B→B→C→C→G→G→H,21,6,3,"[6, 106, 142]",motive_3→motive_3→motive_4→motive_4→motive_6→motive_6→motive_1→motive_1→motive_7→motive_7→motive_8→motive_8→motive_3→motive_3→motive_4→motive_4→motive_6→motive_6→motive_5→motive_5→motive_2,motive_7→motive_7→motive_4→motive_4→motive_6→motive_6→motive_8→motive_8→motive_3→motive_3→motive_5→motive_5→motive_7→motive_7→motive_4→motive_4→motive_6→motive_6→motive_1→motive_1→motive_2,motive_3→motive_3→motive_4→motive_4→motive_6→motive_6→motive_7→motive_7→motive_5→motive_5→motive_1→motive_1→motive_3→motive_3→motive_4→motive_4→motive_6→motive_6→motive_2→motive_2→motive_8
14,motive_3→motive_3→motive_7→motive_7→motive_2→motive_2→motive_4→motive_4→motive_1→motive_1→motive_6→motive_6→motive_5→motive_5→motive_7→motive_7→motive_4→motive_4→motive_2→motive_2→motive_3,A→A→B→B→C→C→D→D→E→E→F→F→G→G→B→B→D→D→C→C→A,21,22,2,"[22, 148]",motive_3→motive_3→motive_7→motive_7→motive_2→motive_2→motive_4→motive_4→motive_1→motive_1→motive_6→motive_6→motive_5→motive_5→motive_7→motive_7→motive_4→motive_4→motive_2→motive_2→motive_3,motive_1→motive_1→motive_2→motive_2→motive_4→motive_4→motive_7→motive_7→motive_5→motive_5→motive_8→motive_8→motive_3→motive_3→motive_2→motive_2→motive_7→motive_7→motive_4→motive_4→motive_1,
15,motive_8→motive_8→motive_1→motive_1→motive_5→motive_5→motive_6→motive_6→motive_2→motive_2→motive_4→motive_4→motive_7→motive_7→motive_1→motive_1→motive_3→motive_3→motive_8→motive_8→motive_6,A→A→B→B→C→C→D→D→E→E→F→F→G→G→B→B→H→H→A→A→D,21,14,2,"[14, 88]",motive_8→motive_8→motive_1→motive_1→motive_5→motive_5→motive_6→motive_6→motive_2→motive_2→motive_4→motive_4→motive_7→motive_7→motive_1→motive_1→motive_3→motive_3→motive_8→motive_8→motive_6,motive_8→motive_8→motive_6→motive_6→motive_2→motive_2→motive_4→motive_4→motive_5→motive_5→motive_1→motive_1→motive_7→motive_7→motive_6→motive_6→motive_3→motive_3→motive_8→motive_8→motive_4,
16,motive_2→motive_2→motive_1→motive_1→motive_6→motive_6→motive_3→motive_3→motive_8→motive_8→motive_5→motive_5→motive_2→motive_2→motive_7→motive_7→motive_1→motive_1→motive_6→motive_6→motive_3,A→A→B→B→C→C→D→D→E→E→F→F→A→A→G→G→B→B→C→C→D,21,100,2,"[100, 148]",motive_2→motive_2→motive_1→motive_1→motive_6→motive_6→motive_3→motive_3→motive_8→motive_8→motive_5→motive_5→motive_2→motive_2→motive_7→motive_7→motive_1→motive_1→motive_6→motive_6→motive_3,motive_2→motive_2→motive_3→motive_3→motive_5→motive_5→motive_6→motive_6→motive_8→motive_8→motive_1→motive_1→motive_2→motive_2→motive_7→motive_7→motive_3→motive_3→motive_5→motive_5→motive_6,
17,motive_8→motive_8→motive_4→motive_4→motive_5→motive_5→motive_3→motive_3→motive_8→motive_8→motive_1→motive_1→motive_7→motive_7→motive_2→motive_2→motive_5→motive_5→motive_8→motive_8→motive_4,A→A→B→B→C→C→D→D→A→A→E→E→F→F→G→G→C→C→A→A→B,21,6,2,"[6, 104]",motive_8→motive_8→motive_4→motive_4→motive_5→motive_5→motive_3→motive_3→motive_8→motive_8→motive_1→motive_1→motive_7→motive_7→motive_2→motive_2→motive_5→motive_5→motive_8→motive_8→motive_4,motive_8→motive_8→motive_4→motive_4→motive_5→motive_5→motive_7→motive_7→motive_8→motive_8→motive_1→motive_1→motive_2→motive_2→motive_3→motive_3→motive_5→motive_5→motive_8→motive_8→motive_4,
18,motive_5→motive_5→motive_8→motive_8→motive_3→motive_3→motive_4→motive_4→motive_1→motive_1→motive_7→motive_7→motive_5→motive_5→motive_2→motive_2→motive_8→motive_8→motive_6→motive_6→motive_3,A→A→B→B→C→C→D→D→E→E→F→F→A→A→G→G→B→B→H→H→C,21,22,2,"[22, 166]",motive_5→motive_5→motive_8→motive_8→motive_3→motive_3→motive_4→motive_4→motive_1→motive_1→motive_7→motive_7→motive_5→motive_5→motive_2→motive_2→motive_8→motive_8→motive_6→motive_6→motive_3,motive_3→motive_3→motive_7→motive_7→motive_8→motive_8→motive_2→motive_2→motive_5→motive_5→motive_4→motive_4→motive_3→motive_3→motive_1→motive_1→motive_7→motive_7→motive_6→motive_6→motive_8,
19,motive_2→motive_2→motive_6→motive_6→motive_3→motive_3→motive_1→motive_1→motive_5→motive_5→motive_2→motive_2→motive_8→motive_8→motive_7→motive_7→motive_3→motive_3→motive_2→motive_2→motive_6,A→A→B→B→C→C→D→D→E→E→A→A→F→F→G→G→C→C→A→A→B,21,22,2,"[22, 40]",motive_2→motive_2→motive_6→motive_6→motive_3→motive_3→motive_1→motive_1→motive_5→motive_5→motive_2→motive_2→motive_8→motive_8→motive_7→motive_7→motive_3→motive_3→motive_2→motive_2→motive_6,motive_2→motive_2→motive_6→motive_6→motive_5→motive_5→motive_1→motive_1→motive_4→motive_4→motive_2→motive_2→motive_8→motive_8→motive_3→motive_3→motive_5→motive_5→motive_2→motive_2→motive_6,
20,motive_7→motive_7→motive_5→motive_5→motive_8→motive_8→motive_4→motive_4→motive_1→motive_1→motive_3→motive_3→motive_6→motive_6→motive_5→motive_5→motive_4→motive_4→motive_8→motive_8→motive_1,A→A→B→B→C→C→D→D→E→E→F→F→G→G→B→B→D→D→C→C→E,21,6,2,"[6, 126]",motive_7→motive_7→motive_5→motive_5→motive_8→motive_8→motive_4→motive_4→motive_1→motive_1→motive_3→motive_3→motive_6→motive_6→motive_5→motive_5→motive_4→motive_4→motive_8→motive_8→motive_1,motive_7→motive_7→motive_4→motive_4→motive_1→motive_1→motive_5→motive_5→motive_8→motive_8→motive_3→motive_3→motive_6→motive_6→motive_4→motive_4→motive_5→motive_5→motive_1→motive_1→motive_8,
21,motive_6→motive_6→motive_1→motive_1→motive_8→motive_8→motive_3→motive_3→motive_5→motive_5→motive_7→motive_7→motive_2→motive_2→motive_6→motive_6→motive_3→motive_3→motive_8→motive_8→motive_1,A→A→B→B→C→C→D→D→E→E→F→F→G→G→A→A→D→D→C→C→B,21,30,3,"[30, 148, 178]",motive_6→motive_6→motive_1→motive_1→motive_8→motive_8→motive_3→motive_3→motive_5→motive_5→motive_7→motive_7→motive_2→motive_2→motive_6→motive_6→motive_3→motive_3→motive_8→motive_8→motive_1,motive_7→motive_7→motive_1→motive_1→motive_6→motive_6→motive_3→motive_3→motive_8→motive_8→motive_2→motive_2→motive_5→motive_5→motive_7→motive_7→motive_3→motive_3→motive_6→motive_6→motive_1,motive_7→motive_7→motive_1→motive_1→motive_8→motive_8→motive_3→motive_3→motive_5→motive_5→motive_6→motive_6→motive_2→motive_2→motive_7→motive_7→motive_3→motive_3→motive_8→motive_8→motive_1
22,motive_4→motive_4→motive_3→motive_3→motive_6→motive_6→motive_7→motive_7→motive_8→motive_8→motive_2→motive_2→motive_1→motive_1→motive_5→motive_5→motive_6→motive_6→motive_7→motive_7→motive_8,A→A→B→B→C→C→D→D→E→E→F→F→G→G→H→H→C→C→D→D→E,21,6,2,"[6, 90]",motive_4→motive_4→motive_3→motive_3→motive_6→motive_6→motive_7→motive_7→motive_8→motive_8→motive_2→motive_2→motive_1→motive_1→motive_5→motive_5→motive_6→motive_6→motive_7→motive_7→motive_8,motive_3→motive_3→motive_4→motive_4→motive_5→motive_5→motive_6→motive_6→motive_7→motive_7→motive_8→motive_8→motive_1→motive_1→motive_2→motive_2→motive_5→motive_5→motive_6→motive_6→motive_7,
23,motive_1→motive_1→motive_2→motive_2→motive_8→motive_8→motive_6→motive_6→motive_7→motive_7→motive_1→motive_1→motive_2→motive_2→motive_8→motive_8→motive_7→motive_7→motive_5→motive_5→motive_3,A→A→B→B→C→C→D→D→E→E→A→A→B→B→C→C→E→E→F→F→G,21,36,2,"[36, 150]",motive_1→motive_1→motive_2→motive_2→motive_8→motive_8→motive_6→motive_6→motive_7→motive_7→motive_1→motive_1→motive_2→motive_2→motive_8→motive_8→motive_7→motive_7→motive_5→motive_5→motive_3,motive_8→motive_8→motive_7→motive_7→motive_1→motive_1→motive_3→motive_3→motive_2→motive_2→motive_8→motive_8→motive_7→motive_7→motive_1→motive_1→motive_2→motive_2→motive_6→motive_6→motive_4,
24,motive_5→motive_5→motive_4→motive_4→motive_7→motive_7→motive_2→motive_2→motive_1→motive_1→motive_8→motive_8→motive_5→motive_5→motive_6→motive_6→motive_3→motive_3→motive_7→motive_7→motive_2,A→A→B→B→C→C→D→D→E→E→F→F→A→A→G→G→H→H→C→C→D,21,48,2,"[48, 70]",motive_5→motive_5→motive_4→motive_4→motive_7→motive_7→motive_2→motive_2→motive_1→motive_1→motive_8→motive_8→motive_5→motive_5→motive_6→motive_6→motive_3→motive_3→motive_7→motive_7→motive_2,motive_1→motive_1→motive_4→motive_4→motive_5→motive_5→motive_8→motive_8→motive_6→motive_6→motive_3→motive_3→motive_1→motive_1→motive_2→motive_2→motive_7→motive_7→motive_5→motive_5→motive_8,
25,motive_8→motive_8→motive_6→motive_6→motive_2→motive_2→motive_3→motive_3→motive_4→motive_4→motive_1→motive_1→motive_2→motive_2→motive_6→motive_6→motive_3→motive_3→motive_8→motive_8→motive_2,A→A→B→B→C→C→D→D→E→E→F→F→C→C→B→B→D→D→A→A→C,21,42,2,"[42, 138]",motive_8→motive_8→motive_6→motive_6→motive_2→motive_2→motive_3→motive_3→motive_4→motive_4→motive_1→motive_1→motive_2→motive_2→motive_6→motive_6→motive_3→motive_3→motive_8→motive_8→motive_2,motive_8→motive_8→motive_3→motive_3→motive_2→motive_2→motive_6→motive_6→motive_4→motive_4→motive_1→motive_1→motive_2→motive_2→motive_3→motive_3→motive_6→motive_6→motive_8→motive_8→motive_2,
26,motive_2→motive_2→motive_7→motive_7→motive_6→motive_6→motive_8→motive_8→motive_1→motive_1→motive_2→motive_2→motive_4→motive_4→motive_8→motive_8→motive_6→motive_6→motive_2→motive_2→motive_7,A→A→B→B→C→C→D→D→E→E→A→A→F→F→D→D→C→C→A→A→B,21,42,2,"[42, 108]",motive_2→motive_2→motive_7→motive_7→motive_6→motive_6→motive_8→motive_8→motive_1→motive_1→motive_2→motive_2→motive_4→motive_4→motive_8→motive_8→motive_6→motive_6→motive_2→motive_2→motive_7,motive_8→motive_8→motive_5→motive_5→motive_1→motive_1→motive_2→motive_2→motive_7→motive_7→motive_8→motive_8→motive_6→motive_6→motive_2→motive_2→motive_1→motive_1→motive_8→motive_8→motive_5,
27,motive_3→motive_3→motive_5→motive_5→motive_8→motive_8→motive_1→motive_1→motive_6→motive_6→motive_4→motive_4→motive_2→motive_2→motive_3→motive_3→motive_8→motive_8→motive_5→motive_5→motive_7,A→A→B→B→C→C→D→D→E→E→F→F→G→G→A→A→C→C→B→B→H,21,40,2,"[40, 158]",motive_3→motive_3→motive_5→motive_5→motive_8→motive_8→motive_1→motive_1→motive_6→motive_6→motive_4→motive_4→motive_2→motive_2→motive_3→motive_3→motive_8→motive_8→motive_5→motive_5→motive_7,motive_4→motive_4→motive_2→motive_2→motive_6→motive_6→motive_7→motive_7→motive_8→motive_8→motive_5→motive_5→motive_3→motive_3→motive_4→motive_4→motive_6→motive_6→motive_2→motive_2→motive_1,
28,motive_8→motive_8→motive_2→motive_2→motive_6→motive_6→motive_4→motive_4→motive_3→motive_3→motive_8→motive_8→motive_7→motive_7→motive_1→motive_1→motive_4→motive_4→motive_2→motive_2→motive_8,A→A→B→B→C→C→D→D→E→E→A→A→F→F→G→G→D→D→B→B→A,21,16,2,"[16, 26]",motive_8→motive_8→motive_2→motive_2→motive_6→motive_6→motive_4→motive_4→motive_3→motive_3→motive_8→motive_8→motive_7→motive_7→motive_1→motive_1→motive_4→motive_4→motive_2→motive_2→motive_8,motive_8→motive_8→motive_7→motive_7→motive_1→motive_1→motive_4→motive_4→motive_2→motive_2→motive_8→motive_8→motive_6→motive_6→motive_3→motive_3→motive_4→motive_4→motive_7→motive_7→motive_8,
29,motive_4→motive_4→motive_1→motive_1→motive_8→motive_8→motive_7→motive_7→motive_5→motive_5→motive_6→motive_6→motive_2→motive_2→motive_4→motive_4→motive_1→motive_1→motive_5→motive_5→motive_7,A→A→B→B→C→C→D→D→E→E→F→F→G→G→A→A→B→B→E→E→D,21,8,2,"[8, 168]",motive_4→motive_4→motive_1→motive_1→motive_8→motive_8→motive_7→motive_7→motive_5→motive_5→motive_6→motive_6→motive_2→motive_2→motive_4→motive_4→motive_1→motive_1→motive_5→motive_5→motive_7,motive_7→motive_7→motive_1→motive_1→motive_6→motive_6→motive_4→motive_4→motive_5→motive_5→motive_2→motive_2→motive_8→motive_8→motive_7→motive_7→motive_1→motive_1→motive_5→motive_5→motive_4,
30,motive_6→motive_6→motive_5→motive_5→motive_8→motive_8→motive_3→motive_3→motive_2→motive_2→motive_6→motive_6→motive_5→motive_5→motive_7→motive_7→motive_1→motive_1→motive_4→motive_4→motive_8,A→A→B→B→C→C→D→D→E→E→A→A→B→B→F→F→G→G→H→H→C,21,16,2,"[16, 132]",motive_6→motive_6→motive_5→motive_5→motive_8→motive_8→motive_3→motive_3→motive_2→motive_2→motive_6→motive_6→motive_5→motive_5→motive_7→motive_7→motive_1→motive_1→motive_4→motive_4→motive_8,motive_8→motive_8→motive_5→motive_5→motive_2→motive_2→motive_4→motive_4→motive_6→motive_6→motive_8→motive_8→motive_5→motive_5→motive_3→motive_3→motive_7→motive_7→motive_1→motive_1→motive_2,
31,motive_5→motive_5→motive_2→motive_2→motive_6→motive_6→motive_7→motive_7→motive_1→motive_1→motive_5→motive_5→motive_3→motive_3→motive_4→motive_4→motive_6→motive_6→motive_2→motive_2,A→A→B→B→C→C→D→D→E→E→A→A→F→F→G→G→C→C→B→B,20,14,2,"[14, 110]",motive_5→motive_5→motive_2→motive_2→motive_6→motive_6→motive_7→motive_7→motive_1→motive_1→motive_5→motive_5→motive_3→motive_3→motive_4→motive_4→motive_6→motive_6→motive_2→motive_2,motive_5→motive_5→motive_2→motive_2→motive_1→motive_1→motive_3→motive_3→motive_4→motive_4→motive_5→motive_5→motive_6→motive_6→motive_7→motive_7→motive_1→motive_1→motive_2→motive_2,
32,motive_7→motive_7→motive_8→motive_8→motive_4→motive_4→motive_6→motive_6→motive_5→motive_5→motive_3→motive_3→motive_7→motive_7→motive_8→motive_8→motive_6→motive_6→motive_5→motive_5→motive_4,A→A→B→B→C→C→D→D→E→E→F→F→A→A→B→B→D→D→E→E→C,21,2,2,"[2, 144]",motive_7→motive_7→motive_8→motive_8→motive_4→motive_4→motive_6→motive_6→motive_5→motive_5→motive_3→motive_3→motive_7→motive_7→motive_8→motive_8→motive_6→motive_6→motive_5→motive_5→motive_4,motive_8→motive_8→motive_4→motive_4→motive_3→motive_3→motive_7→motive_7→motive_6→motive_6→motive_5→motive_5→motive_8→motive_8→motive_4→motive_4→motive_7→motive_7→motive_6→motive_6→motive_3,
33,motive_1→motive_1→motive_3→motive_3→motive_4→motive_4→motive_7→motive_7→motive_6→motive_6→motive_1→motive_1→motive_3→motive_3→motive_7→motive_7→motive_4→motive_4→motive_2→motive_2→motive_1,A→A→B→B→C→C→D→D→E→E→A→A→B→B→D→D→C→C→F→F→A,21,20,2,"[20, 58]",motive_1→motive_1→motive_3→motive_3→motive_4→motive_4→motive_7→motive_7→motive_6→motive_6→motive_1→motive_1→motive_3→motive_3→motive_7→motive_7→motive_4→motive_4→motive_2→motive_2→motive_1,motive_7→motive_7→motive_3→motive_3→motive_4→motive_4→motive_1→motive_1→motive_2→motive_2→motive_7→motive_7→motive_3→motive_3→motive_1→motive_1→motive_4→motive_4→motive_6→motive_6→motive_7,
34,motive_3→motive_3→motive_6→motive_6→motive_1→motive_1→motive_2→motive_2→motive_4→motive_4→motive_7→motive_7→motive_3→motive_3→motive_1→motive_1→motive_6→motive_6→motive_5→motive_5→motive_3,A→A→B→B→C→C→D→D→E→E→F→F→A→A→C→C→B→B→G→G→A,21,46,2,"[46, 90]",motive_3→motive_3→motive_6→motive_6→motive_1→motive_1→motive_2→motive_2→motive_4→motive_4→motive_7→motive_7→motive_3→motive_3→motive_1→motive_1→motive_6→motive_6→motive_5→motive_5→motive_3,motive_3→motive_3→motive_6→motive_6→motive_1→motive_1→motive_4→motive_4→motive_7→motive_7→motive_5→motive_5→motive_3→motive_3→motive_1→motive_1→motive_6→motive_6→motive_2→motive_2→motive_3,
35,motive_2→motive_2→motive_5→motive_5→motive_1→motive_1→motive_4→motive_4→motive_3→motive_3→motive_6→motive_6→motive_7→motive_7→motive_2→motive_2→motive_5→motive_5→motive_1→motive_1→motive_4,A→A→B→B→C→C→D→D→E→E→F→F→G→G→A→A→B→B→C→C→D,21,20,2,"[20, 22]",motive_2→motive_2→motive_5→motive_5→motive_1→motive_1→motive_4→motive_4→motive_3→motive_3→motive_6→motive_6→motive_7→motive_7→motive_2→motive_2→motive_5→motive_5→motive_1→motive_1→motive_4,motive_5→motive_5→motive_1→motive_1→motive_4→motive_4→motive_3→motive_3→motive_6→motive_6→motive_7→motive_7→motive_2→motive_2→motive_5→motive_5→motive_1→motive_1→motive_4→motive_4→motive_3,
