structural_pattern,num_simulations,simulation_ids
A→A→B→B→C→C→D→D→E→E→F→F→C→C→B→B→D→D→G→G→A,1,837
A→A→B→B→C→C→D→D→E→E→F→F→G→G→C→C→D→D→B→B→E,1,838
A→A→B→B→C→C→A→A→D→D→E→E→F→F→C→C→G→G→B→B,1,839
A→A→B→B→C→C→A→A→D→D→E→E→F→F→G→G→B→B→A→A→D,1,841
A→A→B→B→C→C→D→D→E→E→F→F→G→G→B→B→E→E→C→C,1,845
A→A→B→B→C→C→D→D→E→E→F→F→G→G→A→A→C→C→H→H→B,1,849
A→A→B→B→C→C→D→D→E→E→F→F→G→G→H→H→B→B→C→C→E,1,850
A→A→B→B→C→C→D→D→A→A→B→B→E→E→F→F→C→C→D→D→A,1,853
A→A→B→B→C→C→D→D→E→E→B→B→C→C→F→F→G→G→H→H,1,854
A→A→B→B→C→C→D→D→E→E→F→F→A→A→G→G→B→B→H→H,1,857
A→A→B→B→C→C→D→D→E→E→F→F→A→A→B→B→C→C→D→D→F,1,858
A→A→B→B→C→C→D→D→E→E→F→F→A→A→G→G→H→H→F→F→A,1,862
A→A→B→B→C→C→D→D→E→E→F→F→C→C→D→D→G→G→C→C→D,1,863
A→A→B→B→C→C→D→D→B→B→A→A→E→E→F→F→C→C→D→D→B,1,867
A→A→B→B→C→C→D→D→E→E→F→F→B→B→C→C→A→A→E→E,1,869
A→A→B→B→C→C→D→D→E→E→F→F→B→B→C→C→D→D→B→B→C,1,870
A→A→B→B→C→C→D→D→A→A→B→B→C→C→B→B→D→D→A→A→B,1,871
A→A→B→B→C→C→D→D→E→E→F→F→G→G→C→C→D→D→A→A→C,1,872
A→A→B→B→C→C→A→A→B→B→D→D→C→C→E→E→F→F→A→A→B,1,876
A→A→B→B→C→C→D→D→E→E→A→A→F→F→G→G→B→B→H→H→F,1,881
A→A→B→B→C→C→D→D→E→E→F→F→A→A→C→C→D→D→E→E,1,882
A→A→B→B→C→C→D→D→E→E→F→F→G→G→A→A→F→F→C→C→G,1,885
A→A→B→B→C→C→A→A→D→D→E→E→C→C→F→F→A→A→B→B→D,1,887
A→A→B→B→C→C→D→D→E→E→F→F→A→A→G→G→B→B→A→A→E,1,890
A→A→B→B→C→C→D→D→E→E→F→F→G→G→H→H→A→A→E→E→F,1,893
A→A→B→B→C→C→D→D→A→A→E→E→F→F→C→C→D→D→B→B→A,1,894
A→A→B→B→C→C→D→D→E→E→A→A→B→B→F→F→C→C→E→E→A,1,895
A→A→B→B→C→C→D→D→E→E→F→F→A→A→G→G→H→H→D→D→A,1,896
A→A→B→B→C→C→D→D→A→A→E→E→C→C→D→D→A→A→B→B→F,1,898
A→A→B→B→C→C→D→D→E→E→B→B→A→A→C→C→B→B→D→D→E,1,899
A→A→B→B→C→C→D→D→A→A→B→B→C→C→D→D→E→E→B→B→A,1,900
A→A→B→B→C→C→D→D→E→E→F→F→B→B→D→D→A→A→E→E→D,1,902
A→A→B→B→C→C→D→D→E→E→F→F→G→G→D→D→H→H→B→B→G,1,904
A→A→B→B→C→C→D→D→B→B→A→A→E→E→F→F→C→C→B→B→D,1,905
A→A→B→B→C→C→D→D→E→E→F→F→G→G→A→A→D→D→C→C→E,1,906
A→A→B→B→C→C→D→D→A→A→B→B→E→E→F→F→A→A→D→D→C,1,907
A→A→B→B→C→C→D→D→E→E→F→F→C→C→B→B→D→D→E→E,1,910
A→A→B→B→C→C→D→D→E→E→F→F→B→B→G→G→A→A→H→H→B,1,913
A→A→B→B→C→C→D→D→E→E→F→F→A→A→G→G→B→B→D→D→C,1,914
A→A→B→B→C→C→A→A→D→D→E→E→B→B→A→A→C→C→F→F→A,1,915
A→A→B→B→C→C→D→D→A→A→E→E→B→B→A→A→C→C→D→D→E,1,919
A→A→B→B→C→C→D→D→E→E→B→B→D→D→C→C→A→A→F→F→B,1,920
A→A→B→B→C→C→D→D→A→A→B→B→C→C→E→E→A→A→F→F→B,1,921
A→A→B→B→C→C→D→D→E→E→F→F→A→A→G→G→B→B→E→E→F,1,922
A→A→B→B→C→C→D→D→E→E→F→F→G→G→H→H→C→C→B→B→E,1,924
A→A→B→B→C→C→D→D→E→E→F→F→A→A→B→B→G→G→E→E,1,925
A→A→B→B→C→C→D→D→E→E→F→F→C→C→E→E→D→D→G→G→C,1,929
A→A→B→B→C→C→D→D→A→A→E→E→C→C→F→F→G→G→H→H→D,1,930
A→A→B→B→C→C→D→D→E→E→F→F→A→A→B→B→G→G→E→E→C,1,931
A→A→B→B→C→C→D→D→A→A→B→B→E→E→F→F→D→D→A→A→B,1,935
A→A→B→B→C→C→D→D→A→A→E→E→F→F→B→B→C→C→A→A→E,1,936
A→A→B→B→C→C→D→D→E→E→F→F→A→A→C→C→B→B→D→D→F,1,937
A→A→B→B→C→C→D→D→E→E→A→A→F→F→C→C→D→D→B→B→G,1,941
A→A→B→B→C→C→D→D→A→A→E→E→F→F→D→D→C→C→B→B→G,1,942
A→A→B→B→C→C→D→D→E→E→A→A→F→F→B→B→C→C→G→G→H,1,943
A→A→B→B→C→C→D→D→E→E→A→A→F→F→B→B→E→E→A→A→F,1,945
A→A→B→B→C→C→D→D→E→E→F→F→A→A→B→B→G→G→C→C→D,1,949
A→A→B→B→C→C→D→D→E→E→F→F→A→A→D→D→E→E→G→G→H,1,951
A→A→B→B→C→C→A→A→D→D→B→B→E→E→F→F→A→A→B→B→D,1,953
A→A→B→B→C→C→D→D→E→E→F→F→A→A→G→G→D→D→H→H,1,959
A→A→B→B→C→C→D→D→E→E→B→B→F→F→G→G→A→A→C→C→B,1,960
A→A→B→B→C→C→D→D→E→E→F→F→G→G→H→H→D→D→E→E→G,1,962
A→A→B→B→C→C→D→D→E→E→F→F→G→G→H→H→D→D→B→B→C,1,968
A→A→B→B→C→C→D→D→E→E→F→F→A→A→B→B→D→D→E→E→F,1,969
A→A→B→B→C→C→D→D→E→E→F→F→A→A→B→B→C→C→A→A→B,1,970
A→A→B→B→C→C→D→D→E→E→A→A→F→F→C→C→D→D→G→G→A,1,973
A→A→B→B→C→C→D→D→E→E→B→B→C→C→D→D→E→E→F→F→B,1,974
A→A→B→B→C→C→D→D→A→A→B→B→E→E→C→C→F→F→G→G→H,1,975
A→A→B→B→C→C→D→D→E→E→F→F→B→B→G→G→C→C→A→A→D,1,976
A→A→B→B→C→C→D→D→E→E→A→A→F→F→B→B→G→G→H→H→A,1,977
A→A→B→B→C→C→D→D→E→E→A→A→F→F→G→G→D→D→C→C,1,978
A→A→B→B→C→C→D→D→E→E→F→F→G→G→H→H→A→A→E→E→D,1,979
A→A→B→B→C→C→D→D→E→E→B→B→A→A→F→F→D→D→E→E→B,1,983
A→A→B→B→C→C→D→D→A→A→E→E→B→B→F→F→G→G→H→H→D,1,984
A→A→B→B→C→C→D→D→E→E→F→F→G→G→B→B→D→D→C→C→B,1,988
A→A→B→B→C→C→D→D→E→E→A→A→F→F→B→B→A→A→D→D→E,1,989
A→A→B→B→C→C→D→D→E→E→F→F→G→G→C→C→D→D→B→B→A,1,991
A→A→B→B→C→C→D→D→A→A→E→E→F→F→G→G→D→D→A→A→E,1,992
A→A→B→B→C→C→D→D→E→E→F→F→A→A→B→B→G→G→F→F→E,1,994
A→A→B→B→C→C→D→D→E→E→A→A→B→B→F→F→G→G→A→A,1,995
A→A→B→B→C→C→D→D→E→E→F→F→G→G→A→A→F→F→E→E→D,1,996
A→A→B→B→C→C→D→D→E→E→F→F→B→B→A→A→C→C→G→G→B,1,997
A→A→B→B→C→C→A→A→D→D→E→E→F→F→B→B→G→G→C→C→A,1,999
