test_id,elevation,amplitude,initial_mean,initial_std,corr_mean,corr_std,corr_range,rhythm_detected,mean_period,mean_strength,n_rhythmic_motives
39,0.26666666666666666,0.8555555555555555,0.16666666666666663,0.1,0.2513888888888889,0.5843625180221057,1.5888888888888888,False,0.0,0.0,3
40,0.4222222222222222,0.3833333333333333,-0.3888888888888889,0.2,0.44652777777777775,0.3102286281076117,0.961111111111111,False,0.0,0.0,0
41,0.5,0.6666666666666666,-0.16666666666666669,0.4,0.47916666666666663,0.4443901876604488,1.1666666666666665,False,0.0,0.0,0
42,0.26666666666666666,0.28888888888888886,0.38888888888888884,0.2,0.3222222222222222,0.30892086165461874,1.0222222222222221,True,78.75,0.5672330302126574,8
43,-0.04444444444444445,0.6666666666666666,-0.2777777777777778,0.5,0.002777777777777765,0.5484475846299441,1.711111111111111,False,0.0,0.0,1
44,0.1111111111111111,0.95,-0.05555555555555558,0.1,0.10347222222222223,0.6611691005146176,1.8388888888888888,False,0.0,0.0,0
45,0.4222222222222222,0.5722222222222222,0.05555555555555558,0.1,0.4229166666666667,0.4056072788554143,1.15,False,0.0,0.0,0
46,0.1111111111111111,0.95,0.38888888888888884,0.4,0.10347222222222223,0.6611691005146176,1.8388888888888888,False,0.0,0.0,0
47,0.4222222222222222,0.3833333333333333,-0.5,0.30000000000000004,0.44652777777777775,0.3102286281076117,0.961111111111111,False,0.0,0.0,0
48,0.18888888888888888,0.95,-0.5,0.4,0.17152777777777778,0.648362357129079,1.761111111111111,False,0.0,0.0,0
49,0.3444444444444445,0.28888888888888886,-0.2777777777777778,0.5,0.39027777777777783,0.28794919283498777,0.9444444444444444,True,95.625,0.5170885741046024,8
50,-0.12222222222222223,0.28888888888888886,-0.2777777777777778,0.30000000000000004,-0.018055555555555564,0.4217445214321398,1.411111111111111,False,0.0,0.0,0
51,-0.04444444444444445,0.3833333333333333,0.16666666666666663,0.1,0.038194444444444434,0.4296894290080157,1.4277777777777778,False,0.0,0.0,1
52,0.5,0.19444444444444445,-0.16666666666666669,0.1,0.5381944444444444,0.20968887704005904,0.6944444444444444,False,0.0,0.0,0
53,0.5,0.5722222222222222,0.38888888888888884,0.4,0.49097222222222225,0.39237463103550274,1.0722222222222222,False,0.0,0.0,0
54,0.18888888888888888,0.7611111111111111,0.5,0.5,0.19513888888888886,0.5472041557931407,1.5722222222222222,False,0.0,0.0,3
55,0.1111111111111111,0.6666666666666666,-0.2777777777777778,0.5,0.13888888888888884,0.5144516438181148,1.5555555555555556,False,0.0,0.0,0
56,-0.12222222222222223,0.47777777777777775,-0.3888888888888889,0.4,-0.041666666666666685,0.48634914806871055,1.6,False,0.0,0.0,0
57,0.4222222222222222,0.47777777777777775,-0.16666666666666669,0.4,0.4347222222222223,0.35661463362231816,1.0555555555555556,False,0.0,0.0,0
58,-0.2,0.1,0.5,0.30000000000000004,-0.06250000000000001,0.4060095442227929,1.3,False,0.0,0.0,1
59,0.18888888888888888,0.28888888888888886,0.05555555555555558,0.4,0.25416666666666665,0.33056430894105765,1.1,True,65.85714285714286,0.5779578116227727,7
60,0.5,0.3833333333333333,-0.05555555555555558,0.5,0.5145833333333334,0.2934987104836332,0.8833333333333333,False,0.0,0.0,0
61,-0.04444444444444445,0.1,0.05555555555555558,0.2,0.0736111111111111,0.35520544828849004,1.1444444444444444,False,0.0,0.0,0
62,-0.04444444444444445,0.28888888888888886,0.05555555555555558,0.2,0.04999999999999999,0.3984150698721555,1.3333333333333333,False,0.0,0.0,0
63,-0.12222222222222223,0.6666666666666666,-0.5,0.4,-0.06527777777777777,0.566433435118155,1.7888888888888888,False,0.0,0.0,0
64,-0.2,0.8555555555555555,-0.05555555555555558,0.1,-0.15694444444444447,0.6727829961261976,2.0555555555555554,False,0.0,0.0,0
65,0.26666666666666666,0.8555555555555555,-0.05555555555555558,0.30000000000000004,0.2513888888888889,0.5843625180221057,1.5888888888888888,False,0.0,0.0,0
66,-0.04444444444444445,0.28888888888888886,0.05555555555555558,0.30000000000000004,0.04999999999999999,0.3984150698721555,1.3333333333333333,False,0.0,0.0,1
67,0.1111111111111111,0.95,-0.05555555555555558,0.4,0.10347222222222223,0.6611691005146176,1.8388888888888888,False,0.0,0.0,0
68,0.18888888888888888,0.6666666666666666,-0.05555555555555558,0.5,0.20694444444444443,0.4985762909537863,1.4777777777777779,False,0.0,0.0,2
69,0.5,0.1,0.16666666666666663,0.5,0.55,0.18027756377319948,0.6,False,0.0,0.0,0
70,-0.12222222222222223,0.7611111111111111,0.38888888888888884,0.1,-0.07708333333333334,0.6104253570358507,1.8833333333333333,False,0.0,0.0,0
71,0.3444444444444445,0.3833333333333333,-0.5,0.4,0.3784722222222223,0.3281240814214067,1.0388888888888888,False,0.0,0.0,3
72,0.5,0.28888888888888886,-0.3888888888888889,0.1,0.5263888888888889,0.24869644717909858,0.7888888888888889,False,0.0,0.0,0
73,0.4222222222222222,0.28888888888888886,-0.16666666666666669,0.4,0.4583333333333333,0.2678071675895656,0.8666666666666667,False,0.0,0.0,0
74,0.5,0.5722222222222222,0.2777777777777777,0.4,0.49097222222222225,0.39237463103550274,1.0722222222222222,False,0.0,0.0,0
75,0.3444444444444445,0.5722222222222222,-0.05555555555555558,0.2,0.3548611111111111,0.41999997703556663,1.2277777777777776,True,88.6,0.5292577437237744,5
76,-0.12222222222222223,0.28888888888888886,0.05555555555555558,0.5,-0.018055555555555564,0.4217445214321398,1.411111111111111,False,0.0,0.0,1
77,-0.2,0.6666666666666666,0.16666666666666663,0.30000000000000004,-0.13333333333333336,0.5849976258261415,1.8666666666666667,False,0.0,0.0,0
78,0.18888888888888888,0.47777777777777775,0.2777777777777777,0.2,0.23055555555555554,0.4075578425962729,1.2888888888888888,True,60.8,0.5842938954985799,5
79,0.033333333333333326,0.6666666666666666,-0.2777777777777778,0.30000000000000004,0.07083333333333332,0.5310988347023764,1.6333333333333333,False,0.0,0.0,0
80,0.5,0.7611111111111111,-0.5,0.5,0.4673611111111111,0.4974118004514922,1.2992979390142056,False,0.0,0.0,0
81,0.1111111111111111,0.7611111111111111,-0.3888888888888889,0.5,0.12708333333333333,0.5619111286603475,1.65,False,0.0,0.0,0
82,-0.04444444444444445,0.95,0.5,0.5,-0.032638888888888884,0.6889529400106967,1.9944444444444445,False,0.0,0.0,0
83,0.4222222222222222,0.28888888888888886,0.2777777777777777,0.4,0.4583333333333333,0.2678071675895656,0.8666666666666667,False,0.0,0.0,0
84,0.033333333333333326,0.7611111111111111,0.16666666666666663,0.5,0.05902777777777776,0.5773899439516964,1.7277777777777779,False,0.0,0.0,0
85,0.26666666666666666,0.6666666666666666,0.38888888888888884,0.2,0.275,0.4835488025468003,1.4,False,0.0,0.0,2
86,0.5,0.3833333333333333,-0.05555555555555558,0.5,0.5145833333333334,0.2934987104836332,0.8833333333333333,False,0.0,0.0,0
87,0.1111111111111111,0.95,0.16666666666666663,0.2,0.10347222222222223,0.6611691005146176,1.8388888888888888,False,0.0,0.0,0
88,0.1111111111111111,0.28888888888888886,0.05555555555555558,0.2,0.18611111111111112,0.3527559048337273,1.1777777777777778,False,0.0,0.0,0
89,0.18888888888888888,0.47777777777777775,-0.5,0.4,0.23055555555555554,0.4075578425962729,1.2888888888888888,False,0.0,0.0,1
90,0.1111111111111111,0.6666666666666666,0.2777777777777777,0.30000000000000004,0.13888888888888884,0.5144516438181148,1.5555555555555556,False,0.0,0.0,1
91,0.1111111111111111,0.19444444444444445,-0.3888888888888889,0.1,0.19791666666666669,0.3246667035040666,1.0833333333333333,True,94.5,0.511916705799356,4
92,0.5,0.1,0.38888888888888884,0.2,0.55,0.18027756377319948,0.6,False,0.0,0.0,0
93,0.26666666666666666,0.5722222222222222,-0.05555555555555558,0.4,0.2868055555555556,0.4354377099292103,1.3055555555555556,True,71.2,0.6060643747154415,5
94,0.3444444444444445,0.5722222222222222,-0.3888888888888889,0.30000000000000004,0.3548611111111111,0.41999997703556663,1.2277777777777776,True,84.25,0.47365404239563463,4
95,0.5,0.95,-0.3888888888888889,0.1,0.44375,0.6054117916757156,1.62175144212722,False,0.0,0.0,0
96,0.26666666666666666,0.6666666666666666,0.38888888888888884,0.4,0.275,0.4835488025468003,1.4,True,69.875,0.6128219682059677,8
97,0.1111111111111111,0.8555555555555555,-0.05555555555555558,0.1,0.11527777777777778,0.6109327391197782,1.7444444444444445,False,0.0,0.0,0
98,-0.12222222222222223,0.3833333333333333,-0.2777777777777778,0.5,-0.029861111111111123,0.4516596410209357,1.5055555555555555,False,0.0,0.0,0
99,0.26666666666666666,0.19444444444444445,-0.16666666666666669,0.2,0.33402777777777776,0.27724167015951895,0.9277777777777778,True,82.14285714285714,0.5435293358521843,7
100,0.5,0.28888888888888886,0.38888888888888884,0.5,0.5263888888888889,0.24869644717909858,0.7888888888888889,False,0.0,0.0,0
101,-0.04444444444444445,0.7611111111111111,0.16666666666666663,0.1,-0.009027777777777798,0.5935802226404419,1.8055555555555556,False,0.0,0.0,0
102,0.26666666666666666,0.5722222222222222,0.16666666666666663,0.30000000000000004,0.2868055555555556,0.4354377099292103,1.3055555555555556,False,0.0,0.0,3
103,0.5,0.5722222222222222,0.05555555555555558,0.30000000000000004,0.49097222222222225,0.39237463103550274,1.0722222222222222,False,0.0,0.0,0
104,0.26666666666666666,0.28888888888888886,-0.16666666666666669,0.30000000000000004,0.3222222222222222,0.30892086165461874,1.0222222222222221,True,79.14285714285714,0.5734996889125429,7
105,-0.04444444444444445,0.5722222222222222,-0.5,0.2,0.014583333333333318,0.5056313854912757,1.6166666666666667,False,0.0,0.0,0
106,0.18888888888888888,0.3833333333333333,0.16666666666666663,0.4,0.24236111111111114,0.3667186147965107,1.1944444444444444,True,63.125,0.6496432766596703,8
107,0.5,0.7611111111111111,-0.2777777777777778,0.2,0.4673611111111111,0.4974118004514922,1.2992979390142056,False,0.0,0.0,0
108,0.18888888888888888,0.1,0.05555555555555558,0.2,0.2777777777777778,0.2794394742213176,0.9111111111111111,True,69.85714285714286,0.6311036930348041,7
109,0.18888888888888888,0.6666666666666666,0.2777777777777777,0.2,0.20694444444444443,0.4985762909537863,1.4777777777777779,True,67.75,0.5978385636104016,8
110,0.3444444444444445,0.1,-0.16666666666666669,0.1,0.4138888888888889,0.22944847992146647,0.7555555555555555,False,0.0,0.0,1
111,0.5,0.1,-0.5,0.30000000000000004,0.55,0.18027756377319948,0.6,False,0.0,0.0,0
112,0.18888888888888888,0.7611111111111111,-0.2777777777777778,0.4,0.19513888888888886,0.5472041557931407,1.5722222222222222,False,0.0,0.0,0
113,0.033333333333333326,0.5722222222222222,0.5,0.5,0.0826388888888889,0.4869947326191172,1.5388888888888888,False,0.0,0.0,1
114,0.3444444444444445,0.5722222222222222,0.5,0.30000000000000004,0.3548611111111111,0.41999997703556663,1.2277777777777776,True,87.0,0.5522242868548379,8
115,0.033333333333333326,0.6666666666666666,-0.05555555555555558,0.5,0.07083333333333332,0.5310988347023764,1.6333333333333333,False,0.0,0.0,2
116,0.18888888888888888,0.95,-0.5,0.5,0.17152777777777778,0.648362357129079,1.761111111111111,False,0.0,0.0,0
117,0.4222222222222222,0.1,0.5,0.1,0.4819444444444444,0.20472335292918564,0.6777777777777778,False,0.0,0.0,0
118,-0.12222222222222223,0.19444444444444445,0.38888888888888884,0.30000000000000004,-0.006250000000000007,0.3976826925071709,1.3166666666666667,False,0.0,0.0,0
119,0.1111111111111111,0.7611111111111111,-0.3888888888888889,0.1,0.12708333333333333,0.5619111286603475,1.65,False,0.0,0.0,1
120,0.26666666666666666,0.95,-0.05555555555555558,0.30000000000000004,0.23958333333333331,0.6363381296746077,1.6833333333333333,False,0.0,0.0,1
121,0.4222222222222222,0.7611111111111111,-0.3888888888888889,0.30000000000000004,0.3993055555555556,0.5083670108759158,1.3388888888888888,False,0.0,0.0,0
122,-0.2,0.28888888888888886,0.2777777777777777,0.4,-0.08611111111111111,0.445337644135268,1.488888888888889,False,0.0,0.0,1
123,0.18888888888888888,0.47777777777777775,-0.3888888888888889,0.5,0.23055555555555554,0.4075578425962729,1.2888888888888888,False,0.0,0.0,1
124,0.3444444444444445,0.47777777777777775,0.2777777777777777,0.2,0.3666666666666667,0.37259516971349366,1.1333333333333333,True,89.875,0.5449414425321402,8
125,0.26666666666666666,0.19444444444444445,-0.05555555555555558,0.30000000000000004,0.33402777777777776,0.27724167015951895,0.9277777777777778,True,82.375,0.5567826479837659,8
126,0.033333333333333326,0.3833333333333333,-0.2777777777777778,0.2,0.10625000000000002,0.4081579129999129,1.35,False,0.0,0.0,1
127,0.5,0.19444444444444445,0.05555555555555558,0.30000000000000004,0.5381944444444444,0.20968887704005904,0.6944444444444444,False,0.0,0.0,0
