seed,pattern,structure,pattern_length,first_occurrence_step,num_occurrences,occurrence_positions,example_1,example_2,example_3
107,motive_6→motive_6→motive_3→motive_3→motive_7→motive_7→motive_6→motive_6→motive_3→motive_3→motive_2→motive_2→motive_7→motive_7→motive_6→motive_6→motive_3→motive_3→motive_7→motive_7→motive_6,A→A→B→B→C→C→A→A→B→B→D→D→C→C→A→A→B→B→C→C→A,21,4,66,"[4, 18, 32, 46, 60, 74, 88, 102, 116, 130]",motive_6→motive_6→motive_3→motive_3→motive_7→motive_7→motive_6→motive_6→motive_3→motive_3→motive_2→motive_2→motive_7→motive_7→motive_6→motive_6→motive_3→motive_3→motive_7→motive_7→motive_6,motive_6→motive_6→motive_3→motive_3→motive_7→motive_7→motive_6→motive_6→motive_3→motive_3→motive_1→motive_1→motive_7→motive_7→motive_6→motive_6→motive_3→motive_3→motive_7→motive_7→motive_6,motive_6→motive_6→motive_3→motive_3→motive_7→motive_7→motive_6→motive_6→motive_3→motive_3→motive_2→motive_2→motive_7→motive_7→motive_6→motive_6→motive_3→motive_3→motive_7→motive_7→motive_6
108,motive_4→motive_4→motive_6→motive_6→motive_4→motive_4→motive_6→motive_6→motive_4→motive_4→motive_6→motive_6→motive_4→motive_4→motive_6→motive_6→motive_4→motive_4→motive_6→motive_6→motive_4,A→A→B→B→A→A→B→B→A→A→B→B→A→A→B→B→A→A→B→B→A,21,0,42,"[0, 2, 4, 6, 8, 10, 12, 14, 16, 18]",motive_4→motive_4→motive_6→motive_6→motive_4→motive_4→motive_6→motive_6→motive_4→motive_4→motive_6→motive_6→motive_4→motive_4→motive_6→motive_6→motive_4→motive_4→motive_6→motive_6→motive_4,motive_6→motive_6→motive_4→motive_4→motive_6→motive_6→motive_4→motive_4→motive_6→motive_6→motive_4→motive_4→motive_6→motive_6→motive_4→motive_4→motive_6→motive_6→motive_4→motive_4→motive_6,motive_4→motive_4→motive_6→motive_6→motive_4→motive_4→motive_6→motive_6→motive_4→motive_4→motive_6→motive_6→motive_4→motive_4→motive_6→motive_6→motive_4→motive_4→motive_6→motive_6→motive_4
109,motive_7→motive_7→motive_4→motive_4→motive_7→motive_7→motive_4→motive_4→motive_7→motive_7→motive_4→motive_4→motive_7→motive_7→motive_4→motive_4→motive_7→motive_7→motive_4→motive_4→motive_7,A→A→B→B→A→A→B→B→A→A→B→B→A→A→B→B→A→A→B→B→A,21,4,238,"[4, 6, 8, 10, 12, 14, 16, 18, 20, 22]",motive_7→motive_7→motive_4→motive_4→motive_7→motive_7→motive_4→motive_4→motive_7→motive_7→motive_4→motive_4→motive_7→motive_7→motive_4→motive_4→motive_7→motive_7→motive_4→motive_4→motive_7,motive_4→motive_4→motive_7→motive_7→motive_4→motive_4→motive_7→motive_7→motive_4→motive_4→motive_7→motive_7→motive_4→motive_4→motive_7→motive_7→motive_4→motive_4→motive_7→motive_7→motive_4,motive_7→motive_7→motive_4→motive_4→motive_7→motive_7→motive_4→motive_4→motive_7→motive_7→motive_4→motive_4→motive_7→motive_7→motive_4→motive_4→motive_7→motive_7→motive_4→motive_4→motive_7
110,motive_7→motive_7→motive_3→motive_3→motive_2→motive_2→motive_5→motive_5→motive_7→motive_7→motive_3→motive_3→motive_2→motive_2→motive_3→motive_3→motive_7→motive_7→motive_2→motive_2→motive_3,A→A→B→B→C→C→D→D→A→A→B→B→C→C→B→B→A→A→C→C→B,21,0,12,"[0, 18, 80, 132, 182, 234, 284, 310, 360, 412]",motive_7→motive_7→motive_3→motive_3→motive_2→motive_2→motive_5→motive_5→motive_7→motive_7→motive_3→motive_3→motive_2→motive_2→motive_3→motive_3→motive_7→motive_7→motive_2→motive_2→motive_3,motive_2→motive_2→motive_3→motive_3→motive_7→motive_7→motive_5→motive_5→motive_2→motive_2→motive_3→motive_3→motive_7→motive_7→motive_3→motive_3→motive_2→motive_2→motive_7→motive_7→motive_3,motive_2→motive_2→motive_3→motive_3→motive_7→motive_7→motive_5→motive_5→motive_2→motive_2→motive_3→motive_3→motive_7→motive_7→motive_3→motive_3→motive_2→motive_2→motive_7→motive_7→motive_3
111,motive_5→motive_5→motive_2→motive_2→motive_1→motive_1→motive_5→motive_5→motive_2→motive_2→motive_5→motive_5→motive_2→motive_2→motive_5→motive_5→motive_1→motive_1→motive_2→motive_2→motive_5,A→A→B→B→C→C→A→A→B→B→A→A→B→B→A→A→C→C→B→B→A,21,0,2,"[0, 130]",motive_5→motive_5→motive_2→motive_2→motive_1→motive_1→motive_5→motive_5→motive_2→motive_2→motive_5→motive_5→motive_2→motive_2→motive_5→motive_5→motive_1→motive_1→motive_2→motive_2→motive_5,motive_5→motive_5→motive_2→motive_2→motive_1→motive_1→motive_5→motive_5→motive_2→motive_2→motive_5→motive_5→motive_2→motive_2→motive_5→motive_5→motive_1→motive_1→motive_2→motive_2→motive_5,
112,motive_2→motive_2→motive_1→motive_1→motive_8→motive_8→motive_2→motive_2→motive_6→motive_6→motive_2→motive_2→motive_1→motive_1→motive_8→motive_8→motive_2→motive_2→motive_1→motive_1→motive_8,A→A→B→B→C→C→A→A→D→D→A→A→B→B→C→C→A→A→B→B→C,21,26,8,"[26, 76, 108, 138, 188, 220, 250, 352]",motive_2→motive_2→motive_1→motive_1→motive_8→motive_8→motive_2→motive_2→motive_6→motive_6→motive_2→motive_2→motive_1→motive_1→motive_8→motive_8→motive_2→motive_2→motive_1→motive_1→motive_8,motive_2→motive_2→motive_8→motive_8→motive_1→motive_1→motive_2→motive_2→motive_6→motive_6→motive_2→motive_2→motive_8→motive_8→motive_1→motive_1→motive_2→motive_2→motive_8→motive_8→motive_1,motive_2→motive_2→motive_1→motive_1→motive_8→motive_8→motive_2→motive_2→motive_6→motive_6→motive_2→motive_2→motive_1→motive_1→motive_8→motive_8→motive_2→motive_2→motive_1→motive_1→motive_8
113,motive_1→motive_1→motive_4→motive_4→motive_1→motive_1→motive_5→motive_5→motive_4→motive_4→motive_1→motive_1→motive_4→motive_4→motive_1→motive_1→motive_5→motive_5→motive_4→motive_4→motive_1,A→A→B→B→A→A→C→C→B→B→A→A→B→B→A→A→C→C→B→B→A,21,4,94,"[4, 14, 24, 34, 44, 54, 64, 74, 84, 94]",motive_1→motive_1→motive_4→motive_4→motive_1→motive_1→motive_5→motive_5→motive_4→motive_4→motive_1→motive_1→motive_4→motive_4→motive_1→motive_1→motive_5→motive_5→motive_4→motive_4→motive_1,motive_1→motive_1→motive_4→motive_4→motive_1→motive_1→motive_5→motive_5→motive_4→motive_4→motive_1→motive_1→motive_4→motive_4→motive_1→motive_1→motive_5→motive_5→motive_4→motive_4→motive_1,motive_1→motive_1→motive_4→motive_4→motive_1→motive_1→motive_5→motive_5→motive_4→motive_4→motive_1→motive_1→motive_4→motive_4→motive_1→motive_1→motive_5→motive_5→motive_4→motive_4→motive_1
114,motive_3→motive_3→motive_4→motive_4→motive_3→motive_3→motive_8→motive_8→motive_4→motive_4→motive_3→motive_3→motive_8→motive_8→motive_4→motive_4→motive_3→motive_3→motive_8→motive_8→motive_4,A→A→B→B→A→A→C→C→B→B→A→A→C→C→B→B→A→A→C→C→B,21,18,9,"[18, 58, 104, 144, 190, 236, 282, 322, 368]",motive_3→motive_3→motive_4→motive_4→motive_3→motive_3→motive_8→motive_8→motive_4→motive_4→motive_3→motive_3→motive_8→motive_8→motive_4→motive_4→motive_3→motive_3→motive_8→motive_8→motive_4,motive_3→motive_3→motive_4→motive_4→motive_3→motive_3→motive_8→motive_8→motive_4→motive_4→motive_3→motive_3→motive_8→motive_8→motive_4→motive_4→motive_3→motive_3→motive_8→motive_8→motive_4,motive_3→motive_3→motive_4→motive_4→motive_3→motive_3→motive_8→motive_8→motive_4→motive_4→motive_3→motive_3→motive_8→motive_8→motive_4→motive_4→motive_3→motive_3→motive_8→motive_8→motive_4
115,motive_2→motive_2→motive_8→motive_8→motive_2→motive_2→motive_8→motive_8→motive_2→motive_2→motive_3→motive_3→motive_4→motive_4→motive_7→motive_7→motive_3→motive_3→motive_4→motive_4→motive_7,A→A→B→B→A→A→B→B→A→A→C→C→D→D→E→E→C→C→D→D→E,21,6,2,"[6, 88]",motive_2→motive_2→motive_8→motive_8→motive_2→motive_2→motive_8→motive_8→motive_2→motive_2→motive_3→motive_3→motive_4→motive_4→motive_7→motive_7→motive_3→motive_3→motive_4→motive_4→motive_7,motive_2→motive_2→motive_8→motive_8→motive_2→motive_2→motive_8→motive_8→motive_2→motive_2→motive_3→motive_3→motive_4→motive_4→motive_7→motive_7→motive_3→motive_3→motive_4→motive_4→motive_7,
116,motive_2→motive_2→motive_3→motive_3→motive_7→motive_7→motive_4→motive_4→motive_5→motive_5→motive_3→motive_3→motive_5→motive_5→motive_3→motive_3→motive_4→motive_4→motive_5→motive_5→motive_3,A→A→B→B→C→C→D→D→E→E→B→B→E→E→B→B→D→D→E→E→B,21,0,2,"[0, 648]",motive_2→motive_2→motive_3→motive_3→motive_7→motive_7→motive_4→motive_4→motive_5→motive_5→motive_3→motive_3→motive_5→motive_5→motive_3→motive_3→motive_4→motive_4→motive_5→motive_5→motive_3,motive_1→motive_1→motive_3→motive_3→motive_2→motive_2→motive_4→motive_4→motive_5→motive_5→motive_3→motive_3→motive_5→motive_5→motive_3→motive_3→motive_4→motive_4→motive_5→motive_5→motive_3,
117,motive_1→motive_1→motive_6→motive_6→motive_3→motive_3→motive_6→motive_6→motive_3→motive_3→motive_1→motive_1→motive_6→motive_6→motive_3→motive_3→motive_6→motive_6→motive_3→motive_3→motive_6,A→A→B→B→C→C→B→B→C→C→A→A→B→B→C→C→B→B→C→C→B,21,18,11,"[18, 50, 96, 132, 168, 214, 260, 296, 332, 378]",motive_1→motive_1→motive_6→motive_6→motive_3→motive_3→motive_6→motive_6→motive_3→motive_3→motive_1→motive_1→motive_6→motive_6→motive_3→motive_3→motive_6→motive_6→motive_3→motive_3→motive_6,motive_1→motive_1→motive_6→motive_6→motive_3→motive_3→motive_6→motive_6→motive_3→motive_3→motive_1→motive_1→motive_6→motive_6→motive_3→motive_3→motive_6→motive_6→motive_3→motive_3→motive_6,motive_1→motive_1→motive_6→motive_6→motive_3→motive_3→motive_6→motive_6→motive_3→motive_3→motive_1→motive_1→motive_6→motive_6→motive_3→motive_3→motive_6→motive_6→motive_3→motive_3→motive_6
118,motive_8→motive_8→motive_3→motive_3→motive_1→motive_1→motive_5→motive_5→motive_3→motive_3→motive_8→motive_8→motive_1→motive_1→motive_5→motive_5→motive_3→motive_3→motive_1→motive_1→motive_5,A→A→B→B→C→C→D→D→B→B→A→A→C→C→D→D→B→B→C→C→D,21,16,5,"[16, 272, 304, 368, 496]",motive_8→motive_8→motive_3→motive_3→motive_1→motive_1→motive_5→motive_5→motive_3→motive_3→motive_8→motive_8→motive_1→motive_1→motive_5→motive_5→motive_3→motive_3→motive_1→motive_1→motive_5,motive_8→motive_8→motive_3→motive_3→motive_1→motive_1→motive_5→motive_5→motive_3→motive_3→motive_8→motive_8→motive_1→motive_1→motive_5→motive_5→motive_3→motive_3→motive_1→motive_1→motive_5,motive_8→motive_8→motive_3→motive_3→motive_1→motive_1→motive_5→motive_5→motive_3→motive_3→motive_8→motive_8→motive_1→motive_1→motive_5→motive_5→motive_3→motive_3→motive_1→motive_1→motive_5
119,motive_2→motive_2→motive_6→motive_6→motive_7→motive_7→motive_5→motive_5→motive_6→motive_6→motive_7→motive_7→motive_2→motive_2→motive_5→motive_5→motive_6→motive_6→motive_7→motive_7→motive_5,A→A→B→B→C→C→D→D→B→B→C→C→A→A→D→D→B→B→C→C→D,21,8,4,"[8, 32, 44, 166]",motive_2→motive_2→motive_6→motive_6→motive_7→motive_7→motive_5→motive_5→motive_6→motive_6→motive_7→motive_7→motive_2→motive_2→motive_5→motive_5→motive_6→motive_6→motive_7→motive_7→motive_5,motive_2→motive_2→motive_7→motive_7→motive_6→motive_6→motive_5→motive_5→motive_7→motive_7→motive_6→motive_6→motive_2→motive_2→motive_5→motive_5→motive_7→motive_7→motive_6→motive_6→motive_5,motive_2→motive_2→motive_5→motive_5→motive_7→motive_7→motive_6→motive_6→motive_5→motive_5→motive_7→motive_7→motive_2→motive_2→motive_6→motive_6→motive_5→motive_5→motive_7→motive_7→motive_6
120,motive_7→motive_7→motive_1→motive_1→motive_5→motive_5→motive_3→motive_3→motive_7→motive_7→motive_1→motive_1→motive_5→motive_5→motive_7→motive_7→motive_1→motive_1→motive_3→motive_3→motive_5,A→A→B→B→C→C→D→D→A→A→B→B→C→C→A→A→B→B→D→D→C,21,4,8,"[4, 46, 118, 182, 246, 310, 382, 454]",motive_7→motive_7→motive_1→motive_1→motive_5→motive_5→motive_3→motive_3→motive_7→motive_7→motive_1→motive_1→motive_5→motive_5→motive_7→motive_7→motive_1→motive_1→motive_3→motive_3→motive_5,motive_7→motive_7→motive_1→motive_1→motive_5→motive_5→motive_3→motive_3→motive_7→motive_7→motive_1→motive_1→motive_5→motive_5→motive_7→motive_7→motive_1→motive_1→motive_3→motive_3→motive_5,motive_7→motive_7→motive_1→motive_1→motive_5→motive_5→motive_3→motive_3→motive_7→motive_7→motive_1→motive_1→motive_5→motive_5→motive_7→motive_7→motive_1→motive_1→motive_3→motive_3→motive_5
121,motive_1→motive_1→motive_4→motive_4→motive_1→motive_1→motive_4→motive_4→motive_1→motive_1→motive_4→motive_4→motive_1→motive_1→motive_4→motive_4→motive_1→motive_1→motive_4→motive_4→motive_1,A→A→B→B→A→A→B→B→A→A→B→B→A→A→B→B→A→A→B→B→A,21,2,390,"[2, 4, 6, 8, 10, 12, 14, 16, 18, 20]",motive_1→motive_1→motive_4→motive_4→motive_1→motive_1→motive_4→motive_4→motive_1→motive_1→motive_4→motive_4→motive_1→motive_1→motive_4→motive_4→motive_1→motive_1→motive_4→motive_4→motive_1,motive_4→motive_4→motive_1→motive_1→motive_4→motive_4→motive_1→motive_1→motive_4→motive_4→motive_1→motive_1→motive_4→motive_4→motive_1→motive_1→motive_4→motive_4→motive_1→motive_1→motive_4,motive_1→motive_1→motive_4→motive_4→motive_1→motive_1→motive_4→motive_4→motive_1→motive_1→motive_4→motive_4→motive_1→motive_1→motive_4→motive_4→motive_1→motive_1→motive_4→motive_4→motive_1
122,motive_7→motive_7→motive_3→motive_3→motive_2→motive_2→motive_7→motive_7→motive_3→motive_3→motive_7→motive_7→motive_2→motive_2→motive_4→motive_4→motive_2→motive_2→motive_7→motive_7→motive_5,A→A→B→B→C→C→A→A→B→B→A→A→C→C→D→D→C→C→A→A→E,21,0,19,"[0, 50, 72, 94, 116, 138, 178, 200, 240, 262]",motive_7→motive_7→motive_3→motive_3→motive_2→motive_2→motive_7→motive_7→motive_3→motive_3→motive_7→motive_7→motive_2→motive_2→motive_4→motive_4→motive_2→motive_2→motive_7→motive_7→motive_5,motive_2→motive_2→motive_4→motive_4→motive_7→motive_7→motive_2→motive_2→motive_4→motive_4→motive_2→motive_2→motive_7→motive_7→motive_3→motive_3→motive_7→motive_7→motive_2→motive_2→motive_5,motive_7→motive_7→motive_3→motive_3→motive_2→motive_2→motive_7→motive_7→motive_3→motive_3→motive_7→motive_7→motive_2→motive_2→motive_4→motive_4→motive_2→motive_2→motive_7→motive_7→motive_5
123,motive_1→motive_1→motive_7→motive_7→motive_4→motive_4→motive_1→motive_1→motive_5→motive_5→motive_4→motive_4→motive_1→motive_1→motive_7→motive_7→motive_4→motive_4→motive_1→motive_1→motive_5,A→A→B→B→C→C→A→A→D→D→C→C→A→A→B→B→C→C→A→A→D,21,14,3,"[14, 418, 666]",motive_1→motive_1→motive_7→motive_7→motive_4→motive_4→motive_1→motive_1→motive_5→motive_5→motive_4→motive_4→motive_1→motive_1→motive_7→motive_7→motive_4→motive_4→motive_1→motive_1→motive_5,motive_1→motive_1→motive_7→motive_7→motive_4→motive_4→motive_1→motive_1→motive_5→motive_5→motive_4→motive_4→motive_1→motive_1→motive_7→motive_7→motive_4→motive_4→motive_1→motive_1→motive_5,motive_1→motive_1→motive_7→motive_7→motive_4→motive_4→motive_1→motive_1→motive_5→motive_5→motive_4→motive_4→motive_1→motive_1→motive_7→motive_7→motive_4→motive_4→motive_1→motive_1→motive_5
124,motive_2→motive_2→motive_1→motive_1→motive_7→motive_7→motive_2→motive_2→motive_7→motive_7→motive_2→motive_2→motive_7→motive_7→motive_1→motive_1→motive_7→motive_7→motive_2→motive_2→motive_7,A→A→B→B→C→C→A→A→C→C→A→A→C→C→B→B→C→C→A→A→C,21,14,3,"[14, 408, 448]",motive_2→motive_2→motive_1→motive_1→motive_7→motive_7→motive_2→motive_2→motive_7→motive_7→motive_2→motive_2→motive_7→motive_7→motive_1→motive_1→motive_7→motive_7→motive_2→motive_2→motive_7,motive_2→motive_2→motive_1→motive_1→motive_7→motive_7→motive_2→motive_2→motive_7→motive_7→motive_2→motive_2→motive_7→motive_7→motive_1→motive_1→motive_7→motive_7→motive_2→motive_2→motive_7,motive_2→motive_2→motive_1→motive_1→motive_7→motive_7→motive_2→motive_2→motive_7→motive_7→motive_2→motive_2→motive_7→motive_7→motive_1→motive_1→motive_7→motive_7→motive_2→motive_2→motive_7
125,motive_5→motive_5→motive_3→motive_3→motive_2→motive_2→motive_5→motive_5→motive_3→motive_3→motive_5→motive_5→motive_3→motive_3→motive_2→motive_2→motive_5→motive_5→motive_3→motive_3→motive_5,A→A→B→B→C→C→A→A→B→B→A→A→B→B→C→C→A→A→B→B→A,21,0,63,"[0, 10, 20, 30, 40, 50, 60, 70, 80, 90]",motive_5→motive_5→motive_3→motive_3→motive_2→motive_2→motive_5→motive_5→motive_3→motive_3→motive_5→motive_5→motive_3→motive_3→motive_2→motive_2→motive_5→motive_5→motive_3→motive_3→motive_5,motive_5→motive_5→motive_3→motive_3→motive_2→motive_2→motive_5→motive_5→motive_3→motive_3→motive_5→motive_5→motive_3→motive_3→motive_2→motive_2→motive_5→motive_5→motive_3→motive_3→motive_5,motive_5→motive_5→motive_3→motive_3→motive_2→motive_2→motive_5→motive_5→motive_3→motive_3→motive_5→motive_5→motive_3→motive_3→motive_2→motive_2→motive_5→motive_5→motive_3→motive_3→motive_5
126,motive_6→motive_6→motive_8→motive_8→motive_5→motive_5→motive_4→motive_4→motive_8→motive_8→motive_5→motive_5→motive_6→motive_6→motive_8→motive_8→motive_4→motive_4→motive_5→motive_5→motive_6,A→A→B→B→C→C→D→D→B→B→C→C→A→A→B→B→D→D→C→C→A,21,4,2,"[4, 24]",motive_6→motive_6→motive_8→motive_8→motive_5→motive_5→motive_4→motive_4→motive_8→motive_8→motive_5→motive_5→motive_6→motive_6→motive_8→motive_8→motive_4→motive_4→motive_5→motive_5→motive_6,motive_6→motive_6→motive_8→motive_8→motive_5→motive_5→motive_4→motive_4→motive_8→motive_8→motive_5→motive_5→motive_6→motive_6→motive_8→motive_8→motive_4→motive_4→motive_5→motive_5→motive_6,
127,motive_7→motive_7→motive_4→motive_4→motive_7→motive_7→motive_5→motive_5→motive_3→motive_3→motive_5→motive_5→motive_7→motive_7→motive_4→motive_4→motive_7→motive_7→motive_5→motive_5→motive_4,A→A→B→B→A→A→C→C→D→D→C→C→A→A→B→B→A→A→C→C→B,21,20,7,"[20, 62, 132, 202, 272, 342, 412]",motive_7→motive_7→motive_4→motive_4→motive_7→motive_7→motive_5→motive_5→motive_3→motive_3→motive_5→motive_5→motive_7→motive_7→motive_4→motive_4→motive_7→motive_7→motive_5→motive_5→motive_4,motive_7→motive_7→motive_4→motive_4→motive_7→motive_7→motive_5→motive_5→motive_3→motive_3→motive_5→motive_5→motive_7→motive_7→motive_4→motive_4→motive_7→motive_7→motive_5→motive_5→motive_4,motive_7→motive_7→motive_4→motive_4→motive_7→motive_7→motive_5→motive_5→motive_3→motive_3→motive_5→motive_5→motive_7→motive_7→motive_4→motive_4→motive_7→motive_7→motive_5→motive_5→motive_4
128,motive_6→motive_6→motive_8→motive_8→motive_4→motive_4→motive_6→motive_6→motive_8→motive_8→motive_6→motive_6→motive_8→motive_8→motive_4→motive_4→motive_6→motive_6→motive_8→motive_8→motive_6,A→A→B→B→C→C→A→A→B→B→A→A→B→B→C→C→A→A→B→B→A,21,4,12,"[4, 54, 96, 138, 180, 222, 280, 338, 396, 454]",motive_6→motive_6→motive_8→motive_8→motive_4→motive_4→motive_6→motive_6→motive_8→motive_8→motive_6→motive_6→motive_8→motive_8→motive_4→motive_4→motive_6→motive_6→motive_8→motive_8→motive_6,motive_8→motive_8→motive_6→motive_6→motive_4→motive_4→motive_8→motive_8→motive_6→motive_6→motive_8→motive_8→motive_6→motive_6→motive_4→motive_4→motive_8→motive_8→motive_6→motive_6→motive_8,motive_8→motive_8→motive_6→motive_6→motive_4→motive_4→motive_8→motive_8→motive_6→motive_6→motive_8→motive_8→motive_6→motive_6→motive_4→motive_4→motive_8→motive_8→motive_6→motive_6→motive_8
129,motive_3→motive_3→motive_6→motive_6→motive_8→motive_8→motive_5→motive_5→motive_6→motive_6→motive_8→motive_8→motive_6→motive_6→motive_8→motive_8→motive_6→motive_6→motive_8→motive_8→motive_6,A→A→B→B→C→C→D→D→B→B→C→C→B→B→C→C→B→B→C→C→B,21,12,3,"[12, 288, 426]",motive_3→motive_3→motive_6→motive_6→motive_8→motive_8→motive_5→motive_5→motive_6→motive_6→motive_8→motive_8→motive_6→motive_6→motive_8→motive_8→motive_6→motive_6→motive_8→motive_8→motive_6,motive_1→motive_1→motive_6→motive_6→motive_8→motive_8→motive_5→motive_5→motive_6→motive_6→motive_8→motive_8→motive_6→motive_6→motive_8→motive_8→motive_6→motive_6→motive_8→motive_8→motive_6,motive_1→motive_1→motive_6→motive_6→motive_8→motive_8→motive_5→motive_5→motive_6→motive_6→motive_8→motive_8→motive_6→motive_6→motive_8→motive_8→motive_6→motive_6→motive_8→motive_8→motive_6
130,motive_1→motive_1→motive_2→motive_2→motive_1→motive_1→motive_7→motive_7→motive_5→motive_5→motive_7→motive_7→motive_1→motive_1→motive_2→motive_2→motive_1→motive_1→motive_2→motive_2→motive_1,A→A→B→B→A→A→C→C→D→D→C→C→A→A→B→B→A→A→B→B→A,21,8,2,"[8, 482]",motive_1→motive_1→motive_2→motive_2→motive_1→motive_1→motive_7→motive_7→motive_5→motive_5→motive_7→motive_7→motive_1→motive_1→motive_2→motive_2→motive_1→motive_1→motive_2→motive_2→motive_1,motive_1→motive_1→motive_2→motive_2→motive_1→motive_1→motive_7→motive_7→motive_5→motive_5→motive_7→motive_7→motive_1→motive_1→motive_2→motive_2→motive_1→motive_1→motive_2→motive_2→motive_1,
131,motive_5→motive_5→motive_3→motive_3→motive_2→motive_2→motive_5→motive_5→motive_3→motive_3→motive_2→motive_2→motive_5→motive_5→motive_3→motive_3→motive_2→motive_2→motive_5→motive_5→motive_3,A→A→B→B→C→C→A→A→B→B→C→C→A→A→B→B→C→C→A→A→B,21,0,345,"[0, 2, 4, 6, 8, 10, 12, 14, 16, 18]",motive_5→motive_5→motive_3→motive_3→motive_2→motive_2→motive_5→motive_5→motive_3→motive_3→motive_2→motive_2→motive_5→motive_5→motive_3→motive_3→motive_2→motive_2→motive_5→motive_5→motive_3,motive_3→motive_3→motive_2→motive_2→motive_5→motive_5→motive_3→motive_3→motive_2→motive_2→motive_5→motive_5→motive_3→motive_3→motive_2→motive_2→motive_5→motive_5→motive_3→motive_3→motive_2,motive_2→motive_2→motive_5→motive_5→motive_3→motive_3→motive_2→motive_2→motive_5→motive_5→motive_3→motive_3→motive_2→motive_2→motive_5→motive_5→motive_3→motive_3→motive_2→motive_2→motive_5
132,motive_5→motive_5→motive_7→motive_7→motive_4→motive_4→motive_3→motive_3→motive_5→motive_5→motive_4→motive_4→motive_3→motive_3→motive_7→motive_7→motive_5→motive_5→motive_4→motive_4→motive_3,A→A→B→B→C→C→D→D→A→A→C→C→D→D→B→B→A→A→C→C→D,21,0,6,"[0, 60, 216, 318, 400, 502]",motive_5→motive_5→motive_7→motive_7→motive_4→motive_4→motive_3→motive_3→motive_5→motive_5→motive_4→motive_4→motive_3→motive_3→motive_7→motive_7→motive_5→motive_5→motive_4→motive_4→motive_3,motive_3→motive_3→motive_7→motive_7→motive_5→motive_5→motive_4→motive_4→motive_3→motive_3→motive_5→motive_5→motive_4→motive_4→motive_7→motive_7→motive_3→motive_3→motive_5→motive_5→motive_4,motive_3→motive_3→motive_7→motive_7→motive_5→motive_5→motive_4→motive_4→motive_3→motive_3→motive_5→motive_5→motive_4→motive_4→motive_7→motive_7→motive_3→motive_3→motive_5→motive_5→motive_4
133,motive_1→motive_1→motive_5→motive_5→motive_8→motive_8→motive_2→motive_2→motive_8→motive_8→motive_5→motive_5→motive_1→motive_1→motive_8→motive_8→motive_5→motive_5→motive_1→motive_1→motive_5,A→A→B→B→C→C→D→D→C→C→B→B→A→A→C→C→B→B→A→A→B,21,34,10,"[34, 80, 124, 168, 206, 250, 288, 326, 370, 414]",motive_1→motive_1→motive_5→motive_5→motive_8→motive_8→motive_2→motive_2→motive_8→motive_8→motive_5→motive_5→motive_1→motive_1→motive_8→motive_8→motive_5→motive_5→motive_1→motive_1→motive_5,motive_1→motive_1→motive_5→motive_5→motive_8→motive_8→motive_2→motive_2→motive_8→motive_8→motive_5→motive_5→motive_1→motive_1→motive_8→motive_8→motive_5→motive_5→motive_1→motive_1→motive_5,motive_1→motive_1→motive_5→motive_5→motive_8→motive_8→motive_2→motive_2→motive_8→motive_8→motive_5→motive_5→motive_1→motive_1→motive_8→motive_8→motive_5→motive_5→motive_1→motive_1→motive_5
134,motive_6→motive_6→motive_2→motive_2→motive_6→motive_6→motive_2→motive_2→motive_4→motive_4→motive_6→motive_6→motive_2→motive_2→motive_6→motive_6→motive_2→motive_2→motive_6→motive_6→motive_2,A→A→B→B→A→A→B→B→C→C→A→A→B→B→A→A→B→B→A→A→B,21,8,8,"[8, 82, 160, 234, 308, 382, 456, 530]",motive_6→motive_6→motive_2→motive_2→motive_6→motive_6→motive_2→motive_2→motive_4→motive_4→motive_6→motive_6→motive_2→motive_2→motive_6→motive_6→motive_2→motive_2→motive_6→motive_6→motive_2,motive_6→motive_6→motive_2→motive_2→motive_6→motive_6→motive_2→motive_2→motive_4→motive_4→motive_6→motive_6→motive_2→motive_2→motive_6→motive_6→motive_2→motive_2→motive_6→motive_6→motive_2,motive_6→motive_6→motive_2→motive_2→motive_6→motive_6→motive_2→motive_2→motive_4→motive_4→motive_6→motive_6→motive_2→motive_2→motive_6→motive_6→motive_2→motive_2→motive_6→motive_6→motive_2
135,motive_8→motive_8→motive_3→motive_3→motive_8→motive_8→motive_1→motive_1→motive_8→motive_8→motive_4→motive_4→motive_1→motive_1→motive_8→motive_8→motive_4→motive_4→motive_8→motive_8→motive_1,A→A→B→B→A→A→C→C→A→A→D→D→C→C→A→A→D→D→A→A→C,21,8,3,"[8, 244, 382]",motive_8→motive_8→motive_3→motive_3→motive_8→motive_8→motive_1→motive_1→motive_8→motive_8→motive_4→motive_4→motive_1→motive_1→motive_8→motive_8→motive_4→motive_4→motive_8→motive_8→motive_1,motive_8→motive_8→motive_3→motive_3→motive_8→motive_8→motive_1→motive_1→motive_8→motive_8→motive_4→motive_4→motive_1→motive_1→motive_8→motive_8→motive_4→motive_4→motive_8→motive_8→motive_1,motive_8→motive_8→motive_3→motive_3→motive_8→motive_8→motive_1→motive_1→motive_8→motive_8→motive_4→motive_4→motive_1→motive_1→motive_8→motive_8→motive_4→motive_4→motive_8→motive_8→motive_1
