seed,pattern,structure,pattern_length,first_occurrence_step,num_occurrences,occurrence_positions,example_1,example_2,example_3
27,motive_2→motive_2→motive_6→motive_6→motive_4→motive_4→motive_2→motive_2→motive_6→motive_6→motive_2→motive_2→motive_6→motive_6→motive_4→motive_4→motive_2→motive_2→motive_6→motive_6→motive_2,A→A→B→B→C→C→A→A→B→B→A→A→B→B→C→C→A→A→B→B→A,21,6,27,"[6, 32, 42, 68, 94, 104, 130, 140, 166, 192]",motive_2→motive_2→motive_6→motive_6→motive_4→motive_4→motive_2→motive_2→motive_6→motive_6→motive_2→motive_2→motive_6→motive_6→motive_4→motive_4→motive_2→motive_2→motive_6→motive_6→motive_2,motive_2→motive_2→motive_6→motive_6→motive_4→motive_4→motive_2→motive_2→motive_6→motive_6→motive_2→motive_2→motive_6→motive_6→motive_4→motive_4→motive_2→motive_2→motive_6→motive_6→motive_2,motive_2→motive_2→motive_6→motive_6→motive_4→motive_4→motive_2→motive_2→motive_6→motive_6→motive_2→motive_2→motive_6→motive_6→motive_4→motive_4→motive_2→motive_2→motive_6→motive_6→motive_2
28,motive_8→motive_8→motive_4→motive_4→motive_2→motive_2→motive_8→motive_8→motive_4→motive_4→motive_7→motive_7→motive_8→motive_8→motive_4→motive_4→motive_2→motive_2→motive_8→motive_8→motive_4,A→A→B→B→C→C→A→A→B→B→D→D→A→A→B→B→C→C→A→A→B,21,0,2,"[0, 6]",motive_8→motive_8→motive_4→motive_4→motive_2→motive_2→motive_8→motive_8→motive_4→motive_4→motive_7→motive_7→motive_8→motive_8→motive_4→motive_4→motive_2→motive_2→motive_8→motive_8→motive_4,motive_8→motive_8→motive_4→motive_4→motive_7→motive_7→motive_8→motive_8→motive_4→motive_4→motive_2→motive_2→motive_8→motive_8→motive_4→motive_4→motive_7→motive_7→motive_8→motive_8→motive_4,
29,motive_7→motive_7→motive_5→motive_5→motive_1→motive_1→motive_7→motive_7→motive_5→motive_5→motive_7→motive_7→motive_1→motive_1→motive_5→motive_5→motive_7→motive_7→motive_5→motive_5→motive_1,A→A→B→B→C→C→A→A→B→B→A→A→C→C→B→B→A→A→B→B→C,21,0,2,"[0, 8]",motive_7→motive_7→motive_5→motive_5→motive_1→motive_1→motive_7→motive_7→motive_5→motive_5→motive_7→motive_7→motive_1→motive_1→motive_5→motive_5→motive_7→motive_7→motive_5→motive_5→motive_1,motive_5→motive_5→motive_7→motive_7→motive_1→motive_1→motive_5→motive_5→motive_7→motive_7→motive_5→motive_5→motive_1→motive_1→motive_7→motive_7→motive_5→motive_5→motive_7→motive_7→motive_1,
30,motive_2→motive_2→motive_5→motive_5→motive_6→motive_6→motive_5→motive_5→motive_2→motive_2→motive_6→motive_6→motive_8→motive_8→motive_5→motive_5→motive_6→motive_6→motive_2→motive_2→motive_5,A→A→B→B→C→C→B→B→A→A→C→C→D→D→B→B→C→C→A→A→B,21,20,10,"[20, 38, 84, 112, 186, 260, 334, 408, 482, 556]",motive_2→motive_2→motive_5→motive_5→motive_6→motive_6→motive_5→motive_5→motive_2→motive_2→motive_6→motive_6→motive_8→motive_8→motive_5→motive_5→motive_6→motive_6→motive_2→motive_2→motive_5,motive_2→motive_2→motive_5→motive_5→motive_6→motive_6→motive_5→motive_5→motive_2→motive_2→motive_6→motive_6→motive_8→motive_8→motive_5→motive_5→motive_6→motive_6→motive_2→motive_2→motive_5,motive_2→motive_2→motive_6→motive_6→motive_5→motive_5→motive_6→motive_6→motive_2→motive_2→motive_5→motive_5→motive_8→motive_8→motive_6→motive_6→motive_5→motive_5→motive_2→motive_2→motive_6
31,motive_2→motive_2→motive_1→motive_1→motive_3→motive_3→motive_4→motive_4→motive_1→motive_1→motive_3→motive_3→motive_4→motive_4→motive_1→motive_1→motive_3→motive_3→motive_4→motive_4→motive_1,A→A→B→B→C→C→D→D→B→B→C→C→D→D→B→B→C→C→D→D→B,21,20,2,"[20, 44]",motive_2→motive_2→motive_1→motive_1→motive_3→motive_3→motive_4→motive_4→motive_1→motive_1→motive_3→motive_3→motive_4→motive_4→motive_1→motive_1→motive_3→motive_3→motive_4→motive_4→motive_1,motive_2→motive_2→motive_5→motive_5→motive_6→motive_6→motive_7→motive_7→motive_5→motive_5→motive_6→motive_6→motive_7→motive_7→motive_5→motive_5→motive_6→motive_6→motive_7→motive_7→motive_5,
32,motive_6→motive_6→motive_3→motive_3→motive_5→motive_5→motive_8→motive_8→motive_5→motive_5→motive_8→motive_8→motive_5→motive_5→motive_8→motive_8→motive_5→motive_5→motive_8→motive_8→motive_6,A→A→B→B→C→C→D→D→C→C→D→D→C→C→D→D→C→C→D→D→A,21,18,11,"[18, 106, 174, 218, 262, 306, 350, 418, 486, 530]",motive_6→motive_6→motive_3→motive_3→motive_5→motive_5→motive_8→motive_8→motive_5→motive_5→motive_8→motive_8→motive_5→motive_5→motive_8→motive_8→motive_5→motive_5→motive_8→motive_8→motive_6,motive_6→motive_6→motive_3→motive_3→motive_8→motive_8→motive_5→motive_5→motive_8→motive_8→motive_5→motive_5→motive_8→motive_8→motive_5→motive_5→motive_8→motive_8→motive_5→motive_5→motive_6,motive_6→motive_6→motive_3→motive_3→motive_8→motive_8→motive_5→motive_5→motive_8→motive_8→motive_5→motive_5→motive_8→motive_8→motive_5→motive_5→motive_8→motive_8→motive_5→motive_5→motive_6
33,motive_7→motive_7→motive_3→motive_3→motive_1→motive_1→motive_4→motive_4→motive_7→motive_7→motive_3→motive_3→motive_7→motive_7→motive_4→motive_4→motive_3→motive_3→motive_7→motive_7→motive_1,A→A→B→B→C→C→D→D→A→A→B→B→A→A→D→D→B→B→A→A→C,21,10,3,"[10, 154, 262]",motive_7→motive_7→motive_3→motive_3→motive_1→motive_1→motive_4→motive_4→motive_7→motive_7→motive_3→motive_3→motive_7→motive_7→motive_4→motive_4→motive_3→motive_3→motive_7→motive_7→motive_1,motive_7→motive_7→motive_3→motive_3→motive_1→motive_1→motive_4→motive_4→motive_7→motive_7→motive_3→motive_3→motive_7→motive_7→motive_4→motive_4→motive_3→motive_3→motive_7→motive_7→motive_1,motive_7→motive_7→motive_3→motive_3→motive_1→motive_1→motive_4→motive_4→motive_7→motive_7→motive_3→motive_3→motive_7→motive_7→motive_4→motive_4→motive_3→motive_3→motive_7→motive_7→motive_1
34,motive_3→motive_3→motive_1→motive_1→motive_6→motive_6→motive_3→motive_3→motive_1→motive_1→motive_3→motive_3→motive_1→motive_1→motive_3→motive_3→motive_6→motive_6→motive_1→motive_1→motive_3,A→A→B→B→C→C→A→A→B→B→A→A→B→B→A→A→C→C→B→B→A,21,0,13,"[0, 66, 78, 224, 236, 372, 384, 530, 542, 742]",motive_3→motive_3→motive_1→motive_1→motive_6→motive_6→motive_3→motive_3→motive_1→motive_1→motive_3→motive_3→motive_1→motive_1→motive_3→motive_3→motive_6→motive_6→motive_1→motive_1→motive_3,motive_1→motive_1→motive_3→motive_3→motive_6→motive_6→motive_1→motive_1→motive_3→motive_3→motive_1→motive_1→motive_3→motive_3→motive_1→motive_1→motive_6→motive_6→motive_3→motive_3→motive_1,motive_3→motive_3→motive_1→motive_1→motive_6→motive_6→motive_3→motive_3→motive_1→motive_1→motive_3→motive_3→motive_1→motive_1→motive_3→motive_3→motive_6→motive_6→motive_1→motive_1→motive_3
35,motive_4→motive_4→motive_6→motive_6→motive_7→motive_7→motive_3→motive_3→motive_6→motive_6→motive_7→motive_7→motive_6→motive_6→motive_7→motive_7→motive_3→motive_3→motive_6→motive_6→motive_7,A→A→B→B→C→C→D→D→B→B→C→C→B→B→C→C→D→D→B→B→C,21,2,8,"[2, 26, 48, 166, 188, 322, 410, 550]",motive_4→motive_4→motive_6→motive_6→motive_7→motive_7→motive_3→motive_3→motive_6→motive_6→motive_7→motive_7→motive_6→motive_6→motive_7→motive_7→motive_3→motive_3→motive_6→motive_6→motive_7,motive_4→motive_4→motive_7→motive_7→motive_6→motive_6→motive_3→motive_3→motive_7→motive_7→motive_6→motive_6→motive_7→motive_7→motive_6→motive_6→motive_3→motive_3→motive_7→motive_7→motive_6,motive_4→motive_4→motive_6→motive_6→motive_7→motive_7→motive_3→motive_3→motive_6→motive_6→motive_7→motive_7→motive_6→motive_6→motive_7→motive_7→motive_3→motive_3→motive_6→motive_6→motive_7
36,motive_2→motive_2→motive_7→motive_7→motive_5→motive_5→motive_4→motive_4→motive_2→motive_2→motive_5→motive_5→motive_4→motive_4→motive_2→motive_2→motive_5→motive_5→motive_4→motive_4→motive_2,A→A→B→B→C→C→D→D→A→A→C→C→D→D→A→A→C→C→D→D→A,21,0,8,"[0, 120, 240, 316, 392, 468, 708, 784]",motive_2→motive_2→motive_7→motive_7→motive_5→motive_5→motive_4→motive_4→motive_2→motive_2→motive_5→motive_5→motive_4→motive_4→motive_2→motive_2→motive_5→motive_5→motive_4→motive_4→motive_2,motive_2→motive_2→motive_7→motive_7→motive_5→motive_5→motive_4→motive_4→motive_2→motive_2→motive_5→motive_5→motive_4→motive_4→motive_2→motive_2→motive_5→motive_5→motive_4→motive_4→motive_2,motive_2→motive_2→motive_7→motive_7→motive_5→motive_5→motive_4→motive_4→motive_2→motive_2→motive_5→motive_5→motive_4→motive_4→motive_2→motive_2→motive_5→motive_5→motive_4→motive_4→motive_2
37,motive_8→motive_8→motive_3→motive_3→motive_6→motive_6→motive_8→motive_8→motive_3→motive_3→motive_8→motive_8→motive_3→motive_3→motive_6→motive_6→motive_8→motive_8→motive_3→motive_3→motive_8,A→A→B→B→C→C→A→A→B→B→A→A→B→B→C→C→A→A→B→B→A,21,6,13,"[6, 16, 60, 132, 160, 214, 240, 276, 312, 366]",motive_8→motive_8→motive_3→motive_3→motive_6→motive_6→motive_8→motive_8→motive_3→motive_3→motive_8→motive_8→motive_3→motive_3→motive_6→motive_6→motive_8→motive_8→motive_3→motive_3→motive_8,motive_8→motive_8→motive_3→motive_3→motive_6→motive_6→motive_8→motive_8→motive_3→motive_3→motive_8→motive_8→motive_3→motive_3→motive_6→motive_6→motive_8→motive_8→motive_3→motive_3→motive_8,motive_8→motive_8→motive_3→motive_3→motive_6→motive_6→motive_8→motive_8→motive_3→motive_3→motive_8→motive_8→motive_3→motive_3→motive_6→motive_6→motive_8→motive_8→motive_3→motive_3→motive_8
38,motive_2→motive_2→motive_6→motive_6→motive_3→motive_3→motive_6→motive_6→motive_3→motive_3→motive_6→motive_6→motive_3→motive_3→motive_6→motive_6→motive_3→motive_3→motive_6→motive_6→motive_3,A→A→B→B→C→C→B→B→C→C→B→B→C→C→B→B→C→C→B→B→C,21,2,29,"[2, 28, 62, 94, 128, 162, 196, 230, 264, 300]",motive_2→motive_2→motive_6→motive_6→motive_3→motive_3→motive_6→motive_6→motive_3→motive_3→motive_6→motive_6→motive_3→motive_3→motive_6→motive_6→motive_3→motive_3→motive_6→motive_6→motive_3,motive_2→motive_2→motive_6→motive_6→motive_3→motive_3→motive_6→motive_6→motive_3→motive_3→motive_6→motive_6→motive_3→motive_3→motive_6→motive_6→motive_3→motive_3→motive_6→motive_6→motive_3,motive_2→motive_2→motive_6→motive_6→motive_3→motive_3→motive_6→motive_6→motive_3→motive_3→motive_6→motive_6→motive_3→motive_3→motive_6→motive_6→motive_3→motive_3→motive_6→motive_6→motive_3
39,motive_3→motive_3→motive_7→motive_7→motive_1→motive_1→motive_3→motive_3→motive_7→motive_7→motive_1→motive_1→motive_3→motive_3→motive_7→motive_7→motive_1→motive_1→motive_3→motive_3→motive_7,A→A→B→B→C→C→A→A→B→B→C→C→A→A→B→B→C→C→A→A→B,21,10,217,"[10, 12, 14, 16, 18, 20, 22, 24, 26, 28]",motive_3→motive_3→motive_7→motive_7→motive_1→motive_1→motive_3→motive_3→motive_7→motive_7→motive_1→motive_1→motive_3→motive_3→motive_7→motive_7→motive_1→motive_1→motive_3→motive_3→motive_7,motive_7→motive_7→motive_1→motive_1→motive_3→motive_3→motive_7→motive_7→motive_1→motive_1→motive_3→motive_3→motive_7→motive_7→motive_1→motive_1→motive_3→motive_3→motive_7→motive_7→motive_1,motive_1→motive_1→motive_3→motive_3→motive_7→motive_7→motive_1→motive_1→motive_3→motive_3→motive_7→motive_7→motive_1→motive_1→motive_3→motive_3→motive_7→motive_7→motive_1→motive_1→motive_3
40,motive_5→motive_5→motive_1→motive_1→motive_3→motive_3→motive_5→motive_5→motive_1→motive_1→motive_5→motive_5→motive_1→motive_1→motive_3→motive_3→motive_5→motive_5→motive_1→motive_1→motive_5,A→A→B→B→C→C→A→A→B→B→A→A→B→B→C→C→A→A→B→B→A,21,4,44,"[4, 30, 40, 50, 60, 70, 96, 106, 116, 126]",motive_5→motive_5→motive_1→motive_1→motive_3→motive_3→motive_5→motive_5→motive_1→motive_1→motive_5→motive_5→motive_1→motive_1→motive_3→motive_3→motive_5→motive_5→motive_1→motive_1→motive_5,motive_5→motive_5→motive_1→motive_1→motive_3→motive_3→motive_5→motive_5→motive_1→motive_1→motive_5→motive_5→motive_1→motive_1→motive_3→motive_3→motive_5→motive_5→motive_1→motive_1→motive_5,motive_5→motive_5→motive_1→motive_1→motive_3→motive_3→motive_5→motive_5→motive_1→motive_1→motive_5→motive_5→motive_1→motive_1→motive_3→motive_3→motive_5→motive_5→motive_1→motive_1→motive_5
41,motive_1→motive_1→motive_2→motive_2→motive_4→motive_4→motive_2→motive_2→motive_7→motive_7→motive_4→motive_4→motive_2→motive_2→motive_4→motive_4→motive_6→motive_6→motive_2→motive_2→motive_4,A→A→B→B→C→C→B→B→D→D→C→C→B→B→C→C→E→E→B→B→C,21,0,5,"[0, 190, 248, 408, 442]",motive_1→motive_1→motive_2→motive_2→motive_4→motive_4→motive_2→motive_2→motive_7→motive_7→motive_4→motive_4→motive_2→motive_2→motive_4→motive_4→motive_6→motive_6→motive_2→motive_2→motive_4,motive_1→motive_1→motive_2→motive_2→motive_4→motive_4→motive_2→motive_2→motive_7→motive_7→motive_4→motive_4→motive_2→motive_2→motive_4→motive_4→motive_6→motive_6→motive_2→motive_2→motive_4,motive_1→motive_1→motive_2→motive_2→motive_4→motive_4→motive_2→motive_2→motive_7→motive_7→motive_4→motive_4→motive_2→motive_2→motive_4→motive_4→motive_6→motive_6→motive_2→motive_2→motive_4
42,motive_7→motive_7→motive_4→motive_4→motive_2→motive_2→motive_6→motive_6→motive_5→motive_5→motive_7→motive_7→motive_2→motive_2→motive_7→motive_7→motive_2→motive_2→motive_7→motive_7→motive_5,A→A→B→B→C→C→D→D→E→E→A→A→C→C→A→A→C→C→A→A→E,21,18,2,"[18, 618]",motive_7→motive_7→motive_4→motive_4→motive_2→motive_2→motive_6→motive_6→motive_5→motive_5→motive_7→motive_7→motive_2→motive_2→motive_7→motive_7→motive_2→motive_2→motive_7→motive_7→motive_5,motive_7→motive_7→motive_4→motive_4→motive_2→motive_2→motive_6→motive_6→motive_5→motive_5→motive_7→motive_7→motive_2→motive_2→motive_7→motive_7→motive_2→motive_2→motive_7→motive_7→motive_5,
43,motive_1→motive_1→motive_4→motive_4→motive_7→motive_7→motive_4→motive_4→motive_7→motive_7→motive_4→motive_4→motive_7→motive_7→motive_1→motive_1→motive_4→motive_4→motive_7→motive_7→motive_4,A→A→B→B→C→C→B→B→C→C→B→B→C→C→A→A→B→B→C→C→B,21,0,23,"[0, 24, 48, 72, 96, 120, 144, 168, 192, 216]",motive_1→motive_1→motive_4→motive_4→motive_7→motive_7→motive_4→motive_4→motive_7→motive_7→motive_4→motive_4→motive_7→motive_7→motive_1→motive_1→motive_4→motive_4→motive_7→motive_7→motive_4,motive_1→motive_1→motive_4→motive_4→motive_7→motive_7→motive_4→motive_4→motive_7→motive_7→motive_4→motive_4→motive_7→motive_7→motive_1→motive_1→motive_4→motive_4→motive_7→motive_7→motive_4,motive_1→motive_1→motive_4→motive_4→motive_7→motive_7→motive_4→motive_4→motive_7→motive_7→motive_4→motive_4→motive_7→motive_7→motive_1→motive_1→motive_4→motive_4→motive_7→motive_7→motive_4
44,motive_6→motive_6→motive_4→motive_4→motive_1→motive_1→motive_6→motive_6→motive_5→motive_5→motive_6→motive_6→motive_1→motive_1→motive_4→motive_4→motive_5→motive_5→motive_6→motive_6→motive_1,A→A→B→B→C→C→A→A→D→D→A→A→C→C→B→B→D→D→A→A→C,21,18,2,"[18, 48]",motive_6→motive_6→motive_4→motive_4→motive_1→motive_1→motive_6→motive_6→motive_5→motive_5→motive_6→motive_6→motive_1→motive_1→motive_4→motive_4→motive_5→motive_5→motive_6→motive_6→motive_1,motive_6→motive_6→motive_4→motive_4→motive_1→motive_1→motive_6→motive_6→motive_5→motive_5→motive_6→motive_6→motive_1→motive_1→motive_4→motive_4→motive_5→motive_5→motive_6→motive_6→motive_1,
45,motive_1→motive_1→motive_6→motive_6→motive_3→motive_3→motive_4→motive_4→motive_1→motive_1→motive_6→motive_6→motive_3→motive_3→motive_4→motive_4→motive_6→motive_6→motive_1→motive_1→motive_3,A→A→B→B→C→C→D→D→A→A→B→B→C→C→D→D→B→B→A→A→C,21,2,19,"[2, 40, 66, 80, 172, 246, 260, 304, 330, 344]",motive_1→motive_1→motive_6→motive_6→motive_3→motive_3→motive_4→motive_4→motive_1→motive_1→motive_6→motive_6→motive_3→motive_3→motive_4→motive_4→motive_6→motive_6→motive_1→motive_1→motive_3,motive_4→motive_4→motive_6→motive_6→motive_1→motive_1→motive_3→motive_3→motive_4→motive_4→motive_6→motive_6→motive_1→motive_1→motive_3→motive_3→motive_6→motive_6→motive_4→motive_4→motive_1,motive_4→motive_4→motive_6→motive_6→motive_1→motive_1→motive_3→motive_3→motive_4→motive_4→motive_6→motive_6→motive_1→motive_1→motive_3→motive_3→motive_6→motive_6→motive_4→motive_4→motive_1
