seed,pattern,pattern_length,first_occurrence_step,num_occurrences,occurrence_positions
831,motive_1→motive_1→motive_3→motive_3→motive_1→motive_1→motive_3→motive_3→motive_4→motive_4→motive_1→motive_1→motive_3→motive_3→motive_1→motive_1→motive_3→motive_3→motive_1→motive_1→motive_4,21,4,9,"[4, 102, 214, 242, 298, 340, 410, 480, 540]"
832,motive_8→motive_8→motive_2→motive_2→motive_7→motive_7→motive_6→motive_6→motive_8→motive_8→motive_2→motive_2→motive_8→motive_8→motive_2→motive_2→motive_6→motive_6→motive_7→motive_7→motive_2,21,6,2,"[6, 190]"
833,motive_1→motive_1→motive_8→motive_8→motive_7→motive_7→motive_4→motive_4→motive_8→motive_8→motive_1→motive_1→motive_8→motive_8→motive_7→motive_7→motive_1→motive_1→motive_8→motive_8→motive_4,21,20,3,"[20, 104, 188]"
834,motive_7→motive_7→motive_6→motive_6→motive_7→motive_7→motive_6→motive_6→motive_7→motive_7→motive_6→motive_6→motive_7→motive_7→motive_6→motive_6→motive_7→motive_7→motive_6→motive_6→motive_7,21,2,161,"[2, 6, 10, 14, 18, 22, 26, 30, 34, 38]"
835,motive_2→motive_2→motive_1→motive_1→motive_3→motive_3→motive_2→motive_2→motive_1→motive_1→motive_3→motive_3→motive_2→motive_2→motive_1→motive_1→motive_3→motive_3→motive_6→motive_6→motive_2,21,0,4,"[0, 72, 120, 202]"
836,motive_4→motive_4→motive_6→motive_6→motive_4→motive_4→motive_6→motive_6→motive_4→motive_4→motive_6→motive_6→motive_4→motive_4→motive_6→motive_6→motive_4→motive_4→motive_6→motive_6→motive_4,21,0,162,"[0, 4, 8, 12, 16, 20, 24, 28, 32, 36]"
837,motive_8→motive_8→motive_1→motive_1→motive_7→motive_7→motive_8→motive_8→motive_1→motive_1→motive_4→motive_4→motive_3→motive_3→motive_8→motive_8→motive_7→motive_7→motive_1→motive_1→motive_8,21,98,3,"[98, 226, 266]"
838,motive_8→motive_8→motive_1→motive_1→motive_5→motive_5→motive_8→motive_8→motive_3→motive_3→motive_1→motive_1→motive_8→motive_8→motive_5→motive_5→motive_8→motive_8→motive_3→motive_3→motive_1,21,36,3,"[36, 188, 214]"
839,motive_7→motive_7→motive_3→motive_3→motive_1→motive_1→motive_7→motive_7→motive_3→motive_3→motive_8→motive_8→motive_3→motive_3→motive_8→motive_8→motive_3→motive_3→motive_8→motive_8→motive_3,21,16,2,"[16, 80]"
840,motive_2→motive_2→motive_7→motive_7→motive_3→motive_3→motive_4→motive_4→motive_2→motive_2→motive_7→motive_7→motive_3→motive_3→motive_2→motive_2→motive_7→motive_7→motive_4→motive_4→motive_2,21,22,2,"[22, 60]"
841,motive_2→motive_2→motive_1→motive_1→motive_2→motive_2→motive_6→motive_6→motive_1→motive_1→motive_2→motive_2→motive_1→motive_1→motive_2→motive_2→motive_1→motive_1→motive_2→motive_2→motive_6,21,4,15,"[4, 26, 48, 70, 92, 114, 136, 158, 180, 202]"
842,motive_8→motive_8→motive_4→motive_4→motive_8→motive_8→motive_6→motive_6→motive_4→motive_4→motive_8→motive_8→motive_3→motive_3→motive_4→motive_4→motive_8→motive_8→motive_6→motive_6→motive_4,21,30,2,"[30, 190]"
843,motive_3→motive_3→motive_5→motive_5→motive_3→motive_3→motive_5→motive_5→motive_3→motive_3→motive_5→motive_5→motive_3→motive_3→motive_5→motive_5→motive_3→motive_3→motive_5→motive_5→motive_3,21,2,54,"[2, 6, 10, 14, 18, 22, 26, 30, 34, 38]"
844,motive_8→motive_8→motive_5→motive_5→motive_6→motive_6→motive_8→motive_8→motive_5→motive_5→motive_1→motive_1→motive_8→motive_8→motive_5→motive_5→motive_6→motive_6→motive_8→motive_8→motive_5,21,22,4,"[22, 52, 88, 124]"
845,motive_8→motive_8→motive_4→motive_4→motive_8→motive_8→motive_7→motive_7→motive_4→motive_4→motive_8→motive_8→motive_7→motive_7→motive_4→motive_4→motive_8→motive_8→motive_7→motive_7→motive_4,21,2,13,"[2, 24, 52, 74, 102, 124, 152, 174, 202, 230]"
846,motive_6→motive_6→motive_2→motive_2→motive_6→motive_6→motive_2→motive_2→motive_5→motive_5→motive_6→motive_6→motive_2→motive_2→motive_6→motive_6→motive_2→motive_2→motive_5→motive_5→motive_6,21,4,65,"[4, 14, 24, 34, 44, 54, 64, 74, 84, 94]"
847,motive_5→motive_5→motive_7→motive_7→motive_5→motive_5→motive_6→motive_6→motive_7→motive_7→motive_5→motive_5→motive_7→motive_7→motive_5→motive_5→motive_6→motive_6→motive_7→motive_7→motive_5,21,28,2,"[28, 70]"
848,motive_2→motive_2→motive_8→motive_8→motive_7→motive_7→motive_2→motive_2→motive_5→motive_5→motive_4→motive_4→motive_2→motive_2→motive_7→motive_7,16,42,2,"[42, 156]"
849,motive_6→motive_6→motive_1→motive_1→motive_2→motive_2→motive_4→motive_4→motive_2→motive_2→motive_4→motive_4→motive_7→motive_7→motive_2→motive_2→motive_4→motive_4→motive_2→motive_2→motive_1,21,2,3,"[2, 148, 226]"
850,motive_3→motive_3→motive_5→motive_5→motive_7→motive_7→motive_3→motive_3→motive_5→motive_5→motive_7→motive_7→motive_3→motive_3→motive_5→motive_5→motive_7→motive_7→motive_3→motive_3→motive_5,21,2,55,"[2, 8, 14, 20, 26, 32, 38, 44, 50, 56]"
851,motive_8→motive_8→motive_5→motive_5→motive_8→motive_8→motive_5→motive_5→motive_8→motive_8→motive_3→motive_3→motive_5→motive_5→motive_8→motive_8→motive_5→motive_5→motive_8→motive_8→motive_3,21,14,5,"[14, 66, 118, 170, 222]"
852,motive_2→motive_2→motive_5→motive_5→motive_2→motive_2→motive_5→motive_5→motive_1→motive_1→motive_2→motive_2→motive_5→motive_5→motive_2→motive_2→motive_5→motive_5→motive_2→motive_2→motive_5,21,6,11,"[6, 40, 78, 112, 150, 184, 222, 256, 294, 328]"
853,motive_1→motive_1→motive_6→motive_6→motive_1→motive_1→motive_3→motive_3→motive_6→motive_6→motive_1→motive_1→motive_6→motive_6→motive_1→motive_1→motive_3→motive_3→motive_6→motive_6→motive_1,21,8,2,"[8, 18]"
854,motive_4→motive_4→motive_7→motive_7→motive_4→motive_4→motive_7→motive_7→motive_4→motive_4→motive_7→motive_7→motive_4→motive_4→motive_7→motive_7→motive_4→motive_4→motive_7→motive_7→motive_4,21,4,94,"[4, 8, 12, 16, 20, 24, 28, 32, 36, 40]"
855,motive_8→motive_8→motive_6→motive_6→motive_5→motive_5→motive_1→motive_1→motive_3→motive_3→motive_1→motive_1→motive_5→motive_5→motive_6→motive_6→motive_8→motive_8→motive_1→motive_1→motive_6,21,30,3,"[30, 112, 170]"
856,motive_6→motive_6→motive_8→motive_8→motive_6→motive_6→motive_8→motive_8→motive_6→motive_6→motive_8→motive_8→motive_6→motive_6→motive_8→motive_8→motive_6→motive_6→motive_8→motive_8→motive_6,21,2,72,"[2, 6, 10, 14, 18, 22, 26, 30, 34, 38]"
857,motive_5→motive_5→motive_6→motive_6→motive_7→motive_7→motive_5→motive_5→motive_6→motive_6→motive_3→motive_3→motive_1→motive_1→motive_6→motive_6→motive_3→motive_3→motive_1→motive_1→motive_7,21,2,2,"[2, 212]"
858,motive_4→motive_4→motive_1→motive_1→motive_5→motive_5→motive_1→motive_1→motive_4→motive_4→motive_2→motive_2→motive_7→motive_7→motive_5→motive_5→motive_1→motive_1→motive_4→motive_4→motive_2,21,2,2,"[2, 214]"
859,motive_1→motive_1→motive_7→motive_7→motive_5→motive_5→motive_8→motive_8→motive_1→motive_1→motive_7→motive_7→motive_1→motive_1→motive_7→motive_7→motive_8→motive_8→motive_5→motive_5→motive_1,21,16,4,"[16, 90, 164, 238]"
860,motive_8→motive_8→motive_3→motive_3→motive_5→motive_5→motive_8→motive_8→motive_2→motive_2→motive_6→motive_6→motive_3→motive_3→motive_8→motive_8→motive_5→motive_5→motive_8→motive_8→motive_3,21,28,2,"[28, 180]"
861,motive_1→motive_1→motive_8→motive_8→motive_3→motive_3→motive_7→motive_7→motive_8→motive_8→motive_3→motive_3→motive_7→motive_7→motive_8→motive_8→motive_3→motive_3→motive_1→motive_1→motive_7,21,22,2,"[22, 158]"
862,motive_1→motive_1→motive_2→motive_2→motive_1→motive_1→motive_4→motive_4→motive_1→motive_1→motive_4→motive_4→motive_2→motive_2→motive_1→motive_1→motive_2→motive_2→motive_1→motive_1→motive_4,21,26,2,"[26, 362]"
863,motive_7→motive_7→motive_2→motive_2→motive_7→motive_7→motive_2→motive_2→motive_7→motive_7→motive_2→motive_2→motive_7→motive_7→motive_2→motive_2→motive_7→motive_7→motive_2→motive_2→motive_7,21,4,242,"[4, 8, 12, 16, 20, 24, 28, 32, 36, 40]"
864,motive_1→motive_1→motive_5→motive_5→motive_4→motive_4→motive_1→motive_1→motive_5→motive_5→motive_8→motive_8→motive_1→motive_1→motive_4→motive_4→motive_5→motive_5→motive_1→motive_1→motive_5,21,66,2,"[66, 146]"
865,motive_7→motive_7→motive_5→motive_5→motive_7→motive_7→motive_5→motive_5→motive_7→motive_7→motive_5→motive_5→motive_7→motive_7→motive_5→motive_5→motive_7→motive_7→motive_5→motive_5→motive_7,21,2,79,"[2, 6, 10, 14, 18, 22, 26, 30, 34, 38]"
866,motive_3→motive_3→motive_1→motive_1→motive_5→motive_5→motive_3→motive_3→motive_1→motive_1→motive_3→motive_3→motive_1→motive_1→motive_5→motive_5→motive_3→motive_3→motive_1→motive_1→motive_3,21,24,19,"[24, 34, 58, 68, 78, 88, 112, 122, 132, 142]"
867,motive_6→motive_6→motive_4→motive_4→motive_7→motive_7→motive_8→motive_8→motive_4→motive_4→motive_6→motive_6→motive_7→motive_7→motive_8→motive_8→motive_4→motive_4→motive_6→motive_6→motive_4,21,10,2,"[10, 28]"
868,motive_2→motive_2→motive_7→motive_7→motive_1→motive_1→motive_6→motive_6→motive_7→motive_7→motive_2→motive_2→motive_1→motive_1→motive_7→motive_7→motive_2→motive_2→motive_1→motive_1→motive_6,21,20,2,"[20, 132]"
869,motive_7→motive_7→motive_3→motive_3→motive_4→motive_4→motive_7→motive_7→motive_3→motive_3→motive_4→motive_4→motive_7→motive_7→motive_3→motive_3→motive_7→motive_7→motive_3→motive_3→motive_4,21,0,2,"[0, 144]"
870,motive_8→motive_8→motive_6→motive_6→motive_8→motive_8→motive_6→motive_6→motive_8→motive_8→motive_6→motive_6→motive_8→motive_8→motive_6→motive_6→motive_8→motive_8→motive_6→motive_6→motive_8,21,2,54,"[2, 6, 10, 14, 18, 22, 26, 30, 34, 38]"
871,motive_5→motive_5→motive_4→motive_4→motive_8→motive_8→motive_4→motive_4→motive_5→motive_5→motive_3→motive_3→motive_4→motive_4→motive_8→motive_8→motive_4→motive_4→motive_5→motive_5→motive_3,21,22,4,"[22, 372, 482, 682]"
872,motive_8→motive_8→motive_4→motive_4→motive_1→motive_1→motive_8→motive_8→motive_4→motive_4→motive_8→motive_8→motive_4→motive_4→motive_1→motive_1→motive_2→motive_2→motive_8→motive_8→motive_4,21,12,3,"[12, 158, 254]"
873,motive_4→motive_4→motive_8→motive_8→motive_6→motive_6→motive_4→motive_4→motive_6→motive_6→motive_4→motive_4→motive_8→motive_8→motive_6→motive_6→motive_4→motive_4→motive_8→motive_8→motive_6,21,0,2,"[0, 154]"
874,motive_7→motive_7→motive_3→motive_3→motive_6→motive_6→motive_7→motive_7→motive_6→motive_6→motive_3→motive_3→motive_7→motive_7→motive_6→motive_6→motive_2→motive_2→motive_7→motive_7→motive_6,21,4,8,"[4, 50, 84, 118, 192, 238, 272, 334]"
875,motive_7→motive_7→motive_3→motive_3→motive_4→motive_4→motive_7→motive_7→motive_3→motive_3→motive_7→motive_7→motive_3→motive_3→motive_7→motive_7→motive_5→motive_5→motive_3→motive_3→motive_7,21,0,2,"[0, 226]"
876,motive_6→motive_6→motive_8→motive_8→motive_6→motive_6→motive_4→motive_4→motive_8→motive_8→motive_6→motive_6→motive_8→motive_8→motive_6→motive_6→motive_4→motive_4→motive_8→motive_8→motive_6,21,2,85,"[2, 12, 22, 32, 42, 52, 62, 92, 102, 112]"
877,motive_6→motive_6→motive_3→motive_3→motive_2→motive_2→motive_6→motive_6→motive_3→motive_3→motive_6→motive_6→motive_2→motive_2→motive_6→motive_6→motive_2→motive_2→motive_3→motive_3→motive_6,21,0,2,"[0, 168]"
878,motive_2→motive_2→motive_4→motive_4→motive_2→motive_2→motive_4→motive_4→motive_2→motive_2→motive_3→motive_3→motive_4→motive_4→motive_2→motive_2→motive_4→motive_4→motive_2→motive_2→motive_3,21,18,14,"[18, 42, 76, 110, 134, 158, 182, 206, 230, 264]"
879,motive_7→motive_7→motive_3→motive_3→motive_6→motive_6→motive_7→motive_7→motive_3→motive_3→motive_7→motive_7→motive_3→motive_3→motive_7→motive_7→motive_6→motive_6→motive_7→motive_7→motive_3,21,6,2,"[6, 116]"
880,motive_3→motive_3→motive_4→motive_4→motive_1→motive_1→motive_3→motive_3→motive_4→motive_4→motive_1→motive_1→motive_3→motive_3→motive_4→motive_4→motive_3→motive_3→motive_4→motive_4→motive_1,21,16,12,"[16, 38, 60, 82, 104, 126, 148, 170, 192, 214]"
881,motive_7→motive_7→motive_2→motive_2→motive_6→motive_6→motive_1→motive_1→motive_4→motive_4→motive_7→motive_7→motive_1→motive_1→motive_4→motive_4→motive_1→motive_1→motive_4→motive_4→motive_1,21,2,4,"[2, 30, 158, 218]"
882,motive_3→motive_3→motive_5→motive_5→motive_1→motive_1→motive_5→motive_5→motive_1→motive_1→motive_3→motive_3→motive_5→motive_5→motive_1→motive_1→motive_3→motive_3→motive_5→motive_5→motive_1,21,2,24,"[2, 18, 34, 50, 66, 82, 98, 114, 130, 146]"
883,motive_5→motive_5→motive_1→motive_1→motive_5→motive_5→motive_1→motive_1→motive_5→motive_5→motive_1→motive_1→motive_5→motive_5→motive_3→motive_3→motive_1→motive_1→motive_5→motive_5→motive_1,21,6,8,"[6, 24, 70, 102, 148, 180, 226, 258]"
884,motive_5→motive_5→motive_8→motive_8→motive_1→motive_1→motive_5→motive_5→motive_8→motive_8→motive_1→motive_1→motive_5→motive_5→motive_8→motive_8→motive_1→motive_1→motive_5→motive_5→motive_8,21,0,53,"[0, 6, 12, 18, 24, 30, 36, 42, 48, 54]"
885,motive_5→motive_5→motive_7→motive_7→motive_5→motive_5→motive_7→motive_7→motive_5→motive_5→motive_7→motive_7→motive_5→motive_5→motive_7→motive_7→motive_5→motive_5→motive_7→motive_7→motive_5,21,6,117,"[6, 10, 14, 18, 22, 26, 30, 34, 38, 42]"
886,motive_8→motive_8→motive_5→motive_5→motive_8→motive_8→motive_4→motive_4→motive_3→motive_3→motive_2→motive_2→motive_1→motive_1→motive_3→motive_3→motive_4→motive_4→motive_8→motive_8→motive_2,21,10,3,"[10, 46, 112]"
887,motive_2→motive_2→motive_5→motive_5→motive_6→motive_6→motive_2→motive_2→motive_8→motive_8→motive_4→motive_4→motive_5→motive_5→motive_2→motive_2→motive_6→motive_6→motive_5→motive_5→motive_2,21,38,3,"[38, 96, 272]"
888,motive_5→motive_5→motive_6→motive_6→motive_4→motive_4→motive_5→motive_5→motive_6→motive_6→motive_8→motive_8→motive_7→motive_7→motive_8→motive_8→motive_7→motive_7→motive_8→motive_8→motive_7,21,30,5,"[30, 86, 138, 174, 214]"
889,motive_3→motive_3→motive_8→motive_8→motive_3→motive_3→motive_8→motive_8→motive_3→motive_3→motive_8→motive_8→motive_3→motive_3→motive_8→motive_8→motive_2→motive_2→motive_3→motive_3→motive_8,21,0,2,"[0, 28]"
890,motive_3→motive_3→motive_6→motive_6→motive_3→motive_3→motive_6→motive_6→motive_3→motive_3→motive_6→motive_6→motive_3→motive_3→motive_6→motive_6→motive_3→motive_3→motive_6→motive_6→motive_3,21,0,107,"[0, 4, 8, 12, 16, 20, 24, 28, 32, 36]"
891,motive_4→motive_4→motive_3→motive_3→motive_4→motive_4→motive_3→motive_3→motive_4→motive_4→motive_3→motive_3→motive_4→motive_4→motive_3→motive_3→motive_4→motive_4→motive_3→motive_3→motive_4,21,2,72,"[2, 6, 10, 14, 18, 22, 26, 30, 34, 38]"
892,motive_2→motive_2→motive_8→motive_8→motive_4→motive_4→motive_2→motive_2→motive_8→motive_8→motive_2→motive_2→motive_8→motive_8→motive_2→motive_2→motive_8→motive_8→motive_2→motive_2→motive_8,21,6,2,"[6, 240]"
893,motive_3→motive_3→motive_8→motive_8→motive_3→motive_3→motive_8→motive_8→motive_3→motive_3→motive_8→motive_8→motive_3→motive_3→motive_8→motive_8→motive_3→motive_3→motive_8→motive_8→motive_3,21,0,67,"[0, 4, 8, 12, 16, 20, 24, 28, 32, 36]"
894,motive_5→motive_5→motive_2→motive_2→motive_8→motive_8→motive_2→motive_2→motive_6→motive_6→motive_8→motive_8→motive_2→motive_2→motive_8→motive_8→motive_5→motive_5→motive_6→motive_6→motive_2,21,12,6,"[12, 58, 104, 246, 342, 504]"
