structural_pattern,num_simulations,simulation_ids
A→A→B→B→C→C→A→A→D→D→B→B→A→A→C→C→B→B→A→A→D,5,"623,810,903,971,983"
A→A→B→B→C→C→B→B→C→C→B→B→A→A→C→C→B→B→C→C→B,4,"43,266,399,453"
A→A→B→B→C→C→A→A→D→D→B→B→A→A→C→C→B→B→A→A→C,4,"63,559,818,912"
A→A→B→B→C→C→B→B→A→A→B→B→C→C→B→B→A→A→B→B→C,4,"119,574,602,755"
A→A→B→B→A→A→B→B→A→A→B→B→C→C→A→A→B→B→A→A→B,4,"288,382,726,909"
A→A→B→B→C→C→A→A→B→B→A→A→C→C→B→B→A→A→C→C→B,4,"289,455,899,954"
A→A→B→B→C→C→A→A→B→B→A→A→C→C→B→B→A→A→B→B→C,4,"362,376,742,973"
A→A→B→B→C→C→B→B→A→A→C→C→B→B→C→C→A→A→B→B→C,3,"23,280,701"
A→A→B→B→C→C→A→A→B→B→D→D→C→C→A→A→B→B→C→C→A,3,"31,465,744"
A→A→B→B→C→C→A→A→B→B→A→A→B→B→A→A→B→B→C→C→A,3,"40,303,467"
A→A→B→B→C→C→D→D→B→B→C→C→D→D→B→B→A→A→C→C→D,3,"44,917,923"
A→A→B→B→C→C→B→B→C→C→B→B→C→C→D→D→B→B→C→C→B,3,"60,349,886"
A→A→B→B→C→C→B→B→C→C→A→A→B→B→C→C→A→A→B→B→C,3,"70,369,611"
A→A→B→B→C→C→D→D→B→B→D→D→B→B→D→D→B→B→D→D→B,3,"73,752,948"
A→A→B→B→C→C→B→B→C→C→B→B→C→C→A→A→B→B→C→C→B,3,"78,201,358"
A→A→B→B→A→A→C→C→B→B→A→A→B→B→A→A→B→B→C→C→A,3,"131,252,556"
A→A→B→B→A→A→B→B→A→A→C→C→B→B→A→A→B→B→A→A→B,3,"134,507,836"
A→A→B→B→A→A→C→C→B→B→A→A→C→C→B→B→A→A→C→C→B,3,"195,438,614"
A→A→B→B→A→A→C→C→B→B→A→A→B→B→C→C→A→A→B→B→A,3,"213,722,771"
A→A→B→B→C→C→A→A→B→B→C→C→D→D→A→A→B→B→C→C→A,3,"221,411,633"
A→A→B→B→C→C→B→B→A→A→D→D→A→A→B→B→C→C→B→B→A,3,"241,655,769"
A→A→B→B→A→A→B→B→A→A→B→B→A→A→B→B→C→C→A→A→B,3,"275,572,667"
A→A→B→B→C→C→A→A→D→D→B→B→C→C→A→A→B→B→D→D→C,3,"283,545,833"
A→A→B→B→A→A→B→B→C→C→A→A→B→B→D→D→A→A→B→B→A,3,"342,573,830"
A→A→B→B→A→A→C→C→B→B→A→A→B→B→D→D→A→A→B→B→A,3,"351,437,879"
A→A→B→B→C→C→A→A→D→D→C→C→A→A→B→B→C→C→A→A→D,2,"5,105"
A→A→B→B→C→C→A→A→B→B→C→C→A→A→B→B→D→D→C→C→B,2,"15,695"
A→A→B→B→C→C→D→D→B→B→A→A→C→C→D→D→B→B→C→C→A,2,"16,454"
A→A→B→B→C→C→D→D→A→A→B→B→C→C→B→B→D→D→A→A→C,2,"30,739"
A→A→B→B→C→C→A→A→B→B→C→C→A→A→B→B→C→C→D→D→A,2,"53,580"
A→A→B→B→C→C→A→A→B→B→C→C→D→D→A→A→C→C→B→B→A,2,"56,728"
A→A→B→B→C→C→D→D→A→A→C→C→B→B→D→D→A→A→C→C→B,2,"58,291"
A→A→B→B→A→A→C→C→A→A→B→B→A→A→B→B→A→A→B→B→A,2,"74,843"
A→A→B→B→C→C→A→A→D→D→A→A→B→B→C→C→A→A→D→D→A,2,"89,618"
A→A→B→B→C→C→D→D→B→B→C→C→B→B→C→C→B→B→C→C→B,2,"94,668"
A→A→B→B→C→C→B→B→A→A→B→B→C→C→B→B→C→C→B→B→A,2,"101,447"
A→A→B→B→C→C→D→D→B→B→C→C→B→B→C→C→D→D→B→B→C,2,"111,592"
A→A→B→B→A→A→C→C→D→D→B→B→A→A→C→C→B→B→D→D→A,2,"120,906"
A→A→B→B→C→C→D→D→B→B→A→A→C→C→E→E→F→F→A→A→C,2,"122,697"
A→A→B→B→A→A→B→B→C→C→A→A→B→B→A→A→D→D→B→B→A,2,"125,841"
A→A→B→B→C→C→D→D→A→A→B→B→D→D→C→C→A→A→D→D→B,2,"126,564"
A→A→B→B→C→C→A→A→B→B→A→A→B→B→A→A→C→C→B→B→A,2,"128,268"
A→A→B→B→C→C→A→A→D→D→C→C→A→A→B→B→C→C→D→D→A,2,"140,532"
A→A→B→B→C→C→A→A→D→D→B→B→A→A→C→C→B→B→D→D→A,2,"166,402"
A→A→B→B→C→C→D→D→E→E→D→D→E→E→D→D→E→E→D→D→E,2,"167,226"
A→A→B→B→A→A→B→B→C→C→A→A→B→B→A→A→B→B→C→C→A,2,"181,471"
A→A→B→B→A→A→B→B→A→A→C→C→A→A→B→B→A→A→C→C→A,2,"184,534"
A→A→B→B→C→C→D→D→B→B→D→D→B→B→C→C→D→D→B→B→D,2,"185,306"
A→A→B→B→C→C→A→A→C→C→B→B→A→A→C→C→A→A→C→C→B,2,"200,884"
A→A→B→B→C→C→D→D→B→B→A→A→B→B→C→C→D→D→B→B→A,2,"206,838"
A→A→B→B→A→A→B→B→A→A→B→B→C→C→A→A→B→B→A→A→D,2,"211,423"
A→A→B→B→C→C→D→D→E→E→C→C→D→D→E→E→C→C→D→D→E,2,"215,616"
A→A→B→B→C→C→D→D→A→A→B→B→C→C→A→A→B→B→C→C→D,2,"216,868"
A→A→B→B→C→C→A→A→B→B→C→C→A→A→D→D→B→B→A→A→C,2,"227,550"
A→A→B→B→C→C→D→D→B→B→C→C→D→D→B→B→E→E→B→B→D,2,"231,256"
A→A→B→B→A→A→C→C→B→B→A→A→B→B→A→A→D→D→B→B→A,2,"243,780"
A→A→B→B→C→C→D→D→A→A→B→B→C→C→A→A→B→B→C→C→A,2,"262,334"
A→A→B→B→A→A→B→B→C→C→A→A→B→B→D→D→A→A→B→B→C,2,"270,715"
A→A→B→B→C→C→B→B→C→C→B→B→C→C→B→B→C→C→B→B→D,2,"271,891"
A→A→B→B→C→C→A→A→D→D→C→C→B→B→A→A→D→D→C→C→B,2,"282,665"
A→A→B→B→C→C→A→A→C→C→A→A→B→B→C→C→A→A→C→C→B,2,"301,464"
A→A→B→B→C→C→D→D→E→E→C→C→D→D→E→E→C→C→D→D→C,2,"309,716"
A→A→B→B→A→A→B→B→A→A→B→B→A→A→C→C→B→B→A→A→B,2,"315,723"
A→A→B→B→C→C→D→D→B→B→C→C→D→D→B→B→A→A→B→B→C,2,"316,781"
A→A→B→B→C→C→A→A→C→C→A→A→C→C→A→A→C→C→A→A→C,2,"325,875"
A→A→B→B→C→C→A→A→D→D→B→B→A→A→D→D→B→B→A→A→C,2,"335,764"
A→A→B→B→C→C→A→A→B→B→A→A→C→C→B→B→A→A→D→D→B,2,"359,539"
A→A→B→B→C→C→D→D→A→A→B→B→C→C→E→E→A→A→B→B→C,2,"367,536"
A→A→B→B→C→C→B→B→C→C→A→A→B→B→C→C→B→B→A→A→C,2,"368,396"
A→A→B→B→A→A→B→B→A→A→B→B→A→A→B→B→A→A→C→C→B,2,"378,762"
A→A→B→B→A→A→C→C→A→A→B→B→A→A→C→C→A→A→B→B→A,2,"383,652"
A→A→B→B→C→C→D→D→B→B→A→A→C→C→B→B→A→A→D→D→C,2,"412,567"
A→A→B→B→A→A→B→B→C→C→D→D→A→A→B→B→A→A→C→C→B,2,"414,904"
A→A→B→B→C→C→A→A→B→B→D→D→C→C→A→A→B→B→D→D→C,2,"440,957"
A→A→B→B→C→C→D→D→B→B→E→E→D→D→B→B→E→E→D→D→B,2,"459,587"
A→A→B→B→C→C→A→A→B→B→A→A→D→D→C→C→B→B→A→A→B,2,"500,970"
A→A→B→B→A→A→B→B→C→C→A→A→B→B→A→A→B→B→A→A→C,2,"513,768"
A→A→B→B→C→C→A→A→B→B→C→C→D→D→B→B→A→A→C→C→B,2,"514,929"
A→A→B→B→A→A→B→B→C→C→D→D→A→A→B→B→C→C→A→A→B,2,"526,972"
A→A→B→B→A→A→C→C→B→B→A→A→B→B→A→A→B→B→A→A→C,2,"571,883"
A→A→B→B→C→C→A→A→C→C→A→A→C→C→B→B→A→A→C→C→A,2,"593,820"
A→A→B→B→C→C→A→A→C→C→A→A→D→D→C→C→A→A→C→C→A,2,"654,848"
A→A→B→B→A→A→B→B→A→A→C→C→D→D→B→B→A→A→B→B→A,2,"692,930"
A→A→B→B→C→C→A→A→B→B→C→C→A→A→C→C→B→B→A→A→C,2,"704,749"
A→A→B→B→A→A→C→C→D→D→C→C→D→D→C→C→D→D→C→C→D,2,"712,774"
A→A→B→B→C→C→B→B→D→D→C→C→B→B→C→C→E→E→B→B→C,2,"773,866"
A→A→B→B→C→C→A→A→B→B→A→A→D→D→C→C→B→B→A→A→C,2,"777,978"
A→A→B→B→A→A→B→B→C→C→A→A→D→D→B→B→A→A→B→B→A,2,"895,986"
A→A→B→B→C→C→A→A→C→C→A→A→C→C→A→A→B→B→C→C→A,2,"911,999"
A→A→B→B→C→C→B→B→D→D→C→C→B→B→C→C→D→D→B→B→C,1,0
A→A→B→B→C→C→A→A→C→C→A→A→B→B→C→C→A→A→C→C→A,1,1
A→A→B→B→C→C→B→B→D→D→A→A→C→C→E→E→B→B→C→C→B,1,2
A→A→B→B→C→C→D→D→A→A→B→B→C→C→A→A→E→E→D→D→B,1,3
A→A→B→B→C→C→A→A→D→D→B→B→D→D→B→B→A→A→D→D→B,1,4
A→A→B→B→A→A→B→B→A→A→B→B→A→A→B→B→A→A→C→C→D,1,6
A→A→B→B→A→A→C→C→B→B→D→D→A→A→B→B→C→C→A→A→B,1,8
A→A→B→B→C→C→D→D→A→A→E→E→A→A→D→D→E→E→A→A→E,1,9
A→A→B→B→A→A→C→C→D→D→A→A→C→C→B→B→A→A→C→C→B,1,10
A→A→B→B→C→C→A→A→C→C→D→D→A→A→C→C→B→B→A→A→C,1,11
A→A→B→B→C→C→D→D→E→E→A→A→B→B→C→C→D→D→E→E→A,1,12
A→A→B→B→A→A→C→C→B→B→A→A→B→B→D→D→B→B→A→A→B,1,13
A→A→B→B→C→C→B→B→D→D→C→C→E→E→F→F→A→A→B→B→C,1,14
A→A→B→B→C→C→B→B→A→A→D→D→C→C→E→E→B→B→A→A→C,1,17
A→A→B→B→A→A→B→B→A→A→C→C→A→A→B→B→A→A→B→B→A,1,19
A→A→B→B→C→C→D→D→A→A→B→B→C→C→D→D→A→A→E→E→A,1,20
A→A→B→B→C→C→B→B→C→C→B→B→A→A→C→C→B→B→C→C→A,1,21
A→A→B→B→C→C→D→D→E→E→F→F→C→C→D→D→E→E→C→C→D,1,22
A→A→B→B→A→A→B→B→C→C→A→A→B→B→A→A→C→C→B→B→A,1,24
A→A→B→B→C→C→D→D→C→C→A→A→C→C→B→B→E→E→A→A→D,1,26
A→A→B→B→C→C→A→A→B→B→D→D→C→C→B→B→A→A→C→C→E,1,28
A→A→B→B→C→C→D→D→A→A→E→E→C→C→A→A→B→B→C→C→D,1,29
A→A→B→B→C→C→A→A→D→D→A→A→D→D→E→E→B→B→C→C→A,1,32
A→A→B→B→C→C→D→D→A→A→D→D→C→C→A→A→D→D→E→E→A,1,33
A→A→B→B→A→A→C→C→D→D→B→B→A→A→B→B→A→A→D→D→E,1,34
A→A→B→B→C→C→D→D→B→B→C→C→B→B→C→C→B→B→D→D→A,1,35
A→A→B→B→C→C→D→D→A→A→B→B→C→C→D→D→A→A→C→C→D,1,36
A→A→B→B→C→C→D→D→B→B→C→C→B→B→A→A→E→E→B→B→C,1,41
A→A→B→B→C→C→D→D→B→B→E→E→A→A→D→D→E→E→C→C→D,1,42
A→A→B→B→C→C→D→D→E→E→F→F→G→G→D→D→E→E→G→G→D,1,45
A→A→B→B→A→A→C→C→D→D→C→C→B→B→A→A→B→B→C→C→D,1,46
A→A→B→B→C→C→D→D→B→B→C→C→D→D→B→B→A→A→C→C→B,1,47
A→A→B→B→A→A→C→C→B→B→A→A→B→B→A→A→C→C→A→A→B,1,49
A→A→B→B→A→A→C→C→B→B→D→D→A→A→B→B→A→A→B→B→D,1,50
A→A→B→B→C→C→D→D→B→B→C→C→A→A→B→B→E→E→A→A→B,1,51
A→A→B→B→C→C→D→D→C→C→B→B→C→C→D→D→C→C→D→D→C,1,54
A→A→B→B→C→C→A→A→D→D→A→A→D→D→A→A→D→D→A→A→D,1,55
A→A→B→B→C→C→A→A→B→B→A→A→C→C→A→A→B→B→A→A→C,1,57
A→A→B→B→C→C→D→D→E→E→C→C→F→F→A→A→E→E→C→C→F,1,61
A→A→B→B→C→C→D→D→A→A→E→E→F→F→E→E→B→B→C→C→A,1,62
A→A→B→B→C→C→A→A→D→D→B→B→C→C→A→A→B→B→A→A→E,1,64
A→A→B→B→C→C→D→D→B→B→A→A→C→C→B→B→A→A→C→C→D,1,65
A→A→B→B→C→C→B→B→D→D→E→E→C→C→A→A→D→D→F→F→B,1,67
A→A→B→B→C→C→B→B→A→A→D→D→B→B→C→C→A→A→B→B→D,1,69
A→A→B→B→C→C→D→D→B→B→A→A→E→E→B→B→C→C→E→E→D,1,72
A→A→B→B→C→C→A→A→B→B→D→D→A→A→B→B→A→A→B→B→A,1,76
A→A→B→B→C→C→D→D→E→E→A→A→D→D→C→C→E→E→D→D→A,1,77
A→A→B→B→C→C→D→D→B→B→C→C→D→D→C→C→B→B→D→D→C,1,79
A→A→B→B→A→A→B→B→C→C→A→A→B→B→A→A→D→D→C→C→B,1,80
A→A→B→B→C→C→D→D→E→E→A→A→B→B→F→F→A→A→G→G→C,1,81
A→A→B→B→C→C→B→B→A→A→B→B→C→C→B→B→C→C→B→B→C,1,82
A→A→B→B→C→C→D→D→C→C→D→D→C→C→B→B→C→C→D→D→C,1,83
A→A→B→B→A→A→C→C→D→D→B→B→A→A→E→E→F→F→B→B→A,1,84
A→A→B→B→C→C→A→A→D→D→E→E→F→F→G→G→D→D→F→F→E,1,85
A→A→B→B→C→C→A→A→B→B→A→A→D→D→C→C→E→E→C→C→A,1,86
A→A→B→B→C→C→A→A→B→B→C→C→B→B→A→A→D→D→C→C→B,1,87
A→A→B→B→C→C→A→A→B→B→C→C→D→D→A→A→B→B→C→C→D,1,88
A→A→B→B→A→A→B→B→C→C→A→A→B→B→D→D→C→C→A→A→B,1,90
A→A→B→B→C→C→A→A→D→D→B→B→D→D→A→A→B→B→D→D→B,1,91
A→A→B→B→C→C→B→B→D→D→E→E→F→F→C→C→B→B→C→C→B,1,92
A→A→B→B→A→A→C→C→A→A→D→D→C→C→A→A→C→C→E→E→A,1,93
A→A→B→B→A→A→C→C→B→B→A→A→B→B→D→D→A→A→B→B→D,1,95
A→A→B→B→C→C→D→D→A→A→E→E→D→D→B→B→C→C→A→A→D,1,96
A→A→B→B→C→C→A→A→B→B→C→C→A→A→D→D→A→A→B→B→C,1,97
A→A→B→B→C→C→A→A→D→D→B→B→C→C→A→A→B→B→C→C→D,1,98
A→A→B→B→C→C→A→A→C→C→D→D→A→A→B→B→C→C→A→A→C,1,99
A→A→B→B→C→C→D→D→E→E→A→A→B→B→C→C→D→D→F→F→A,1,100
A→A→B→B→C→C→D→D→B→B→C→C→D→D→B→B→A→A→E→E→C,1,102
A→A→B→B→C→C→D→D→E→E→B→B→D→D→A→A→C→C→B→B→E,1,103
A→A→B→B→C→C→A→A→B→B→D→D→C→C→B→B→D→D→E→E→B,1,106
A→A→B→B→C→C→D→D→E→E→A→A→C→C→E→E→D→D→B→B→C,1,107
A→A→B→B→C→C→D→D→A→A→B→B→C→C→D→D→A→A→B→B→D,1,110
A→A→B→B→C→C→D→D→E→E→C→C→B→B→E→E→C→C→B→B→E,1,112
A→A→B→B→C→C→D→D→B→B→C→C→B→B→D→D→C→C→B→B→D,1,113
A→A→B→B→A→A→B→B→C→C→A→A→D→D→C→C→A→A→B→B→A,1,115
A→A→B→B→A→A→C→C→B→B→A→A→B→B→D→D→C→C→A→A→E,1,116
A→A→B→B→C→C→D→D→E→E→F→F→D→D→C→C→A→A→D→D→B,1,118
A→A→B→B→A→A→C→C→D→D→C→C→B→B→A→A→C→C→B→B→A,1,123
A→A→B→B→C→C→A→A→D→D→A→A→E→E→C→C→B→B→A→A→C,1,124
A→A→B→B→A→A→B→B→A→A→B→B→C→C→D→D→E→E→A→A→B,1,129
A→A→B→B→C→C→B→B→C→C→A→A→B→B→C→C→B→B→C→C→A,1,130
A→A→B→B→C→C→A→A→D→D→B→B→C→C→A→A→D→D→B→B→A,1,132
A→A→B→B→C→C→A→A→C→C→B→B→A→A→C→C→B→B→A→A→C,1,133
A→A→B→B→C→C→A→A→B→B→A→A→D→D→E→E→A→A→B→B→A,1,135
A→A→B→B→A→A→C→C→D→D→A→A→B→B→C→C→D→D→A→A→B,1,136
A→A→B→B→C→C→B→B→C→C→A→A→D→D→A→A→D→D→C→C→B,1,137
A→A→B→B→A→A→B→B→C→C→D→D→A→A→B→B→A→A→B→B→C,1,138
A→A→B→B→C→C→A→A→D→D→B→B→A→A→B→B→A→A→C→C→B,1,139
A→A→B→B→C→C→B→B→D→D→A→A→E→E→A→A→C→C→B→B→A,1,141
A→A→B→B→C→C→B→B→A→A→B→B→C→C→A→A→B→B→C→C→B,1,142
A→A→B→B→C→C→D→D→A→A→E→E→C→C→D→D→B→B→A→A→C,1,143
A→A→B→B→A→A→C→C→B→B→A→A→B→B→A→A→C→C→B→B→D,1,144
A→A→B→B→C→C→D→D→C→C→A→A→B→B→A→A→C→C→B→B→A,1,145
A→A→B→B→C→C→A→A→B→B→C→C→D→D→A→A→C→C→A→A→B,1,147
A→A→B→B→C→C→A→A→B→B→D→D→A→A→B→B→C→C→A→A→D,1,148
A→A→B→B→A→A→C→C→B→B→A→A→D→D→E→E→B→B→A→A→D,1,149
A→A→B→B→C→C→D→D→A→A→D→D→B→B→C→C→B→B→A→A→C,1,150
A→A→B→B→C→C→D→D→B→B→E→E→B→B→E→E→F→F→B→B→A,1,152
A→A→B→B→A→A→B→B→C→C→D→D→C→C→D→D→E→E→F→F→C,1,155
A→A→B→B→C→C→D→D→C→C→B→B→D→D→C→C→A→A→E→E→B,1,156
A→A→B→B→A→A→C→C→D→D→C→C→A→A→B→B→A→A→B→B→C,1,157
A→A→B→B→A→A→B→B→A→A→B→B→A→A→C→C→A→A→B→B→A,1,158
A→A→B→B→C→C→A→A→D→D→B→B→A→A→E→E→D→D→B→B→E,1,159
A→A→B→B→C→C→A→A→D→D→A→A→B→B→C→C→D→D→A→A→D,1,160
A→A→B→B→C→C→B→B→D→D→C→C→B→B→C→C→A→A→D→D→B,1,161
A→A→B→B→C→C→A→A→D→D→B→B→C→C→A→A→E→E→D→D→B,1,162
A→A→B→B→C→C→B→B→A→A→B→B→C→C→B→B→A→A→B→B→A,1,163
A→A→B→B→C→C→A→A→D→D→E→E→C→C→F→F→A→A→D→D→B,1,165
A→A→B→B→A→A→C→C→A→A→B→B→A→A→C→C→D→D→E→E→A,1,168
A→A→B→B→C→C→D→D→C→C→B→B→C→C→D→D→C→C→B→B→C,1,169
A→A→B→B→C→C→A→A→D→D→B→B→A→A→C→C→B→B→A→A→B,1,170
A→A→B→B→A→A→B→B→A→A→C→C→A→A→C→C→A→A→B→B→A,1,171
A→A→B→B→C→C→A→A→B→B→C→C→A→A→B→B→A→A→D→D→B,1,172
A→A→B→B→C→C→D→D→A→A→D→D→E→E→B→B→F→F→A→A→D,1,174
A→A→B→B→C→C→D→D→B→B→D→D→B→B→D→D→C→C→B→B→C,1,175
A→A→B→B→C→C→D→D→E→E→A→A→D→D→C→C→A→A→B→B→C,1,176
A→A→B→B→C→C→A→A→B→B→C→C→B→B→A→A→C→C→B→B→A,1,177
A→A→B→B→C→C→A→A→B→B→C→C→D→D→A→A→E→E→A→A→B,1,178
A→A→B→B→C→C→B→B→D→D→C→C→B→B→D→D→C→C→B→B→D,1,180
A→A→B→B→C→C→A→A→B→B→A→A→D→D→C→C→A→A→E→E→B,1,182
A→A→B→B→C→C→B→B→A→A→C→C→B→B→C→C→D→D→B→B→C,1,186
A→A→B→B→A→A→B→B→C→C→A→A→D→D→B→B→A→A→E→E→B,1,187
A→A→B→B→C→C→A→A→D→D→E→E→F→F→G→G→D→D→F→F→G,1,189
A→A→B→B→A→A→B→B→A→A→C→C→B→B→A→A→B→B→A→A→C,1,190
A→A→B→B→A→A→C→C→B→B→A→A→B→B→C→C→A→A→D→D→B,1,191
A→A→B→B→A→A→C→C→A→A→B→B→A→A→B→B→C→C→A→A→B,1,192
A→A→B→B→C→C→A→A→D→D→E→E→C→C→D→D→C→C→A→A→B,1,193
A→A→B→B→C→C→D→D→E→E→A→A→D→D→C→C→E→E→A→A→B,1,194
A→A→B→B→C→C→D→D→A→A→C→C→B→B→A→A→D→D→C→C→A,1,196
A→A→B→B→C→C→D→D→E→E→C→C→E→E→C→C→E→E→C→C→D,1,198
A→A→B→B→C→C→A→A→C→C→A→A→C→C→D→D→A→A→C→C→B,1,199
A→A→B→B→A→A→C→C→D→D→E→E→A→A→D→D→C→C→A→A→B,1,202
A→A→B→B→C→C→B→B→A→A→B→B→D→D→C→C→B→B→A→A→B,1,207
A→A→B→B→C→C→A→A→B→B→C→C→A→A→D→D→C→C→B→B→A,1,208
A→A→B→B→C→C→D→D→B→B→A→A→B→B→D→D→C→C→B→B→A,1,209
A→A→B→B→C→C→B→B→D→D→C→C→B→B→E→E→C→C→F→F→A,1,210
A→A→B→B→C→C→D→D→E→E→D→D→C→C→D→D→E→E→D→D→C,1,212
A→A→B→B→C→C→B→B→C→C→B→B→A→A→D→D→B→B→A→A→E,1,214
A→A→B→B→C→C→D→D→B→B→A→A→C→C→E→E→A→A→C→C→B,1,218
A→A→B→B→C→C→A→A→D→D→C→C→A→A→C→C→D→D→A→A→C,1,219
A→A→B→B→C→C→A→A→D→D→C→C→A→A→B→B→D→D→C→C→E,1,220
A→A→B→B→C→C→A→A→B→B→A→A→B→B→A→A→B→B→A→A→C,1,222
A→A→B→B→C→C→D→D→E→E→B→B→F→F→C→C→E→E→A→A→B,1,223
A→A→B→B→C→C→A→A→B→B→A→A→D→D→B→B→C→C→B→B→A,1,224
A→A→B→B→C→C→B→B→D→D→E→E→B→B→C→C→E→E→B→B→A,1,228
A→A→B→B→C→C→D→D→C→C→D→D→C→C→D→D→B→B→C→C→D,1,229
A→A→B→B→C→C→A→A→D→D→E→E→B→B→A→A→E→E→B→B→A,1,230
A→A→B→B→C→C→D→D→E→E→B→B→D→D→E→E→B→B→A→A→D,1,232
A→A→B→B→C→C→D→D→C→C→D→D→E→E→C→C→D→D→C→C→D,1,234
A→A→B→B→C→C→A→A→C→C→D→D→A→A→C→C→A→A→C→C→A,1,235
A→A→B→B→C→C→B→B→C→C→B→B→D→D→C→C→B→B→C→C→B,1,236
A→A→B→B→A→A→C→C→A→A→B→B→D→D→A→A→B→B→A→A→C,1,237
A→A→B→B→A→A→C→C→B→B→D→D→E→E→A→A→B→B→A→A→C,1,238
A→A→B→B→A→A→C→C→B→B→C→C→A→A→B→B→D→D→A→A→B,1,242
A→A→B→B→C→C→D→D→E→E→A→A→D→D→E→E→D→D→E→E→A,1,244
A→A→B→B→C→C→A→A→D→D→E→E→F→F→A→A→B→B→C→C→D,1,245
A→A→B→B→A→A→C→C→B→B→D→D→E→E→B→B→A→A→B→B→A,1,247
A→A→B→B→A→A→C→C→B→B→D→D→A→A→C→C→B→B→A→A→E,1,249
A→A→B→B→C→C→A→A→D→D→B→B→A→A→C→C→B→B→D→D→C,1,250
A→A→B→B→C→C→D→D→B→B→E→E→F→F→E→E→F→F→C→C→E,1,251
A→A→B→B→A→A→C→C→D→D→A→A→B→B→E→E→A→A→B→B→D,1,254
A→A→B→B→C→C→B→B→A→A→B→B→C→C→D→D→E→E→B→B→C,1,255
A→A→B→B→C→C→D→D→A→A→E→E→F→F→B→B→E→E→A→A→B,1,257
A→A→B→B→A→A→C→C→D→D→A→A→B→B→A→A→D→D→A→A→D,1,258
A→A→B→B→C→C→D→D→A→A→D→D→A→A→D→D→A→A→C→C→D,1,260
A→A→B→B→C→C→D→D→A→A→E→E→B→B→A→A→C→C→D→D→A,1,261
A→A→B→B→C→C→D→D→B→B→A→A→D→D→B→B→C→C→A→A→E,1,263
A→A→B→B→C→C→D→D→B→B→D→D→C→C→A→A→B→B→C→C→D,1,264
A→A→B→B→C→C→A→A→B→B→A→A→D→D→B→B→A→A→C→C→B,1,267
A→A→B→B→C→C→D→D→B→B→A→A→E→E→B→B→A→A→D→D→B,1,269
A→A→B→B→C→C→D→D→E→E→F→F→C→C→D→D→E→E→C→C→F,1,272
A→A→B→B→C→C→D→D→E→E→A→A→D→D→C→C→A→A→D→D→E,1,273
A→A→B→B→C→C→D→D→E→E→F→F→G→G→A→A→C→C→B→B→D,1,274
A→A→B→B→C→C→D→D→B→B→D→D→C→C→B→B→D→D→A→A→C,1,277
A→A→B→B→C→C→B→B→A→A→D→D→B→B→A→A→B→B→C→C→B,1,278
A→A→B→B→C→C→A→A→C→C→A→A→B→B→C→C→A→A→B→B→C,1,279
A→A→B→B→C→C→A→A→B→B→C→C→A→A→D→D→E→E→A→A→D,1,281
A→A→B→B→C→C→A→A→C→C→A→A→C→C→A→A→C→C→A→A→B,1,286
A→A→B→B→A→A→B→B→A→A→B→B→C→C→D→D→A→A→C→C→D,1,287
A→A→B→B→C→C→A→A→D→D→B→B→C→C→A→A→B→B→C→C→A,1,290
A→A→B→B→A→A→B→B→A→A→C→C→D→D→B→B→A→A→E→E→B,1,292
A→A→B→B→C→C→A→A→D→D→E→E→C→C→A→A→B→B→A→A→B,1,293
A→A→B→B→A→A→C→C→B→B→D→D→A→A→B→B→E→E→A→A→C,1,295
A→A→B→B→A→A→B→B→A→A→B→B→A→A→C→C→D→D→C→C→D,1,296
